p_error,v,alpha,tau,gamma,zeta
0.05,1.0489997626322278e-07,8.161582217541819e-07,0.41661950334749503,0.5825370122544932,8.986230191234403
0.05,1.0489997626322278e-07,2.916730760705517e-06,0.41661950334749503,0.5825370122544932,1.6793425215728306
0.05,1.0489997626322278e-07,2.9608256268214226e-06,0.41661950334749503,0.5825370122544932,0.05288660332233214
0.05,1.0489997626322278e-07,2.9608256268214226e-06,0.41661950334749503,0.5998147525797164,0.06961645706693662
0.05,1.0489997626322278e-07,8.781862715905097e-07,0.41661950334749503,0.5998147525797164,0.08339100402609026
0.05,1.0489997626322278e-07,8.781862715905097e-07,0.41661950334749503,0.5998147525797164,0.1635336864148214
0.05,7.70895786109771e-08,5.833234141924094e-06,0.41661950334749503,0.5998147525797164,0.1635336864148214
0.05,9.350108590908317e-08,5.833234141924094e-06,0.41661950334749503,0.5998147525797164,7.7197419465769626
0.05,9.350108590908317e-08,5.833234141924094e-06,0.41661950334749503,0.5998147525797164,3.793649615747925
0.05,9.350108590908317e-08,5.833234141924094e-06,0.4882685236898868,0.5998147525797164,3.793649615747925
0.05,1.2815517101581168e-07,5.833234141924094e-06,0.4882685236898868,0.5998147525797164,3.793649615747925
0.05,1.2815517101581168e-07,1.4396273575980156e-06,0.4882685236898868,0.6988564500343337,3.048393552419113
0.05,1.2815517101581168e-07,1.4396273575980156e-06,0.4882685236898868,0.6988564500343337,0.4542034197540101
0.05,1.2815517101581168e-07,1.4396273575980156e-06,0.4882685236898868,0.731171060717406,0.4542034197540101
0.05,1.2815517101581168e-07,1.4396273575980156e-06,0.4882685236898868,0.731171060717406,0.30095786707018024
0.05,1.2815517101581168e-07,1.34221586950747e-06,0.4882685236898868,0.731171060717406,0.5112586186775985
0.05,1.2815517101581168e-07,1.34221586950747e-06,0.4882685236898868,0.6601944377697336,2.0342857673452612
0.05,1.2815517101581168e-07,1.34221586950747e-06,0.4882685236898868,0.6601944377697336,2.0342857673452612
0.05,1.2815517101581168e-07,6.065015276462595e-06,0.4882685236898868,0.6601944377697336,2.0342857673452612
0.05,1.2815517101581168e-07,6.065015276462595e-06,0.4882685236898868,0.6601944377697336,2.0342857673452612
0.05,8.415399111615349e-08,6.065015276462595e-06,0.35000994593047174,0.8813788003413304,8.4638119738642
0.05,1.1094195535602021e-07,6.065015276462595e-06,0.5060964903112235,0.5213759156445257,8.4638119738642
0.05,7.682230553276597e-08,6.576282443833987e-06,0.5060964903112235,0.5213759156445257,9.160842855032863
0.05,7.682230553276597e-08,6.576282443833987e-06,0.5060964903112235,0.772247273463911,9.160842855032863
0.05,7.682230553276597e-08,6.576282443833987e-06,0.3110114904351455,0.649149611864098,9.160842855032863
0.05,7.682230553276597e-08,8.559917118663187e-07,0.47205739939348706,0.649149611864098,2.5676410162409975
0.05,7.682230553276597e-08,7.234252927788961e-07,0.47205739939348706,0.6094101210925591,2.5676410162409975
0.05,7.682230553276597e-08,2.5015137918398787e-06,0.47205739939348706,0.6094101210925591,7.098869472997091
0.05,7.682230553276597e-08,2.5015137918398787e-06,0.47205739939348706,0.6094101210925591,7.098869472997091
0.05,1.3794296020180607e-07,2.5015137918398787e-06,0.47205739939348706,0.7799761180294079,6.678148094324095
0.05,7.949998021472162e-08,2.5015137918398787e-06,0.45355978731692387,0.7799761180294079,6.678148094324095
0.05,7.949998021472162e-08,2.5015137918398787e-06,0.2834472288125795,0.7804161491345144,6.678148094324095
0.05,9.476510706162591e-08,2.5015137918398787e-06,0.3411771484005994,0.7804161491345144,6.678148094324095
0.05,9.476510706162591e-08,8.476991802120517e-07,0.3411771484005994,0.7804161491345144,3.6190199351911225
0.05,9.476510706162591e-08,8.476991802120517e-07,0.3411771484005994,0.7804161491345144,3.6190199351911225
0.05,9.476510706162591e-08,8.476991802120517e-07,0.3411771484005994,0.7804161491345144,3.6190199351911225
0.05,1.1472812867394314e-07,8.476991802120517e-07,0.3411771484005994,0.7804161491345144,9.498394259537367
0.05,1.1472812867394314e-07,8.476991802120517e-07,0.3411771484005994,0.9649551151278203,9.114134654672439
0.05,1.1472812867394314e-07,3.3829212175303032e-06,0.3411771484005994,0.9649551151278203,9.114134654672439
0.05,8.41541154413862e-08,3.3829212175303032e-06,0.3411771484005994,0.9649551151278203,2.4123187862447297
0.05,8.41541154413862e-08,3.1180612332742677e-06,0.3411771484005994,0.4731978385861205,2.4123187862447297
0.05,8.41541154413862e-08,3.5887877663164565e-07,0.3411771484005994,0.4731978385861205,2.4123187862447297
0.05,8.41541154413862e-08,3.5887877663164565e-07,0.3411771484005994,0.4731978385861205,2.4123187862447297
0.05,8.41541154413862e-08,5.587024012258628e-06,0.4554992902721045,0.4731978385861205,2.4123187862447297
0.05,8.41541154413862e-08,5.587024012258628e-06,0.4554992902721045,0.4731978385861205,2.4123187862447297
