b,p_error,v,s,gamma,zeta
1.0,0.05,3.797182626001757e-05,0.008480154784373733,0.1957294121697864,1.9987177804785852
1.0,0.05,3.797182626001757e-05,0.008480154784373733,0.1957294121697864,2.644388722742477
1.0,0.05,3.4154562082134524e-05,0.008480154784373733,0.1573928481548105,2.644388722742477
1.0,0.05,3.4154562082134524e-05,0.008480154784373733,0.1573928481548105,2.644388722742477
1.0,0.05,3.4154562082134524e-05,0.008480154784373733,0.1573928481548105,2.644388722742477
1.0,0.05,3.4154562082134524e-05,0.008480154784373733,0.1573928481548105,2.644388722742477
1.0,0.05,1.769485562328731e-05,0.008480154784373733,0.28024356036538073,2.644388722742477
1.0,0.05,2.7811385312424157e-05,0.008480154784373733,0.28024356036538073,5.692415952721941
1.0,0.05,2.7811385312424157e-05,0.008480154784373733,0.3094483924501018,5.195354794226263
1.0,0.05,2.7811385312424157e-05,0.008480154784373733,0.3094483924501018,5.195354794226263
1.0,0.05,2.0397838900989248e-05,0.008480154784373733,0.1098364956182972,5.195354794226263
1.0,0.05,2.7938184254460843e-05,0.009238139220692568,0.1098364956182972,7.06428348279216
1.0,0.05,2.7938184254460843e-05,0.007828464881025864,0.019257562261156637,7.793096531634221
1.0,0.05,2.7938184254460843e-05,0.007828464881025864,0.03264315667692219,8.87392220413229
1.0,0.05,2.7938184254460843e-05,0.007828464881025864,0.05402704271973418,8.87392220413229
1.0,0.05,2.7938184254460843e-05,0.007891014232747694,0.05402704271973418,9.004593211144313
1.0,0.05,2.7938184254460843e-05,0.007891014232747694,0.05402704271973418,8.826894465615325
1.0,0.05,2.7938184254460843e-05,0.007891014232747694,0.05402704271973418,7.437505874405873
1.0,0.05,2.7938184254460843e-05,0.008257365542007544,0.037462957636022615,7.395713379342369
1.0,0.05,2.7938184254460843e-05,0.00867617485954835,0.09905707127281121,7.395713379342369
1.0,0.05,2.7938184254460843e-05,0.00867617485954835,0.11100349973952037,6.811852092789894
1.0,0.05,2.7938184254460843e-05,0.00867617485954835,0.11100349973952037,7.21010805491625
1.0,0.05,2.3048076976404895e-05,0.00867617485954835,0.11100349973952037,7.21010805491625
1.0,0.05,2.5744961716020842e-05,0.00867617485954835,0.11100349973952037,5.379995905496713
1.0,0.05,3.340969021169479e-05,0.00867617485954835,0.11100349973952037,5.379995905496713
1.0,0.05,3.340969021169479e-05,0.00867617485954835,0.12346031315210812,5.379995905496713
1.0,0.05,3.340969021169479e-05,0.00867617485954835,0.14065386016491008,7.214904233221889
1.0,0.05,2.7620278627899016e-05,0.008518796781539108,0.04988517229754877,7.214904233221889
1.0,0.05,2.7620278627899016e-05,0.008502918402971111,0.05899355044956662,7.214904233221889
1.0,0.05,3.118203323402302e-05,0.008502918402971111,0.05899355044956662,7.05236310056207
1.0,0.05,3.118203323402302e-05,0.008892284813304658,0.05899355044956662,5.510590709873223
1.0,0.05,3.118203323402302e-05,0.008892284813304658,0.21914612853352805,4.629033970818272
1.0,0.05,3.118203323402302e-05,0.008892284813304658,0.21914612853352805,4.629033970818272
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.21914612853352805,4.629033970818272
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.21914612853352805,5.648168238739154
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.21914612853352805,3.7319620024659326
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.21914612853352805,6.843381466393257
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.07561526970481784,6.843381466393257
1.0,0.05,3.0824502495006246e-05,0.007805385911121903,0.14112065645176802,6.645371106230521
1.0,0.05,3.0824502495006246e-05,0.007510917068598358,0.43161534497228593,4.6436636663611015
1.0,0.05,3.0824502495006246e-05,0.007984841385784102,0.43161534497228593,2.652905136632052
1.0,0.05,3.008267669016891e-05,0.007984841385784102,0.43161534497228593,1.5089140568443558
1.0,0.05,3.252587684915878e-05,0.007984841385784102,0.43161534497228593,1.5089140568443558
1.0,0.05,3.390967677184571e-05,0.007984841385784102,0.43161534497228593,1.5089140568443558
1.0,0.05,3.390967677184571e-05,0.007984841385784102,0.43161534497228593,1.426276455870406
1.0,0.05,4.193901863165319e-05,0.007984841385784102,0.22478351714751388,1.426276455870406
1.0,0.05,4.193901863165319e-05,0.007984841385784102,0.22478351714751388,1.426276455870406
1.0,0.05,3.8025669868162956e-05,0.007881194004456436,0.22478351714751388,1.426276455870406
1.0,0.05,3.8025669868162956e-05,0.007881194004456436,0.22478351714751388,1.426276455870406
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.22478351714751388,1.426276455870406
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.26213115297051276,1.426276455870406
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.26213115297051276,2.193043983622843
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.03514553258442531,2.193043983622843
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.06322783339225385,3.4800709171940087
1.0,0.05,3.8025669868162956e-05,0.008444802202456652,0.06322783339225385,3.4800709171940087
1.0,0.05,4.971240050485051e-05,0.008444802202456652,0.023194260339710414,3.1286798502945334
1.0,0.05,4.971240050485051e-05,0.008060002618938975,0.031267189501246385,0.44591813449749207
1.0,0.05,4.971240050485051e-05,0.00876527792421062,0.03772482217977448,0.44591813449749207
