b,p_error,v,s,gamma,zeta
1.0,0.05,3.286557231639794e-05,0.010311490128170248,0.06314935307051478,2.551752124218864
1.0,0.05,3.286557231639794e-05,0.010544871428780845,0.06314935307051478,2.551752124218864
1.0,0.05,3.286557231639794e-05,0.008828793892716036,0.25393179842798713,2.551752124218864
1.0,0.05,3.286557231639794e-05,0.00883008979084939,0.25393179842798713,3.4375569271759194
1.0,0.05,3.286557231639794e-05,0.00883008979084939,0.13675668115955356,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.00883008979084939,0.3249104207815531,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.010054441052027935,0.3249104207815531,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.008595589931251589,0.3569204301921737,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.009794695505679546,0.3569204301921737,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.009794695505679546,0.3569204301921737,3.4375569271759194
1.0,0.05,2.605442888603542e-05,0.009794695505679546,0.3569204301921737,3.4375569271759194
1.0,0.05,2.1986410847117617e-05,0.009049818482005256,0.3569204301921737,5.196166259422675
1.0,0.05,2.1986410847117617e-05,0.009555070353026626,0.3569204301921737,2.3840587340240393
1.0,0.05,3.3183405876603774e-05,0.009555070353026626,0.33207913404065775,0.2554933080959514
1.0,0.05,2.9778670668857237e-05,0.009555070353026626,0.33369684140616473,0.13027065741755287
1.0,0.05,2.9778670668857237e-05,0.009555070353026626,0.33369684140616473,2.3871404045017495
1.0,0.05,2.9778670668857237e-05,0.009555070353026626,0.33369684140616473,2.3871404045017495
1.0,0.05,2.3479135692336914e-05,0.009555070353026626,0.33369684140616473,2.3871404045017495
1.0,0.05,2.3479135692336914e-05,0.010874688839691973,0.33369684140616473,2.1867044519500825
1.0,0.05,2.3479135692336914e-05,0.010874688839691973,0.33369684140616473,2.1867044519500825
1.0,0.05,2.3479135692336914e-05,0.010874688839691973,0.3178881686949438,0.6515633601027424
1.0,0.05,2.082662617222391e-05,0.010874688839691973,0.3178881686949438,1.9098435078215912
1.0,0.05,2.082662617222391e-05,0.00962680098999843,0.4931767749045236,1.9098435078215912
1.0,0.05,2.082662617222391e-05,0.009327894912265117,0.4931767749045236,1.4048541476572645
1.0,0.05,2.082662617222391e-05,0.009327894912265117,0.4931767749045236,0.376525768231727
1.0,0.05,2.082662617222391e-05,0.008931849324662336,0.5969505614173554,0.08521008455801664
1.0,0.05,2.082662617222391e-05,0.009678934850303628,0.5969505614173554,0.1019110669696307
1.0,0.05,2.082662617222391e-05,0.009678934850303628,0.5969505614173554,0.1019110669696307
1.0,0.05,2.082662617222391e-05,0.009678934850303628,0.5887475119720612,0.9896241787657829
1.0,0.05,2.082662617222391e-05,0.009678934850303628,0.5887475119720612,0.9896241787657829
1.0,0.05,2.082662617222391e-05,0.008559457619098473,0.5887475119720612,0.9896241787657829
1.0,0.05,2.082662617222391e-05,0.008559457619098473,0.5786068953125656,0.9896241787657829
1.0,0.05,2.082662617222391e-05,0.008199655874771835,0.6141120439928789,0.9896241787657829
1.0,0.05,2.1356138518312075e-05,0.008199655874771835,0.6141120439928789,0.9896241787657829
1.0,0.05,2.1356138518312075e-05,0.008199655874771835,0.6141120439928789,0.9896241787657829
1.0,0.05,2.1356138518312075e-05,0.008199655874771835,0.6141120439928789,1.2671836201340216
1.0,0.05,2.1356138518312075e-05,0.008199655874771835,0.6692660387662598,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008199655874771835,0.6692660387662598,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008199655874771835,0.6692660387662598,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008199655874771835,0.5612000683460491,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008249032807841403,0.36547373781281417,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008257323894914102,0.36547373781281417,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008257323894914102,0.36547373781281417,1.2671836201340216
1.0,0.05,2.4490797046324707e-05,0.008257323894914102,0.36547373781281417,2.7937254626967585
1.0,0.05,2.4490797046324707e-05,0.008257323894914102,0.36547373781281417,2.7937254626967585
1.0,0.05,2.4490797046324707e-05,0.010834029589087642,0.36547373781281417,1.044737392446928
1.0,0.05,2.4490797046324707e-05,0.010834029589087642,0.36547373781281417,1.7892149868105536
1.0,0.05,2.4490797046324707e-05,0.010834029589087642,0.10828682199461312,1.7892149868105536
1.0,0.05,3.0954239768095734e-05,0.010834029589087642,0.10828682199461312,1.7892149868105536
1.0,0.05,3.0954239768095734e-05,0.010834029589087642,0.20476007251725295,1.7892149868105536
1.0,0.05,3.0954239768095734e-05,0.010834029589087642,0.20476007251725295,1.7892149868105536
1.0,0.05,3.0954239768095734e-05,0.01022913779277134,0.11014159390895942,0.7632563309091539
1.0,0.05,3.0954239768095734e-05,0.01022913779277134,0.05244884332709635,0.7632563309091539
1.0,0.05,3.0954239768095734e-05,0.01022913779277134,0.05244884332709635,0.7632563309091539
1.0,0.05,3.184197701804512e-05,0.01022913779277134,0.05244884332709635,0.40153962753548883
1.0,0.05,3.184197701804512e-05,0.01022913779277134,0.05244884332709635,0.745974005028885
1.0,0.05,3.184197701804512e-05,0.01022913779277134,0.05244884332709635,0.6866193347624474
1.0,0.05,3.184197701804512e-05,0.01022913779277134,0.1822623636378807,0.6866193347624474
1.0,0.05,2.994322068256942e-05,0.01022913779277134,0.1822623636378807,0.6866193347624474
1.0,0.05,2.994322068256942e-05,0.01022913779277134,0.1822623636378807,0.6866193347624474
1.0,0.05,3.05495949701774e-05,0.010614215619972221,0.1822623636378807,0.2490176938253839
1.0,0.05,3.05495949701774e-05,0.010614215619972221,0.31453155343879374,1.2237725694934238
1.0,0.05,2.937437558157811e-05,0.00849106668501342,0.31453155343879374,1.2237725694934238
1.0,0.05,2.937437558157811e-05,0.00849106668501342,0.31453155343879374,1.2237725694934238
1.0,0.05,2.937437558157811e-05,0.010107618574304776,0.31453155343879374,1.3745855806873104
1.0,0.05,2.937437558157811e-05,0.010107618574304776,0.31453155343879374,0.022791573513851072
1.0,0.05,2.1475221083215347e-05,0.010107618574304776,0.31453155343879374,0.8052267779057007
1.0,0.05,2.730589596383253e-05,0.01034002055134006,0.33067576831641615,2.7825022691128245
1.0,0.05,3.757250467001506e-05,0.008842785875107813,0.33067576831641615,2.7825022691128245
1.0,0.05,3.757250467001506e-05,0.008842785875107813,0.33067576831641615,2.7825022691128245
1.0,0.05,3.757250467001506e-05,0.009238949109689943,0.0717587581436941,2.7825022691128245
1.0,0.05,3.757250467001506e-05,0.009238949109689943,0.0717587581436941,2.7825022691128245
1.0,0.05,3.757250467001506e-05,0.009238949109689943,0.0717587581436941,1.9678977596647793
1.0,0.05,4.105961353494113e-05,0.009238949109689943,0.0717587581436941,1.9678977596647793
1.0,0.05,4.105961353494113e-05,0.009238949109689943,0.10141111966475488,0.2124499911342494
1.0,0.05,4.105961353494113e-05,0.009238949109689943,0.2681332321409659,0.2124499911342494
1.0,0.05,4.105961353494113e-05,0.009756935018849815,0.2681332321409659,0.2124499911342494
1.0,0.05,4.105961353494113e-05,0.009771456247994215,0.2681332321409659,1.0076383838096419
1.0,0.05,4.105961353494113e-05,0.009624479788301174,0.2883926623509846,0.19580043534620187
1.0,0.05,4.105961353494113e-05,0.010619124917069914,0.05765541094668162,1.6176779638363032
1.0,0.05,2.7400571577623267e-05,0.010619124917069914,0.05765541094668162,1.6176779638363032
1.0,0.05,2.7400571577623267e-05,0.010619124917069914,0.148042324152728,1.6176779638363032
1.0,0.05,2.7400571577623267e-05,0.010619124917069914,0.148042324152728,1.6176779638363032
1.0,0.05,2.7400571577623267e-05,0.010226505450369648,0.148042324152728,1.2869704943421876
1.0,0.05,2.7400571577623267e-05,0.010226505450369648,0.148042324152728,5.384118573696053
1.0,0.05,2.7400571577623267e-05,0.010226505450369648,0.148042324152728,5.384118573696053
1.0,0.05,2.7400571577623267e-05,0.010226505450369648,0.148042324152728,2.1008409709425586
1.0,0.05,2.7400571577623267e-05,0.010226505450369648,0.148042324152728,2.1008409709425586
1.0,0.05,2.7074811030048992e-05,0.010226505450369648,0.04757005685036256,2.1008409709425586
1.0,0.05,3.4346070269527325e-05,0.010226505450369648,0.04757005685036256,2.1008409709425586
1.0,0.05,2.968595300831389e-05,0.010226505450369648,0.04757005685036256,0.363088394127847
1.0,0.05,2.968595300831389e-05,0.012256896996702333,0.0384202015893387,0.363088394127847
1.0,0.05,2.968595300831389e-05,0.012044309410408094,0.013586151111128885,0.363088394127847
1.0,0.05,1.2733105123452842e-05,0.012044309410408094,0.005921501947795424,1.0080870560725494
1.0,0.05,2.6786104897459978e-05,0.012044309410408094,0.005921501947795424,1.0080870560725494
1.0,0.05,2.6786104897459978e-05,0.012044309410408094,0.005921501947795424,1.0080870560725494
1.0,0.05,2.6786104897459978e-05,0.012044309410408094,0.02101955494988351,1.0080870560725494
1.0,0.05,2.6786104897459978e-05,0.012044309410408094,0.015796842968095248,4.491186353377916
1.0,0.05,2.6786104897459978e-05,0.012044309410408094,0.015796842968095248,4.491186353377916
1.0,0.05,2.1350272767732545e-05,0.012044309410408094,0.1596307656983328,4.491186353377916
1.0,0.05,3.524977551945059e-05,0.012044309410408094,0.09936286236804805,0.5137412810246351
1.0,0.05,3.3247562586223316e-05,0.012044309410408094,0.09936286236804805,1.2234268201504628
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.12518474497443993,1.2234268201504628
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.12518474497443993,1.6731040874469572
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.16006064629124428,1.6731040874469572
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.16006064629124428,1.6731040874469572
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.3252119867112287,0.3924985825537342
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.3252119867112287,0.36576599472058646
1.0,0.05,3.3247562586223316e-05,0.009490561058769453,0.3252119867112287,0.36576599472058646
1.0,0.05,3.1248087712783376e-05,0.009490561058769453,0.162183206000587,1.4443337652192711
1.0,0.05,3.1248087712783376e-05,0.009490561058769453,0.162183206000587,1.4443337652192711
1.0,0.05,3.1248087712783376e-05,0.009490561058769453,0.162183206000587,1.4443337652192711
1.0,0.05,3.1248087712783376e-05,0.008492338333381205,0.34929669250787193,1.4443337652192711
1.0,0.05,2.1987369954092874e-05,0.009815821439693518,0.34929669250787193,1.4443337652192711
1.0,0.05,2.1987369954092874e-05,0.009815821439693518,0.4039149573497935,0.1610860562128939
1.0,0.05,2.1987369954092874e-05,0.009430130815501165,0.4039149573497935,0.8443464781151865
1.0,0.05,2.403867019702545e-05,0.008396731077141258,0.47429562184828195,0.8443464781151865
1.0,0.05,2.403867019702545e-05,0.008396731077141258,0.47429562184828195,0.8443464781151865
1.0,0.05,2.403867019702545e-05,0.008396731077141258,0.47429562184828195,0.8443464781151865
1.0,0.05,2.403867019702545e-05,0.008221402886671227,0.47429562184828195,0.8443464781151865
1.0,0.05,2.403867019702545e-05,0.007950558345693207,0.7499455134140806,0.8443464781151865
1.0,0.05,1.77445428535018e-05,0.007950558345693207,0.7499455134140806,0.8443464781151865
1.0,0.05,1.77445428535018e-05,0.007950558345693207,0.7499455134140806,7.36683612655351
1.0,0.05,1.77445428535018e-05,0.007950558345693207,0.7499455134140806,6.249916195797937
1.0,0.05,1.77445428535018e-05,0.007950558345693207,0.6516072801051174,1.1888789901716719
1.0,0.05,1.857003328527194e-05,0.008364698750906998,0.8068086162059,1.1888789901716719
1.0,0.05,1.857003328527194e-05,0.009289830061692558,0.8068086162059,1.1888789901716719
1.0,0.05,1.857003328527194e-05,0.009289830061692558,0.8068086162059,1.1888789901716719
1.0,0.05,1.7665088384997473e-05,0.009151739843487553,0.7527840343544153,1.1888789901716719
