b,p_error,v,s,tau,gamma,zeta
1.0,0.05,0.00040394825299993226,0.006034099497415843,0.6625861188719493,0.8081712611483275,5.522659097590403
1.0,0.05,0.00040394825299993226,0.006034099497415843,0.6625861188719493,0.8081712611483275,5.522659097590403
1.0,0.05,0.0004485883595943035,0.006034099497415843,0.6915431478933669,0.8777955997373066,8.135862687482158
1.0,0.05,0.0004485883595943035,0.006034099497415843,0.6915431478933669,0.9414154756049375,7.990375519868191
1.0,0.05,0.00044978370977313603,0.0062562325710507445,0.6915431478933669,0.8299185610393743,7.990375519868191
1.0,0.05,0.0004324343297228872,0.0062562325710507445,0.6915431478933669,0.8299185610393743,1.117945956260611
1.0,0.05,0.00041768229975182373,0.0062562325710507445,0.6915431478933669,0.8299185610393743,5.184784627589326
1.0,0.05,0.00042465280235230496,0.0062562325710507445,0.6915431478933669,0.8143065810291714,4.406393867006405
1.0,0.05,0.0004205522348141718,0.0062562325710507445,0.6915431478933669,0.8756426693760404,4.406393867006405
1.0,0.05,0.00042020923789513675,0.0062562325710507445,0.6915431478933669,0.8756426693760404,4.546419079724337
1.0,0.05,0.0004271127398328451,0.0062562325710507445,0.6915431478933669,0.9558105455216472,4.922835818294083
1.0,0.05,0.0004271127398328451,0.0062562325710507445,0.6915431478933669,0.9558105455216472,4.922835818294083
1.0,0.05,0.000465714677471602,0.0062562325710507445,0.6915431478933669,0.8859340810595951,4.922835818294083
1.0,0.05,0.00043893930896136475,0.0062562325710507445,0.6915431478933669,0.8859340810595951,4.922835818294083
1.0,0.05,0.00039257923421751354,0.0062562325710507445,0.5552840977807411,0.8859340810595951,4.922835818294083
1.0,0.05,0.00039257923421751354,0.0062562325710507445,0.5552840977807411,0.8859340810595951,5.840755442151932
1.0,0.05,0.00046125739458972577,0.0062562325710507445,0.6804920465558072,0.8030229364226084,5.840755442151932
1.0,0.05,0.00044425055326515703,0.0062562325710507445,0.6804920465558072,0.8030229364226084,5.840755442151932
1.0,0.05,0.000432333569271463,0.005809598573420897,0.5962124487578925,0.8030229364226084,4.977974182307881
1.0,0.05,0.000432333569271463,0.005809598573420897,0.5962124487578925,0.8030229364226084,4.977974182307881
1.0,0.05,0.000432333569271463,0.005809598573420897,0.6287533081730832,0.7718115498925766,2.4210769037957904
1.0,0.05,0.000432333569271463,0.006302032449833294,0.7694276011916552,0.8124750453946339,2.4210769037957904
1.0,0.05,0.0004041298482979974,0.006015892074255214,0.7071671712693394,0.8124750453946339,2.4210769037957904
1.0,0.05,0.0004041298482979974,0.005937941301726163,0.8733870474048147,0.8124750453946339,2.4210769037957904
1.0,0.05,0.0004119620683733158,0.005614192837068913,0.6259300817571751,0.8124750453946339,2.4210769037957904
1.0,0.05,0.00041902077686980285,0.005614192837068913,0.6259300817571751,0.7340045977946533,2.4210769037957904
1.0,0.05,0.00041902077686980285,0.005614192837068913,0.6259300817571751,0.7340045977946533,2.4210769037957904
1.0,0.05,0.00041902077686980285,0.0062486267576444664,0.8642112223119289,0.7340045977946533,2.4210769037957904
1.0,0.05,0.00045316659405433536,0.0062486267576444664,0.8642112223119289,0.7340045977946533,2.4210769037957904
1.0,0.05,0.0004519405244545387,0.0062486267576444664,0.8642112223119289,0.7340045977946533,2.4210769037957904
1.0,0.05,0.0004279273525555965,0.005390319698250502,0.8642112223119289,0.7340045977946533,2.7609341625103756
1.0,0.05,0.0004279273525555965,0.005072187409569448,0.6274815780760347,0.7340045977946533,2.7609341625103756
1.0,0.05,0.0004279273525555965,0.005070380079935462,0.6274815780760347,0.7340045977946533,1.0534578589317805
1.0,0.05,0.0005008581482946463,0.005070380079935462,0.5680849187957566,0.7340045977946533,2.201895774070116
1.0,0.05,0.0004852976730799743,0.005070380079935462,0.5680849187957566,0.7340045977946533,1.4147908900495267
1.0,0.05,0.0004852976730799743,0.005070380079935462,0.5680849187957566,0.7340045977946533,1.4147908900495267
1.0,0.05,0.0004852976730799743,0.005070380079935462,0.6148482993601802,0.7340045977946533,1.4147908900495267
1.0,0.05,0.0004852976730799743,0.005070380079935462,0.6148482993601802,0.7340045977946533,1.5536670020123253
1.0,0.05,0.0004852976730799743,0.005954339520808917,0.5856144957454845,0.7960569342830615,1.5536670020123253
1.0,0.05,0.0004928873108984644,0.005954339520808917,0.5856144957454845,0.585107557129617,0.6032365686609091
1.0,0.05,0.0004580865275618648,0.005954339520808917,0.5856144957454845,0.6877173823340662,5.264329572370585
1.0,0.05,0.0004580865275618648,0.005954339520808917,0.5856144957454845,0.8675884627358528,5.264329572370585
1.0,0.05,0.00043241790607373323,0.005954339520808917,0.5856144957454845,0.9809888401283191,4.011459125949686
1.0,0.05,0.00043241790607373323,0.005954339520808917,0.6058972756412632,0.924634689796722,4.011459125949686
1.0,0.05,0.00043241790607373323,0.005954339520808917,0.9104654873784059,0.8409436492546409,3.042387795956563
1.0,0.05,0.00043241790607373323,0.006563184961024917,0.7464285428776902,0.8409436492546409,3.042387795956563
1.0,0.05,0.00043241790607373323,0.006563184961024917,0.7464285428776902,0.8409436492546409,4.48637664505347
1.0,0.05,0.0004055598772577518,0.006563184961024917,0.6522457588680628,0.8337924542393401,4.48637664505347
1.0,0.05,0.0004314676558110193,0.006627862232111678,0.6522457588680628,0.8008657340530381,4.48637664505347
1.0,0.05,0.0004314676558110193,0.006627862232111678,0.6191360929523755,0.8008657340530381,4.48637664505347
1.0,0.05,0.00046175878780198786,0.006627862232111678,0.6191360929523755,0.8008657340530381,4.48637664505347
1.0,0.05,0.00045090047005332613,0.006627862232111678,0.7884925215436784,0.8008657340530381,4.48637664505347
1.0,0.05,0.00044868444733861524,0.006627862232111678,0.7884925215436784,0.8008657340530381,4.48637664505347
1.0,0.05,0.00044868444733861524,0.006129490635932725,0.7884925215436784,0.8008657340530381,4.48637664505347
1.0,0.05,0.00040537417655187995,0.0050724420434133085,0.7884925215436784,0.8008657340530381,4.48637664505347
1.0,0.05,0.00041490853544025644,0.0050724420434133085,0.7884925215436784,0.8008657340530381,4.48637664505347
1.0,0.05,0.00041490853544025644,0.006188785239604172,0.7473521062988449,0.8008657340530381,3.893219143630261
1.0,0.05,0.00041490853544025644,0.006188785239604172,0.7473521062988449,0.8008657340530381,2.3240577636638236
1.0,0.05,0.00041490853544025644,0.006188785239604172,0.7473521062988449,0.8008657340530381,2.3240577636638236
1.0,0.05,0.00041474239975570375,0.006188785239604172,0.7473521062988449,0.6078198176639562,2.4994413066735004
1.0,0.05,0.0004183953282920774,0.006188785239604172,0.7872511088771661,0.6463977334562886,2.4994413066735004
1.0,0.05,0.00042242767943103266,0.006188785239604172,0.7872511088771661,0.9140603311545946,2.4994413066735004
1.0,0.05,0.00042242767943103266,0.006188785239604172,0.7191824867925821,0.9140603311545946,2.4994413066735004
1.0,0.05,0.000405359120035019,0.006203123033322022,0.7191824867925821,0.6703265940001245,2.4994413066735004
1.0,0.05,0.000405359120035019,0.006203123033322022,0.7191824867925821,0.8150901872447123,1.058711299502481
1.0,0.05,0.000405359120035019,0.006203123033322022,0.7191824867925821,0.8150901872447123,1.7028870602876625
1.0,0.05,0.00043477405003094257,0.006502468441593019,0.7798737936426559,0.6609782091238201,3.0517269239037215
1.0,0.05,0.00043477405003094257,0.006502468441593019,0.8576575332285605,0.9422541065649885,3.0517269239037215
1.0,0.05,0.00043477405003094257,0.006502468441593019,0.8338151475010338,0.7948906800554468,3.0517269239037215
1.0,0.05,0.00043477405003094257,0.006502468441593019,0.8628138882461721,0.7948906800554468,3.0517269239037215
1.0,0.05,0.00043477405003094257,0.006502468441593019,0.8628138882461721,0.7209787868389111,3.0517269239037215
1.0,0.05,0.00043477405003094257,0.00526732330418833,0.5435342103580658,0.7209787868389111,2.018461305190189
1.0,0.05,0.00043477405003094257,0.00526732330418833,0.5435342103580658,0.7209787868389111,2.018461305190189
1.0,0.05,0.000459496145939217,0.00526732330418833,0.5435342103580658,0.7209787868389111,2.018461305190189
1.0,0.05,0.00045538590089478997,0.00526732330418833,0.5314364542335661,0.7816666956890023,2.018461305190189
1.0,0.05,0.00045538590089478997,0.00526732330418833,0.5314364542335661,0.7816666956890023,3.8974741172468583
1.0,0.05,0.0004688569167349058,0.00526732330418833,0.7504776299152853,0.7816666956890023,3.8974741172468583
1.0,0.05,0.000412914592586607,0.006973545005808333,0.7504776299152853,0.9118584509192996,3.8974741172468583
1.0,0.05,0.000412914592586607,0.006973545005808333,0.7504776299152853,0.7992373167068959,3.8974741172468583
1.0,0.05,0.000412914592586607,0.006973545005808333,0.9218148987535155,0.7992373167068959,1.4533883467719417
1.0,0.05,0.0004144353483794863,0.006973545005808333,1.3089076844474876,0.6346569525888562,1.4533883467719417
1.0,0.05,0.0003327953551660689,0.006973545005808333,1.3089076844474876,0.6346569525888562,1.4533883467719417
1.0,0.05,0.0003327953551660689,0.006973545005808333,1.3089076844474876,0.6346569525888562,1.4533883467719417
1.0,0.05,0.00035715128662471295,0.006973545005808333,1.2551848806071322,0.6346569525888562,1.4533883467719417
1.0,0.05,0.00035715128662471295,0.006973545005808333,1.3926671225670737,0.6346569525888562,2.0549964380564276
1.0,0.05,0.0003694665217302752,0.006819332232590526,1.2391867279714852,0.6346569525888562,0.7653568466059044
1.0,0.05,0.000379338793788851,0.00607190227665202,1.7017571127449103,0.6346569525888562,0.7653568466059044
1.0,0.05,0.000379338793788851,0.00607190227665202,1.2889126194328824,0.6346569525888562,0.7653568466059044
1.0,0.05,0.000379338793788851,0.00607190227665202,1.2889126194328824,0.6346569525888562,0.7653568466059044
1.0,0.05,0.0003685631504532674,0.00607190227665202,1.2889126194328824,0.7221742457808845,1.9304996684033813
1.0,0.05,0.0003685631504532674,0.00607190227665202,0.662850755745284,0.7221742457808845,1.9304996684033813
1.0,0.05,0.0003685631504532674,0.00607190227665202,0.662850755745284,0.7221742457808845,1.853525237397404
1.0,0.05,0.00040312865432598033,0.00607190227665202,0.7704376943606988,0.968234663411124,1.853525237397404
1.0,0.05,0.00040312865432598033,0.00607190227665202,0.732236905265512,0.950186878162353,2.6957699607485095
1.0,0.05,0.00040312865432598033,0.006769626955528066,0.7058731563114907,0.9707477736527754,2.6957699607485095
1.0,0.05,0.00040312865432598033,0.006769626955528066,0.7058731563114907,0.9707477736527754,2.6957699607485095
1.0,0.05,0.00040312865432598033,0.006769626955528066,0.7058731563114907,0.694014725361408,2.6957699607485095
1.0,0.05,0.00040312865432598033,0.006769626955528066,0.7058731563114907,0.7469791209723584,2.6957699607485095
1.0,0.05,0.00046829441986132844,0.006769626955528066,0.6186088489947371,0.7469791209723584,2.6957699607485095
1.0,0.05,0.00046829441986132844,0.004806262873087039,0.6186088489947371,0.7469791209723584,2.6957699607485095
1.0,0.05,0.00046829441986132844,0.0051437820840614466,0.5310155212063327,0.8461431157166647,2.6957699607485095
1.0,0.05,0.00046829441986132844,0.0051437820840614466,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.00046829441986132844,0.005319722779144618,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.00046829441986132844,0.005397797010449498,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.00046829441986132844,0.005397797010449498,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.00046829441986132844,0.005397797010449498,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.0004785472036924118,0.005397797010449498,0.5310155212063327,0.8461431157166647,3.334993719225264
1.0,0.05,0.00044417959094002907,0.005397797010449498,0.5171997956917785,0.8461431157166647,3.334993719225264
1.0,0.05,0.0004605704685219982,0.005397797010449498,0.4891926026512915,0.8461431157166647,3.334993719225264
1.0,0.05,0.0004451955925971563,0.006356574558670664,0.4924144416942245,0.8694700518407036,3.926869301957927
1.0,0.05,0.00044770835830686335,0.006450351246683619,0.4977460362628775,0.8565922736535806,3.670167354746778
1.0,0.05,0.000437108978775671,0.006450351246683619,0.4977460362628775,0.8565922736535806,3.670167354746778
1.0,0.05,0.00045904582608436627,0.006450351246683619,0.51321553217235,0.8565922736535806,3.670167354746778
1.0,0.05,0.0004139380476283949,0.006450351246683619,0.6340445938771623,0.9262023194464704,9.22580780735713
1.0,0.05,0.00041973427138782617,0.006450351246683619,0.6409789547396703,0.9262023194464704,9.617983600278347
1.0,0.05,0.00041973427138782617,0.006450351246683619,0.6409789547396703,0.8696788454802992,2.186303579443319
1.0,0.05,0.00044841675136766273,0.005544448421086469,0.6409789547396703,0.8696788454802992,2.186303579443319
1.0,0.05,0.00044841675136766273,0.005544448421086469,0.6564919850424976,0.8696788454802992,2.204847340240321
1.0,0.05,0.00044841675136766273,0.005544448421086469,0.6564919850424976,0.8864608747148044,2.204847340240321
1.0,0.05,0.0004398772072862891,0.005544448421086469,0.6564919850424976,0.8604193020982409,2.204847340240321
1.0,0.05,0.0004398772072862891,0.005544448421086469,0.6564919850424976,0.7889988517001105,2.204847340240321
1.0,0.05,0.0004682835969073064,0.005544448421086469,0.6564919850424976,0.7889988517001105,2.204847340240321
1.0,0.05,0.0004682835969073064,0.005544448421086469,0.6564919850424976,0.7889988517001105,2.8650387493653136
1.0,0.05,0.0004682835969073064,0.005544448421086469,0.6373659668418405,0.8003161846176357,2.8650387493653136
1.0,0.05,0.0004332268005887931,0.005544448421086469,0.6373659668418405,0.7519165912033057,2.8650387493653136
1.0,0.05,0.00044897167130854493,0.005544448421086469,0.6373659668418405,0.6566206112597522,2.8650387493653136
1.0,0.05,0.00044897167130854493,0.005544448421086469,0.6373659668418405,0.6566206112597522,2.600972073203832
1.0,0.05,0.0004064799015414199,0.006988590399485024,0.6373659668418405,0.834032783752732,2.600972073203832
1.0,0.05,0.0004064799015414199,0.006988590399485024,0.6181563472196662,0.8952316852640556,2.600972073203832
1.0,0.05,0.0004064799015414199,0.005796651534023575,0.6181563472196662,0.8952316852640556,2.600972073203832
1.0,0.05,0.0004064799015414199,0.005960566694928366,0.6181563472196662,0.8523869678557322,2.600972073203832
1.0,0.05,0.0004064799015414199,0.005960566694928366,0.6181563472196662,0.8523869678557322,2.600972073203832
1.0,0.05,0.0004064799015414199,0.005960566694928366,0.5463506499201527,0.8523869678557322,2.600972073203832
1.0,0.05,0.0004272909339776446,0.005747153536484395,0.5463506499201527,0.8523869678557322,2.600972073203832
1.0,0.05,0.0004272909339776446,0.005747153536484395,0.5463506499201527,0.8523869678557322,2.277523839092427
1.0,0.05,0.0004272909339776446,0.00574541556280753,0.5463506499201527,0.8523869678557322,3.4560135280486834
1.0,0.05,0.00046664975884399217,0.00574541556280753,0.5463506499201527,0.7543849112568143,3.4560135280486834
1.0,0.05,0.00046664975884399217,0.005611390865128628,0.5345557278026035,0.545490280072603,3.4560135280486834
1.0,0.05,0.0004595867799496704,0.005611390865128628,0.5345557278026035,0.545490280072603,3.4560135280486834
1.0,0.05,0.0004595867799496704,0.005611390865128628,0.5345557278026035,0.7109056816507293,3.4234844797280237
1.0,0.05,0.0004595867799496704,0.0051453215539844135,0.5319974162129647,0.7109056816507293,1.0593140723063208
1.0,0.05,0.00046760167861149555,0.0051453215539844135,0.5319974162129647,0.7109056816507293,1.8338394626387535
1.0,0.05,0.00046760167861149555,0.004911644099171603,0.5319974162129647,0.6487475512682916,1.8338394626387535
1.0,0.05,0.0004554347265619372,0.004911644099171603,0.7136761899870342,0.6487475512682916,1.8338394626387535
1.0,0.05,0.0004554347265619372,0.005019686357630976,0.7714287102217542,0.6487475512682916,0.03999191358769819
1.0,0.05,0.0004554347265619372,0.004947684582898053,0.6645940045779614,0.628922593771778,0.09501475858952879
1.0,0.05,0.0004554347265619372,0.006072950036291598,0.6645940045779614,0.628922593771778,0.31957287904345655
