subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
28,25,1,12,430,76,nr95.png,1,0,0.0,0.0,1.0,1,16,1
28,25,1,7,410,568,nr81.png,2,0,0.0,0.0,0.0,-1,16,1
28,25,1,8,330,1018,nr3.png,3,0,0.0,0.0,0.0,-3,16,1
28,25,1,6,26,1426,nr57.png,4,0,0.0,0.0,0.0,3,16,1
28,25,1,5,270,1496,nr93.png,5,0,0.0,0.0,0.0,2,16,1
28,25,1,10,92,1808,nr56.png,6,0,0.0,0.0,0.0,-1,16,1
28,25,1,6,660,1942,nr57.png,7,1,1.0,0.0,0.0,3,16,1
28,25,1,18,300,2684,nr79.png,8,0,0.0,0.0,0.0,3,16,1
28,25,1,14,206,3038,nr88.png,9,0,0.0,0.0,0.0,-1,16,1
28,25,1,9,242,3286,nr11.png,10,0,0.0,0.0,0.0,1,16,1
28,25,1,4,184,3566,nr125.png,11,0,0.0,0.0,0.0,3,16,1
28,25,1,3,180,3798,nr76.png,12,0,0.0,0.0,0.0,-1,16,1
28,25,1,7,160,4014,nr81.png,13,1,1.0,0.0,0.0,-1,16,1
28,25,1,12,306,4220,nr95.png,14,1,1.0,0.0,0.0,1,16,1
28,25,1,18,236,4572,nr79.png,15,1,1.0,0.0,0.0,3,16,1
28,25,1,21,190,4866,nr29.png,16,0,0.0,0.0,0.0,1,16,1
28,25,1,16,729,5092,nr92.png,17,0,0.0,1.0,0.0,3,16,1
28,25,2,12,430,77,nr56.png,1,0,0.0,0.0,1.0,-1,18,0
28,25,2,11,130,547,nr19.png,2,0,0.0,0.0,0.0,-3,18,0
28,25,2,13,266,733,nr30.png,3,0,0.0,0.0,0.0,2,18,0
28,25,2,18,450,1027,nr42.png,4,0,0.0,0.0,0.0,3,18,0
28,25,2,12,76,1553,nr56.png,5,1,1.0,0.0,0.0,-1,18,0
28,25,2,7,222,1667,nr83.png,6,0,0.0,0.0,0.0,0,18,0
28,25,2,6,124,1927,nr52.png,7,0,0.0,0.0,0.0,3,18,0
28,25,2,13,248,2107,nr30.png,8,1,1.0,0.0,0.0,2,18,0
28,25,2,15,236,2419,nr4.png,9,0,0.0,0.0,0.0,1,18,0
28,25,2,10,160,2697,nr48.png,10,0,0.0,0.0,0.0,-3,18,0
28,25,2,11,192,2889,nr19.png,11,1,1.0,0.0,0.0,-3,18,0
28,25,2,12,76,3123,nr56.png,12,1,2.0,0.0,0.0,-1,18,0
28,25,2,14,184,3241,nr58.png,13,0,0.0,0.0,0.0,0,18,0
28,25,2,24,252,3469,nr50.png,14,0,0.0,0.0,0.0,3,18,0
28,25,2,9,60,3803,nr97.png,15,0,0.0,0.0,0.0,1,18,0
28,25,2,4,19,3899,nr18.png,16,0,0.0,1.0,0.0,1,18,0
28,25,3,12,354,76,nr46.png,1,0,0.0,0.0,1.0,-2,24,1
28,25,3,13,166,472,nr50.png,2,0,0.0,0.0,0.0,3,24,1
28,25,3,7,216,682,nr74.png,3,0,0.0,0.0,0.0,0,24,1
28,25,3,6,152,1290,nr88.png,4,0,0.0,0.0,0.0,-1,24,1
28,25,3,16,380,1492,nr101.png,5,0,0.0,0.0,0.0,-2,24,1
28,25,3,18,178,1918,nr120.png,6,0,0.0,0.0,0.0,-1,24,1
28,25,3,23,196,2282,nr98.png,7,0,0.0,0.0,0.0,1,24,1
28,25,3,8,430,2538,nr106.png,8,0,0.0,0.0,0.0,-1,24,1
28,25,3,6,244,3048,nr88.png,9,1,1.0,0.0,0.0,-1,24,1
28,25,3,3,296,3340,nr54.png,10,0,0.0,0.0,0.0,2,24,1
28,25,3,4,170,3678,nr56.png,11,0,0.0,0.0,0.0,-1,24,1
28,25,3,0,268,3930,nr84.png,12,0,0.0,0.0,0.0,1,24,1
28,25,3,5,264,4256,nr45.png,13,0,0.0,0.0,0.0,-1,24,1
28,25,3,20,244,4950,nr11.png,14,0,0.0,0.0,0.0,1,24,1
28,25,3,11,280,5244,nr12.png,15,0,0.0,0.0,0.0,1,24,1
28,25,3,6,222,5586,nr88.png,16,1,2.0,0.0,0.0,-1,24,1
28,25,3,1,166,5848,nr121.png,17,0,0.0,0.0,0.0,-1,24,1
28,25,3,2,182,6052,nr109.png,18,0,0.0,0.0,0.0,1,24,1
28,25,3,3,194,6270,nr54.png,19,1,1.0,0.0,0.0,2,24,1
28,25,3,13,306,6518,nr50.png,20,1,1.0,0.0,0.0,3,24,1
28,25,3,3,236,6868,nr54.png,21,1,2.0,0.0,0.0,2,24,1
28,25,3,19,370,7164,nr96.png,22,0,0.0,0.0,0.0,1,24,1
28,25,3,24,292,7586,nr87.png,23,0,0.0,0.0,0.0,3,24,1
28,25,3,23,106,7914,nr98.png,24,1,1.0,0.0,0.0,1,24,1
28,25,3,24,268,8054,nr87.png,25,1,1.0,1.0,0.0,3,24,1
28,25,5,12,414,75,nr31.png,1,0,0.0,0.0,1.0,0,20,1
28,25,5,7,190,541,nr102.png,2,0,0.0,0.0,0.0,-2,20,1
28,25,5,8,56,769,nr75.png,3,0,0.0,0.0,0.0,2,20,1
28,25,5,11,120,875,nr90.png,4,0,0.0,0.0,0.0,0,20,1
28,25,5,7,160,1029,nr102.png,5,1,1.0,0.0,0.0,-2,20,1
28,25,5,5,122,1231,nr91.png,6,0,0.0,0.0,0.0,2,20,1
28,25,5,2,182,1405,nr80.png,7,0,0.0,0.0,0.0,1,20,1
28,25,5,1,154,1621,nr97.png,8,0,0.0,0.0,0.0,1,20,1
28,25,5,0,68,1813,nr63.png,9,0,0.0,0.0,0.0,-1,20,1
28,25,5,4,280,1941,nr76.png,10,0,0.0,0.0,0.0,-1,20,1
28,25,5,17,252,2591,nr51.png,11,0,0.0,0.0,0.0,3,20,1
28,25,5,22,166,2869,nr120.png,12,0,0.0,0.0,0.0,-1,20,1
28,25,5,21,224,3075,nr79.png,13,0,0.0,0.0,0.0,3,20,1
28,25,5,20,238,3337,nr92.png,14,0,0.0,0.0,0.0,3,20,1
