,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,0,36,4,21,540,75,nr57.png,1,0,0.0,0.0,1.0,0,6,0
1,0,36,4,26,198,1219,nr112.png,2,0,0.0,0.0,0.0,-1,6,0
2,0,36,4,34,118,1469,nr99.png,3,0,0.0,0.0,0.0,0,6,0
3,0,36,4,33,160,1611,nr100.png,4,0,0.0,0.0,0.0,2,6,0
4,0,36,4,32,180,1811,nr92.png,5,0,0.0,0.0,0.0,0,6,0
5,0,36,4,31,220,2029,nr1.png,6,0,0.0,0.0,0.0,0,6,0
6,0,36,4,30,194,2285,nr91.png,7,0,0.0,0.0,0.0,0,6,0
7,0,36,4,34,236,2541,nr99.png,8,1,1.0,0.0,0.0,0,6,0
8,0,36,4,35,244,2817,nr46.png,9,0,0.0,0.0,0.0,1,6,0
9,0,36,4,29,128,3295,nr10.png,10,0,0.0,0.0,0.0,2,6,0
10,0,36,4,23,152,3447,nr60.png,11,0,0.0,0.0,0.0,0,6,0
11,0,36,4,25,180,3663,nr76.png,12,0,0.0,0.0,0.0,0,6,0
12,0,36,4,24,162,3883,nr88.png,13,0,0.0,0.0,0.0,1,6,0
13,0,36,4,13,152,4265,nr102.png,14,0,0.0,0.0,0.0,-1,6,0
14,0,36,4,10,204,5031,nr21.png,15,0,0.0,0.0,0.0,-2,6,0
15,0,36,4,23,244,5307,nr60.png,16,1,1.0,0.0,0.0,0,6,0
16,0,36,4,21,130,5961,nr57.png,17,1,1.0,0.0,0.0,0,6,0
17,0,36,4,20,170,6321,nr27.png,18,0,0.0,0.0,0.0,1,6,0
18,0,36,4,14,548,6529,nr7.png,19,0,0.0,0.0,0.0,0,6,0
19,0,36,4,9,222,7157,nr94.png,20,0,0.0,0.0,0.0,-3,6,0
20,0,36,4,8,192,7417,nr98.png,21,0,0.0,0.0,0.0,1,6,0
21,0,36,4,4,534,7659,nr62.png,22,0,0.0,0.0,0.0,0,6,0
22,0,36,4,11,216,8291,nr69.png,23,0,0.0,0.0,0.0,0,6,0
23,0,36,4,10,172,8547,nr21.png,24,1,1.0,0.0,0.0,-2,6,0
24,0,36,4,0,186,8785,nr87.png,25,0,0.0,0.0,0.0,1,6,0
25,0,36,4,6,596,9165,nr20.png,26,0,0.0,0.0,0.0,1,6,0
26,0,36,4,8,166,10117,nr98.png,27,1,1.0,0.0,0.0,1,6,0
27,0,36,4,14,290,10817,nr7.png,28,1,1.0,0.0,0.0,0,6,0
