subject,setsize,trial,item,dur,onset,stimulus,gaze_num,is_returning,returning_gaze_count,is_last,is_first,item_value,choice,is_last_to_choice
25,25,13,12,32.0,76.0,nr114.png,1.0,0.0,0.0,0.0,1.0,-2.0,6,0.0
25,25,13,11,198.0,148.0,nr125.png,2.0,0.0,0.0,0.0,0.0,-1.0,6,0.0
25,25,13,6,48.0,394.0,nr87.png,3.0,0.0,0.0,0.0,0.0,3.0,6,0.0
25,25,13,0,460.0,486.0,nr109.png,4.0,0.0,0.0,0.0,0.0,2.0,6,0.0
25,25,13,1,306.0,1030.0,nr8.png,5.0,0.0,0.0,0.0,0.0,-2.0,6,0.0
25,25,13,2,226.0,1398.0,nr79.png,6.0,0.0,0.0,0.0,0.0,-1.0,6,0.0
25,25,13,3,138.0,1668.0,nr21.png,7.0,0.0,0.0,0.0,0.0,-2.0,6,0.0
25,25,13,4,158.0,1972.0,nr42.png,8.0,0.0,0.0,0.0,0.0,1.0,6,0.0
25,25,13,9,278.0,2176.0,nr106.png,9.0,0.0,0.0,0.0,0.0,-2.0,6,0.0
25,25,13,14,232.0,2498.0,nr51.png,10.0,0.0,0.0,0.0,0.0,0.0,6,0.0
25,25,13,8,192.0,2810.0,nr10.png,11.0,0.0,0.0,0.0,0.0,-2.0,6,0.0
25,25,13,6,110.0,3052.0,nr87.png,12.0,1.0,1.0,0.0,0.0,3.0,6,0.0
25,25,13,5,368.0,3218.0,nr75.png,13.0,0.0,0.0,0.0,0.0,2.0,6,0.0
25,25,13,10,228.0,3688.0,nr121.png,14.0,0.0,0.0,0.0,0.0,0.0,6,0.0
25,25,13,11,94.0,3966.0,nr125.png,15.0,1.0,1.0,0.0,0.0,-1.0,6,0.0
25,25,13,6,474.0,4090.0,nr87.png,16.0,1.0,2.0,0.0,0.0,3.0,6,0.0
25,25,13,7,182.0,4626.0,nr12.png,17.0,0.0,0.0,0.0,0.0,1.0,6,0.0
25,25,13,11,536.0,4840.0,nr125.png,18.0,1.0,2.0,0.0,0.0,-1.0,6,0.0
25,25,13,12,190.0,5460.0,nr114.png,19.0,1.0,1.0,0.0,0.0,-2.0,6,0.0
25,25,13,13,124.0,5690.0,nr113.png,20.0,0.0,0.0,0.0,0.0,2.0,6,0.0
25,25,13,14,184.0,5928.0,nr51.png,21.0,1.0,1.0,0.0,0.0,0.0,6,0.0
25,25,13,19,350.0,6292.0,nr99.png,22.0,0.0,0.0,0.0,0.0,-2.0,6,0.0
25,25,13,18,228.0,6704.0,nr53.png,23.0,0.0,0.0,0.0,0.0,2.0,6,0.0
25,25,13,17,256.0,6982.0,nr28.png,24.0,0.0,0.0,0.0,0.0,3.0,6,0.0
25,25,13,16,324.0,7280.0,nr1.png,25.0,0.0,0.0,0.0,0.0,1.0,6,0.0
25,25,13,15,214.0,7668.0,nr90.png,26.0,0.0,0.0,0.0,0.0,-3.0,6,0.0
25,25,13,20,178.0,7914.0,nr52.png,27.0,0.0,0.0,0.0,0.0,-1.0,6,0.0
25,25,13,21,174.0,8144.0,nr107.png,28.0,0.0,0.0,0.0,0.0,-1.0,6,0.0
25,25,13,22,288.0,8360.0,nr91.png,29.0,0.0,0.0,0.0,0.0,-1.0,6,0.0
25,25,13,23,148.0,8680.0,nr81.png,30.0,0.0,0.0,0.0,0.0,2.0,6,0.0
25,25,13,24,250.0,8872.0,nr30.png,31.0,0.0,0.0,1.0,0.0,-2.0,6,0.0
25,25,23,12,94.0,74.0,nr109.png,1.0,0.0,0.0,0.0,1.0,2.0,23,0.0
25,25,23,6,186.0,248.0,nr10.png,2.0,0.0,0.0,0.0,0.0,-2.0,23,0.0
25,25,23,0,352.0,492.0,nr48.png,3.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,1,186.0,912.0,nr56.png,4.0,0.0,0.0,0.0,0.0,-2.0,23,0.0
25,25,23,2,344.0,1134.0,nr57.png,5.0,0.0,0.0,0.0,0.0,-3.0,23,0.0
25,25,23,3,114.0,1542.0,nr54.png,6.0,0.0,0.0,0.0,0.0,1.0,23,0.0
25,25,23,4,226.0,1684.0,nr74.png,7.0,0.0,0.0,0.0,0.0,2.0,23,0.0
25,25,23,9,192.0,1946.0,nr42.png,8.0,0.0,0.0,0.0,0.0,1.0,23,0.0
25,25,23,8,306.0,2322.0,nr125.png,9.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,7,180.0,2676.0,nr92.png,10.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,6,232.0,2910.0,nr10.png,11.0,1.0,1.0,0.0,0.0,-2.0,23,0.0
25,25,23,5,272.0,3222.0,nr44.png,12.0,0.0,0.0,0.0,0.0,2.0,23,0.0
25,25,23,10,276.0,3540.0,nr11.png,13.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,15,1040.0,3846.0,nr75.png,14.0,0.0,0.0,0.0,0.0,2.0,23,0.0
25,25,23,20,110.0,4954.0,nr107.png,15.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,16,304.0,5090.0,nr84.png,16.0,0.0,0.0,0.0,0.0,0.0,23,0.0
25,25,23,17,198.0,5456.0,nr69.png,17.0,0.0,0.0,0.0,0.0,1.0,23,0.0
25,25,23,18,204.0,5708.0,nr41.png,18.0,0.0,0.0,0.0,0.0,-1.0,23,0.0
25,25,23,19,362.0,5938.0,nr113.png,19.0,0.0,0.0,0.0,0.0,2.0,23,0.0
25,25,23,24,172.0,6368.0,nr120.png,20.0,0.0,0.0,0.0,0.0,-3.0,23,0.0
25,25,23,23,388.0,6570.0,nr81.png,21.0,0.0,0.0,0.0,0.0,2.0,23,0.0
25,25,23,22,230.0,7000.0,nr121.png,22.0,0.0,0.0,0.0,0.0,0.0,23,0.0
25,25,23,21,268.0,7266.0,nr114.png,23.0,0.0,0.0,0.0,0.0,-2.0,23,0.0
25,25,23,20,59.0,7568.0,nr107.png,24.0,1.0,1.0,1.0,0.0,-1.0,23,0.0
25,25,32,12,160.0,77.0,nr63.png,1.0,0.0,0.0,0.0,1.0,3.0,12,1.0
25,25,32,11,108.0,279.0,nr45.png,2.0,0.0,0.0,0.0,0.0,-2.0,12,1.0
25,25,32,1,92.0,437.0,nr112.png,3.0,0.0,0.0,0.0,0.0,-1.0,12,1.0
25,25,32,0,406.0,567.0,nr4.png,4.0,0.0,0.0,0.0,0.0,-1.0,12,1.0
25,25,32,1,176.0,1021.0,nr112.png,5.0,1.0,1.0,0.0,0.0,-1.0,12,1.0
25,25,32,2,168.0,1237.0,nr81.png,6.0,0.0,0.0,0.0,0.0,2.0,12,1.0
25,25,32,3,202.0,1455.0,nr95.png,7.0,0.0,0.0,0.0,0.0,2.0,12,1.0
25,25,32,4,260.0,1693.0,nr109.png,8.0,0.0,0.0,0.0,0.0,2.0,12,1.0
25,25,32,9,418.0,2013.0,nr72.png,9.0,0.0,0.0,0.0,0.0,0.0,12,1.0
