subject,trial,rt,stimulus,value
23,1,2086.5793080000003,nr30.png,3
23,2,2749.712727,nr20.png,2
23,3,3553.596348,nr52.png,1
23,4,2717.328052,nr7.png,-1
23,5,1508.4542569999999,nr91.png,3
23,6,3743.3859889999994,nr113.png,0
23,7,3928.385825,nr74.png,1
23,8,2903.4484289999996,nr93.png,-1
23,9,3758.4348489999998,nr114.png,1
23,10,2024.3362249999998,nr65.png,3
23,11,1862.668201,nr95.png,3
23,12,4345.8626620000005,nr21.png,2
23,13,1373.168496,nr107.png,3
23,14,1250.059828,nr58.png,3
23,15,1010.3036459999998,nr27.png,3
23,16,1016.380805,nr18.png,2
23,17,814.000563,nr10.png,3
23,18,835.668087,nr81.png,3
23,19,1622.047153,nr89.png,3
23,20,1841.1148819999999,nr14.png,1
23,21,2238.305543,nr102.png,-3
23,22,1867.1939909999999,nr4.png,-2
23,23,2162.0725469999998,nr1.png,-1
23,24,1758.667426,nr54.png,3
23,25,1857.1065609999998,nr55.png,-3
23,26,3624.618012,nr106.png,1
23,27,1581.5675119999999,nr109.png,3
23,28,1480.1764119999998,nr12.png,3
23,29,1709.626382,nr125.png,1
23,30,1334.8182980000001,nr112.png,0
23,31,2103.756649,nr101.png,-3
23,32,2449.342144,nr121.png,-2
23,33,1373.287511,nr75.png,3
23,34,2207.325954,nr69.png,-1
23,35,1429.5191969999998,nr88.png,3
23,36,2098.8645109999998,nr48.png,-1
23,37,3289.1067949999997,nr29.png,0
23,38,2030.3588490000002,nr2.png,0
23,39,3385.2961880000003,nr83.png,2
23,40,3826.677458,nr72.png,-3
23,41,1854.809662,nr84.png,0
23,42,942.790527,nr46.png,3
23,43,1867.6851299999998,nr19.png,-1
23,44,747.8880399999999,nr49.png,3
23,45,741.6030049999999,nr98.png,3
23,46,1536.7882419999999,nr97.png,3
23,47,1175.6836,nr63.png,3
23,48,1777.582199,nr56.png,-3
23,49,1415.3182009999998,nr8.png,3
23,50,2818.641519,nr50.png,-2
23,51,1611.358231,nr94.png,1
23,52,872.8178659999999,nr51.png,3
23,53,2128.3090909999996,nr31.png,2
23,54,987.0202740000001,nr124.png,-3
23,55,813.688108,nr39.png,3
23,56,2197.4550609999997,nr100.png,0
23,57,4876.438048,nr80.png,1
23,58,2067.27156,nr85.png,-2
23,59,1425.6298669999999,nr76.png,1
23,60,2562.3547200000003,nr9.png,2
23,61,751.8983099999999,nr57.png,3
23,62,782.7704329999999,nr42.png,3
23,63,1563.84193,nr53.png,2
23,64,721.279617,nr120.png,-3
23,65,1842.154261,nr96.png,1
23,66,1150.726956,nr15.png,1
23,67,700.321373,nr60.png,3
23,68,1451.4763990000001,nr90.png,-1
23,69,936.586012,nr62.png,3
23,70,982.051144,nr79.png,3
23,71,1701.847079,nr99.png,2
23,72,738.170808,nr45.png,3
23,73,1937.788355,nr3.png,1
23,74,903.338075,nr41.png,-3
23,75,2268.307346,nr111.png,0
23,76,1501.4772659999999,nr28.png,3
23,77,1182.642307,nr87.png,2
23,78,1711.4677510000001,nr11.png,1
23,79,3307.1560600000003,nr44.png,2
23,80,1835.8214269999999,nr92.png,-3
