subject,setsize,trial,item,dur,onset,stimulus,gaze_num,is_returning,returning_gaze_count,is_last,is_first,item_value,choice,is_last_to_choice
33,16,2,6,366.0,386.0,nr60.png,1.0,0.0,0.0,0.0,1.0,-1.0,4,1.0
33,16,2,9,290.0,838.0,nr8.png,2.0,0.0,0.0,0.0,0.0,2.0,4,1.0
33,16,2,1,298.0,1186.0,nr21.png,3.0,0.0,0.0,0.0,0.0,1.0,4,1.0
33,16,2,4,86.0,1552.0,nr54.png,4.0,0.0,0.0,0.0,0.0,2.0,4,1.0
33,16,2,0,200.0,1668.0,nr72.png,5.0,0.0,0.0,0.0,0.0,1.0,4,1.0
33,16,2,8,234.0,2196.0,nr41.png,6.0,0.0,0.0,0.0,0.0,2.0,4,1.0
33,16,2,4,390.0,2472.0,nr54.png,7.0,1.0,1.0,1.0,0.0,2.0,4,1.0
33,16,11,9,296.0,550.0,nr9.png,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0
33,16,11,5,392.0,912.0,nr31.png,2.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
33,16,11,1,134.0,1368.0,nr28.png,3.0,0.0,0.0,0.0,0.0,3.0,1,1.0
33,16,11,0,28.0,1540.0,nr57.png,4.0,0.0,0.0,0.0,0.0,-2.0,1,1.0
33,16,11,1,60.0,1780.0,nr28.png,5.0,1.0,1.0,0.0,0.0,3.0,1,1.0
33,16,11,3,360.0,1890.0,nr14.png,6.0,0.0,0.0,0.0,0.0,3.0,1,1.0
33,16,11,2,190.0,2318.0,nr10.png,7.0,0.0,0.0,0.0,0.0,2.0,1,1.0
33,16,11,1,276.0,2546.0,nr28.png,8.0,1.0,2.0,1.0,0.0,3.0,1,1.0
33,16,12,10,266.0,75.0,nr8.png,1.0,0.0,0.0,0.0,1.0,2.0,3,1.0
33,16,12,5,200.0,485.0,nr30.png,2.0,0.0,0.0,0.0,0.0,1.0,3,1.0
33,16,12,9,212.0,713.0,nr112.png,3.0,0.0,0.0,0.0,0.0,2.0,3,1.0
33,16,12,8,420.0,965.0,nr9.png,4.0,0.0,0.0,0.0,0.0,1.0,3,1.0
33,16,12,4,292.0,1439.0,nr2.png,5.0,0.0,0.0,0.0,0.0,0.0,3,1.0
33,16,12,7,592.0,1791.0,nr87.png,6.0,0.0,0.0,0.0,0.0,2.0,3,1.0
33,16,12,3,122.0,2453.0,nr41.png,7.0,0.0,0.0,1.0,0.0,2.0,3,1.0
33,16,16,5,252.0,428.0,nr62.png,1.0,0.0,0.0,0.0,1.0,2.0,5,1.0
33,16,16,6,162.0,750.0,nr21.png,2.0,0.0,0.0,0.0,0.0,1.0,5,1.0
33,16,16,7,384.0,1058.0,nr53.png,3.0,0.0,0.0,0.0,0.0,1.0,5,1.0
33,16,16,5,392.0,1516.0,nr62.png,4.0,1.0,1.0,0.0,0.0,2.0,5,1.0
33,16,16,4,218.0,1972.0,nr76.png,5.0,0.0,0.0,0.0,0.0,2.0,5,1.0
33,16,16,8,302.0,2328.0,nr81.png,6.0,0.0,0.0,0.0,0.0,2.0,5,1.0
33,16,16,5,237.0,2682.0,nr62.png,7.0,1.0,2.0,1.0,0.0,2.0,5,1.0
33,16,20,6,136.0,386.0,nr65.png,1.0,0.0,0.0,0.0,1.0,3.0,9,0.0
33,16,20,5,356.0,560.0,nr89.png,2.0,0.0,0.0,0.0,0.0,1.0,9,0.0
33,16,20,9,208.0,978.0,nr55.png,3.0,0.0,0.0,0.0,0.0,3.0,9,0.0
33,16,20,8,224.0,1226.0,nr97.png,4.0,0.0,0.0,0.0,0.0,-1.0,9,0.0
33,16,20,9,330.0,1484.0,nr55.png,5.0,1.0,1.0,0.0,0.0,3.0,9,0.0
33,16,20,7,269.0,1898.0,nr12.png,6.0,0.0,0.0,1.0,0.0,1.0,9,0.0
33,16,30,5,202.0,1115.0,nr99.png,1.0,0.0,0.0,0.0,1.0,1.0,9,0.0
33,16,30,4,272.0,1355.0,nr89.png,2.0,0.0,0.0,0.0,0.0,1.0,9,0.0
33,16,30,0,202.0,1691.0,nr60.png,3.0,0.0,0.0,0.0,0.0,-1.0,9,0.0
33,16,30,1,474.0,1945.0,nr18.png,4.0,0.0,0.0,0.0,0.0,1.0,9,0.0
33,16,30,0,654.0,2471.0,nr60.png,5.0,1.0,1.0,0.0,0.0,-1.0,9,0.0
33,16,30,1,34.0,3183.0,nr18.png,6.0,1.0,1.0,0.0,0.0,1.0,9,0.0
33,16,30,3,322.0,3323.0,nr75.png,7.0,0.0,0.0,0.0,0.0,2.0,9,0.0
33,16,30,7,264.0,3689.0,nr120.png,8.0,0.0,0.0,0.0,0.0,-1.0,9,0.0
33,16,30,11,188.0,3995.0,nr52.png,9.0,0.0,0.0,0.0,0.0,1.0,9,0.0
33,16,30,10,184.0,4225.0,nr29.png,10.0,0.0,0.0,0.0,0.0,-1.0,9,0.0
33,16,30,9,406.0,4447.0,nr65.png,11.0,0.0,0.0,0.0,0.0,3.0,9,0.0
33,16,30,12,220.0,4919.0,nr81.png,12.0,0.0,0.0,1.0,0.0,2.0,9,0.0
33,16,31,9,226.0,481.0,nr79.png,1.0,0.0,0.0,0.0,1.0,1.0,12,1.0
33,16,31,12,572.0,753.0,nr65.png,2.0,0.0,0.0,1.0,0.0,3.0,12,1.0
33,16,39,9,144.0,506.0,nr98.png,1.0,0.0,0.0,0.0,1.0,0.0,6,1.0
33,16,39,6,439.0,696.0,nr62.png,2.0,0.0,0.0,1.0,0.0,2.0,6,1.0
33,16,40,6,172.0,396.0,nr30.png,1.0,0.0,0.0,0.0,1.0,1.0,13,0.0
33,16,40,9,314.0,598.0,nr46.png,2.0,0.0,0.0,0.0,0.0,0.0,13,0.0
33,16,40,6,128.0,1172.0,nr30.png,3.0,1.0,1.0,0.0,0.0,1.0,13,0.0
33,16,40,7,316.0,1332.0,nr74.png,4.0,0.0,0.0,0.0,0.0,1.0,13,0.0
33,16,40,13,168.0,1702.0,nr80.png,5.0,0.0,0.0,0.0,0.0,3.0,13,0.0
33,16,40,9,51.0,1912.0,nr46.png,6.0,1.0,1.0,1.0,0.0,0.0,13,0.0
33,16,42,9,160.0,622.0,nr50.png,1.0,0.0,0.0,0.0,1.0,0.0,5,1.0
33,16,42,8,292.0,840.0,nr96.png,2.0,0.0,0.0,0.0,0.0,1.0,5,1.0
33,16,42,10,232.0,1562.0,nr42.png,3.0,0.0,0.0,0.0,0.0,2.0,5,1.0
33,16,42,5,314.0,1826.0,nr20.png,4.0,0.0,0.0,0.0,0.0,3.0,5,1.0
33,16,42,6,242.0,2176.0,nr97.png,5.0,0.0,0.0,0.0,0.0,-1.0,5,1.0
33,16,42,5,752.0,2462.0,nr20.png,6.0,1.0,1.0,0.0,0.0,3.0,5,1.0
33,16,42,9,1036.0,3258.0,nr50.png,7.0,1.0,1.0,0.0,0.0,0.0,5,1.0
33,16,42,5,1264.0,4344.0,nr20.png,8.0,1.0,2.0,0.0,0.0,3.0,5,1.0
33,16,42,6,226.0,5920.0,nr97.png,9.0,1.0,1.0,0.0,0.0,-1.0,5,1.0
33,16,42,7,642.0,6294.0,nr60.png,10.0,0.0,0.0,0.0,0.0,-1.0,5,1.0
33,16,42,5,384.0,7056.0,nr20.png,11.0,1.0,3.0,0.0,0.0,3.0,5,1.0
33,16,42,6,268.0,7504.0,nr97.png,12.0,1.0,2.0,0.0,0.0,-1.0,5,1.0
33,16,42,5,734.0,7814.0,nr20.png,13.0,1.0,4.0,1.0,0.0,3.0,5,1.0
33,16,44,5,262.0,469.0,nr48.png,1.0,0.0,0.0,0.0,1.0,0.0,7,1.0
33,16,44,6,164.0,797.0,nr14.png,2.0,0.0,0.0,0.0,0.0,3.0,7,1.0
33,16,44,7,85.0,1003.0,nr95.png,3.0,0.0,0.0,1.0,0.0,3.0,7,1.0
33,16,48,9,188.0,444.0,nr9.png,1.0,0.0,0.0,0.0,1.0,1.0,11,0.0
33,16,48,10,158.0,812.0,nr10.png,2.0,0.0,0.0,0.0,0.0,2.0,11,0.0
33,16,48,9,296.0,1004.0,nr9.png,3.0,1.0,1.0,0.0,0.0,1.0,11,0.0
33,16,48,5,840.0,1356.0,nr107.png,4.0,0.0,0.0,0.0,0.0,0.0,11,0.0
33,16,48,4,156.0,2270.0,nr8.png,5.0,0.0,0.0,0.0,0.0,2.0,11,0.0
33,16,48,0,224.0,2472.0,nr114.png,6.0,0.0,0.0,0.0,0.0,1.0,11,0.0
33,16,48,1,228.0,2732.0,nr87.png,7.0,0.0,0.0,0.0,0.0,2.0,11,0.0
33,16,48,2,112.0,3006.0,nr20.png,8.0,0.0,0.0,0.0,0.0,3.0,11,0.0
33,16,48,3,186.0,3148.0,nr84.png,9.0,0.0,0.0,0.0,0.0,1.0,11,0.0
33,16,48,11,244.0,3400.0,nr85.png,10.0,0.0,0.0,0.0,0.0,3.0,11,0.0
33,16,48,10,19.0,3678.0,nr10.png,11.0,1.0,1.0,1.0,0.0,2.0,11,0.0
33,16,49,5,248.0,566.0,nr96.png,1.0,0.0,0.0,0.0,1.0,1.0,5,0.0
33,16,49,4,868.0,854.0,nr109.png,2.0,0.0,0.0,0.0,0.0,0.0,5,0.0
33,16,49,0,372.0,1752.0,nr88.png,3.0,0.0,0.0,1.0,0.0,2.0,5,0.0
33,16,55,0,1042.0,2835.0,nr94.png,1.0,0.0,0.0,0.0,1.0,-2.0,4,1.0
33,16,55,1,820.0,3947.0,nr90.png,2.0,0.0,0.0,0.0,0.0,0.0,4,1.0
33,16,55,2,558.0,4981.0,nr7.png,3.0,0.0,0.0,0.0,0.0,1.0,4,1.0
33,16,55,4,358.0,5593.0,nr20.png,4.0,0.0,0.0,1.0,0.0,3.0,4,1.0
33,16,56,4,1632.0,1254.0,nr12.png,1.0,0.0,0.0,0.0,1.0,1.0,4,1.0
33,16,56,6,1342.0,2946.0,nr60.png,2.0,0.0,0.0,0.0,0.0,-1.0,4,1.0
33,16,56,4,541.0,4344.0,nr12.png,3.0,1.0,1.0,1.0,0.0,1.0,4,1.0
33,16,73,7,116.0,75.0,nr29.png,1.0,0.0,0.0,0.0,1.0,-1.0,5,0.0
33,16,73,3,144.0,221.0,nr91.png,2.0,0.0,0.0,0.0,0.0,2.0,5,0.0
33,16,73,2,252.0,411.0,nr65.png,3.0,0.0,0.0,0.0,0.0,3.0,5,0.0
33,16,73,1,228.0,727.0,nr88.png,4.0,0.0,0.0,0.0,0.0,2.0,5,0.0
33,16,73,3,430.0,1005.0,nr91.png,5.0,1.0,1.0,0.0,0.0,2.0,5,0.0
33,16,73,5,132.0,1491.0,nr20.png,6.0,0.0,0.0,0.0,0.0,3.0,5,0.0
33,16,73,4,204.0,1661.0,nr106.png,7.0,0.0,0.0,0.0,0.0,0.0,5,0.0
33,16,73,8,422.0,1897.0,nr102.png,8.0,0.0,0.0,0.0,0.0,0.0,5,0.0
33,16,73,9,184.0,2377.0,nr18.png,9.0,0.0,0.0,0.0,0.0,1.0,5,0.0
33,16,73,4,238.0,2671.0,nr106.png,10.0,1.0,1.0,0.0,0.0,0.0,5,0.0
33,16,73,0,216.0,2955.0,nr52.png,11.0,0.0,0.0,0.0,0.0,1.0,5,0.0
33,16,73,1,236.0,3209.0,nr88.png,12.0,1.0,1.0,0.0,0.0,2.0,5,0.0
33,16,73,0,127.0,3483.0,nr52.png,13.0,1.0,1.0,1.0,0.0,1.0,5,0.0
33,16,79,10,168.0,558.0,nr89.png,1.0,0.0,0.0,0.0,1.0,1.0,9,0.0
33,16,79,9,150.0,764.0,nr55.png,2.0,0.0,0.0,0.0,0.0,3.0,9,0.0
33,16,79,6,322.0,964.0,nr101.png,3.0,0.0,0.0,1.0,0.0,-2.0,9,0.0
33,16,83,6,156.0,461.0,nr91.png,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0
33,16,83,7,264.0,663.0,nr100.png,2.0,0.0,0.0,0.0,0.0,2.0,1,1.0
33,16,83,3,112.0,1219.0,nr97.png,3.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
33,16,83,2,190.0,1361.0,nr98.png,4.0,0.0,0.0,0.0,0.0,0.0,1,1.0
33,16,83,1,216.0,1593.0,nr112.png,5.0,0.0,0.0,0.0,0.0,2.0,1,1.0
