subject,trial,rt,stimulus,value
37,1,7924.504835,nr107.png,-3
37,2,1361.7898619999999,nr45.png,-3
37,3,1081.19186,nr72.png,-3
37,4,2565.233222,nr41.png,2
37,5,1318.480158,nr97.png,-3
37,6,850.260775,nr7.png,-3
37,7,947.78885,nr94.png,-3
37,8,1027.382504,nr100.png,-3
37,9,3022.8804529999998,nr80.png,-2
37,10,1088.838674,nr1.png,-3
37,11,1481.508357,nr99.png,-2
37,12,1790.0755990000002,nr102.png,-2
37,13,3227.7969080000003,nr20.png,0
37,14,1720.353479,nr125.png,2
37,15,1123.579275,nr21.png,3
37,16,1039.204477,nr87.png,-3
37,17,1010.265792,nr52.png,2
37,18,1369.9367969999998,nr53.png,-3
37,19,1231.278828,nr2.png,-3
37,20,2178.762279,nr58.png,-2
37,21,1424.382933,nr120.png,-3
37,22,1174.3269540000001,nr83.png,2
37,23,1499.4623459999998,nr95.png,-3
37,24,1949.826225,nr3.png,2
37,25,1255.341734,nr42.png,3
37,26,4154.844372,nr46.png,-3
37,27,2632.951971,nr84.png,2
37,28,3676.981862,nr29.png,2
37,29,1498.577591,nr76.png,2
37,30,2146.7176480000003,nr89.png,1
37,31,944.4702149999999,nr124.png,-3
37,32,965.751821,nr57.png,-3
37,33,3844.6635269999997,nr112.png,1
37,34,2084.9487019999997,nr11.png,1
37,35,3309.740393,nr14.png,0
37,36,2601.565613,nr30.png,2
37,37,3933.371316,nr88.png,1
37,38,2109.083787,nr44.png,-3
37,39,1784.731138,nr111.png,0
37,40,1219.9659570000001,nr15.png,0
37,41,776.7083509999999,nr50.png,-3
37,42,1449.153836,nr91.png,2
37,43,1244.9344709999998,nr81.png,-3
37,44,2445.974427,nr31.png,-3
37,45,2094.1010109999997,nr79.png,1
37,46,966.7029809999999,nr75.png,1
37,47,3909.665134,nr96.png,-3
37,48,2584.337585,nr28.png,-2
37,49,12421.242019000001,nr51.png,-2
37,50,896.3540250000001,nr65.png,-2
37,51,634.8478749999999,nr92.png,3
37,52,778.5343220000001,nr9.png,3
37,53,1109.625291,nr19.png,-3
37,54,1769.497178,nr93.png,1
37,55,1898.10493,nr63.png,-2
37,56,1153.322837,nr106.png,-2
37,57,1302.148114,nr121.png,-2
37,58,1625.2827009999999,nr39.png,1
37,59,2571.673843,nr8.png,-2
37,60,5356.762668,nr85.png,0
37,61,1339.3681470000001,nr48.png,-2
37,62,825.3131129999999,nr18.png,1
37,63,2074.030089,nr4.png,-2
37,64,1143.830484,nr12.png,1
37,65,2111.9616480000004,nr27.png,-1
37,66,1577.434056,nr98.png,-2
37,67,1398.2184919999997,nr56.png,-2
37,68,1728.7965080000001,nr101.png,-2
37,69,3432.428175,nr62.png,1
37,70,1555.9436119999998,nr114.png,1
37,71,1756.41608,nr113.png,-2
37,72,1082.831769,nr54.png,-2
37,73,1081.509769,nr74.png,-2
37,74,1963.523893,nr90.png,-1
37,75,942.23138,nr69.png,-2
37,76,1097.2647009999998,nr109.png,-2
37,77,1373.3850330000002,nr60.png,-2
37,78,1371.117005,nr55.png,2
37,79,838.719819,nr10.png,2
37,80,932.2931199999999,nr49.png,2
