subject,trial,rt,stimulus,value
36,1,3822.671385,nr19.png,-1
36,2,1710.7291880000002,nr84.png,0
36,3,4086.839276,nr106.png,-2
36,4,1885.867701,nr101.png,-3
36,5,2277.696027,nr87.png,3
36,6,3767.496673,nr111.png,0
36,7,2685.117158,nr62.png,2
36,8,2807.306348,nr14.png,-2
36,9,1720.28165,nr50.png,0
36,10,1049.706997,nr63.png,3
36,11,3070.569584,nr85.png,2
36,12,924.999206,nr7.png,1
36,13,879.1783800000001,nr28.png,3
36,14,1501.8017730000001,nr27.png,-2
36,15,1876.896209,nr72.png,0
36,16,1991.579642,nr55.png,1
36,17,1333.6419429999999,nr52.png,-1
36,18,922.292296,nr90.png,-3
36,19,897.549313,nr80.png,3
36,20,1554.6275880000003,nr76.png,1
36,21,1865.1854050000002,nr88.png,2
36,22,1084.383873,nr94.png,-2
36,23,1690.2778669999998,nr10.png,-2
36,24,1598.8768149999999,nr51.png,0
36,25,3982.2020160000015,nr112.png,-1
36,26,3072.271748,nr57.png,-3
36,27,1269.7328089999999,nr31.png,3
36,28,1827.716927,nr29.png,0
36,29,1688.174382,nr21.png,-2
36,30,2338.491477,nr125.png,-1
36,31,954.516014,nr75.png,2
36,32,1156.780413,nr74.png,2
36,33,1305.868362,nr15.png,1
36,34,1012.0931979999999,nr2.png,2
36,35,2002.7402740000002,nr79.png,-1
36,36,1129.268926,nr20.png,-1
36,37,5520.7424470000005,nr98.png,0
36,38,1748.7539330000002,nr121.png,0
36,39,1931.607044,nr109.png,2
36,40,1091.607647,nr3.png,-2
36,41,3845.81133,nr99.png,-2
36,42,1623.153034,nr4.png,-1
36,43,1789.9468980000001,nr46.png,1
36,44,1602.853773,nr120.png,-3
36,45,6748.004223,nr113.png,2
36,46,2511.25992,nr102.png,-1
36,47,2094.213827,nr48.png,-1
36,48,1210.013964,nr65.png,2
36,49,1513.908124,nr95.png,2
36,50,1076.226892,nr8.png,-2
36,51,3045.732927,nr107.png,-1
36,52,1964.846736,nr53.png,2
36,53,1139.72861,nr49.png,2
36,54,1196.357829,nr44.png,2
36,55,1634.700872,nr41.png,-1
36,56,984.559575,nr11.png,-1
36,57,2302.6728740000003,nr124.png,-3
36,58,1245.122316,nr56.png,-2
36,59,2514.810213,nr45.png,-2
36,60,1986.162934,nr58.png,-2
36,61,1753.835405,nr83.png,1
36,62,1946.7218569999998,nr97.png,1
36,63,930.8457859999999,nr96.png,2
36,64,1049.232213,nr12.png,1
36,65,1462.848313,nr18.png,1
36,66,1903.713164,nr114.png,-2
36,67,2847.0768860000003,nr81.png,2
36,68,1239.86665,nr30.png,-2
36,69,5847.55969,nr100.png,1
36,70,1899.4086690000001,nr89.png,-1
36,71,1982.527628,nr60.png,0
36,72,1337.069691,nr93.png,1
36,73,1745.667516,nr91.png,-1
36,74,1432.1698880000001,nr1.png,1
36,75,914.90363,nr39.png,2
36,76,2982.011782,nr9.png,1
36,77,1437.045406,nr69.png,1
36,78,1924.15486,nr54.png,1
36,79,881.0935559999999,nr42.png,1
36,80,1558.2949740000001,nr92.png,-1
