subject,trial,rt,stimulus,value
49,1,5288.822569999999,nr62.png,1
49,2,1227.506908,nr12.png,1
49,3,1362.645104,nr44.png,1
49,4,1404.63409,nr87.png,2
49,5,1754.9019230000001,nr42.png,1
49,6,1840.2766419999998,nr102.png,0
49,7,3207.7853339999997,nr90.png,0
49,8,2904.019445,nr50.png,-1
49,9,2923.460644,nr69.png,1
49,10,1372.473331,nr124.png,-3
49,11,2066.355045,nr19.png,-3
49,12,2241.669409,nr112.png,-3
49,13,2321.7772999999997,nr18.png,2
49,14,2101.160768,nr54.png,1
49,15,2482.007516,nr2.png,0
49,16,3722.915035,nr83.png,1
49,17,1385.933289,nr93.png,1
49,18,1827.1037959999999,nr21.png,0
49,19,1881.9182059999998,nr7.png,1
49,20,2021.3852230000002,nr76.png,0
49,21,2729.403775,nr80.png,2
49,22,2163.718552,nr57.png,-1
49,23,3061.8886030000003,nr121.png,2
49,24,1853.3750619999998,nr9.png,1
49,25,2455.9855079999998,nr29.png,1
49,26,1623.667173,nr120.png,2
49,27,2028.5392940000002,nr56.png,-3
49,28,3571.7723269999997,nr98.png,2
49,29,3501.3807060000004,nr91.png,1
49,30,1091.685096,nr97.png,3
49,31,1358.9065480000002,nr41.png,1
49,32,2251.6606,nr111.png,-3
49,33,2417.0017380000004,nr96.png,1
49,34,1406.8456580000002,nr95.png,1
49,35,1963.868748,nr39.png,2
49,36,629.5133589999999,nr109.png,3
49,37,1424.366572,nr53.png,1
49,38,1416.1051130000003,nr63.png,1
49,39,1509.0820549999999,nr92.png,1
49,40,1754.467244,nr27.png,2
49,41,1211.360926,nr75.png,2
49,42,1445.4954790000002,nr15.png,1
49,43,1333.804583,nr84.png,2
49,44,2543.198066,nr94.png,0
49,45,1955.726946,nr10.png,1
49,46,1885.777061,nr101.png,0
49,47,2438.653221,nr81.png,-2
49,48,2419.977121,nr89.png,1
49,49,1758.60455,nr74.png,-3
49,50,1964.292841,nr79.png,0
49,51,1803.999428,nr49.png,2
49,52,4149.186493,nr100.png,0
49,53,2771.5942210000003,nr113.png,-2
49,54,3168.991154,nr8.png,2
49,55,1752.3676349999998,nr31.png,1
49,56,2017.363724,nr72.png,-2
49,57,4694.112046,nr11.png,1
49,58,3502.242685,nr88.png,3
49,59,4973.020737,nr51.png,1
49,60,1860.9057480000001,nr60.png,1
49,61,4072.151829,nr125.png,0
49,62,1498.359129,nr48.png,1
49,63,1688.520572,nr46.png,-1
49,64,2508.4824869999998,nr4.png,2
49,65,3978.3905410000007,nr99.png,2
49,66,2041.241211,nr20.png,1
49,67,2089.149846,nr14.png,1
49,68,2886.13924,nr52.png,0
49,69,3186.7841039999994,nr107.png,-1
49,70,1447.987422,nr3.png,-3
49,71,1683.61881,nr65.png,1
49,72,2790.792899,nr1.png,0
49,73,2350.616217,nr28.png,-2
49,74,2780.936121,nr114.png,-2
49,75,1306.194635,nr55.png,1
49,76,1951.395559,nr45.png,1
49,77,2264.719884,nr30.png,0
49,78,2304.000069,nr106.png,-2
49,79,2269.084314,nr58.png,1
49,80,2155.1876239999997,nr85.png,2
