,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,3,16,2,5,176,440,nr120.png,1,0,0.0,0.0,1.0,-1,2,1
1,3,16,2,4,168,670,nr60.png,2,0,0.0,0.0,0.0,2,2,1
2,3,16,2,0,160,874,nr102.png,3,0,0.0,0.0,0.0,-2,2,1
3,3,16,2,3,230,1102,nr109.png,4,0,0.0,0.0,0.0,-1,2,1
4,3,16,2,7,128,1396,nr113.png,5,0,0.0,0.0,0.0,-3,2,1
5,3,16,2,2,772,1572,nr54.png,6,0,0.0,0.0,0.0,1,2,1
6,3,16,2,9,168,2428,nr63.png,7,0,0.0,0.0,0.0,1,2,1
7,3,16,2,8,170,2640,nr45.png,8,0,0.0,0.0,0.0,-2,2,1
8,3,16,2,13,428,2858,nr10.png,9,0,0.0,0.0,0.0,1,2,1
9,3,16,2,14,348,3352,nr29.png,10,0,0.0,0.0,0.0,1,2,1
10,3,16,2,13,214,3746,nr10.png,11,1,1.0,0.0,0.0,1,2,1
11,3,16,2,10,194,4038,nr27.png,12,0,0.0,0.0,0.0,-3,2,1
12,3,16,2,11,134,4274,nr3.png,13,0,0.0,0.0,0.0,-1,2,1
13,3,16,2,10,96,4450,nr27.png,14,1,1.0,0.0,0.0,-3,2,1
14,3,16,2,5,302,4594,nr120.png,15,1,1.0,0.0,0.0,-1,2,1
15,3,16,2,9,218,4968,nr63.png,16,1,1.0,0.0,0.0,1,2,1
16,3,16,2,5,386,5234,nr120.png,17,1,2.0,0.0,0.0,-1,2,1
17,3,16,2,7,206,5704,nr113.png,18,1,1.0,0.0,0.0,-3,2,1
18,3,16,2,2,550,5958,nr54.png,19,1,1.0,1.0,0.0,1,2,1
19,3,16,4,6,118,453,nr93.png,1,0,0.0,0.0,1.0,2,6,0
20,3,16,4,5,208,613,nr14.png,2,0,0.0,0.0,0.0,-1,6,0
21,3,16,4,6,274,865,nr93.png,3,1,1.0,0.0,0.0,2,6,0
22,3,16,4,3,218,1191,nr2.png,4,0,0.0,0.0,0.0,0,6,0
23,3,16,4,5,220,1485,nr14.png,5,1,1.0,0.0,0.0,-1,6,0
24,3,16,4,13,452,1781,nr54.png,6,0,0.0,0.0,0.0,1,6,0
25,3,16,4,12,142,2301,nr30.png,7,0,0.0,0.0,0.0,1,6,0
26,3,16,4,8,160,2467,nr9.png,8,0,0.0,0.0,0.0,1,6,0
27,3,16,4,12,254,2665,nr30.png,9,1,1.0,0.0,0.0,1,6,0
28,3,16,4,8,278,2963,nr9.png,10,1,1.0,0.0,0.0,1,6,0
29,3,16,4,4,272,3307,nr101.png,11,0,0.0,0.0,0.0,-2,6,0
30,3,16,4,0,200,3627,nr75.png,12,0,0.0,0.0,0.0,1,6,0
31,3,16,4,5,318,3871,nr14.png,13,1,2.0,0.0,0.0,-1,6,0
32,3,16,4,1,86,4233,nr56.png,14,0,0.0,0.0,0.0,3,6,0
33,3,16,4,2,162,4369,nr87.png,15,0,0.0,0.0,0.0,3,6,0
34,3,16,4,3,124,4571,nr2.png,16,1,1.0,0.0,0.0,0,6,0
