subject,trial,rt,stimulus,rating
48,1,5220.312417,nr96.png,1.0
48,2,3667.384608,nr79.png,1.0
48,3,2076.7805940000007,nr85.png,3.0
48,4,9704.617152,nr102.png,0.0
48,5,6003.9336,nr75.png,2.0
48,6,1474.969573,nr81.png,2.0
48,7,1273.805147,nr98.png,0.0
48,8,1119.580553,nr20.png,3.0
48,9,2334.160666,nr31.png,-1.0
48,10,2534.017206,nr21.png,1.0
48,11,1784.907255,nr69.png,-3.0
48,12,2839.214165,nr113.png,2.0
48,13,1917.61927,nr27.png,-3.0
48,14,1350.050654,nr101.png,-2.0
48,15,1218.541302,nr95.png,3.0
48,16,2203.443039,nr58.png,3.0
48,17,2401.891926,nr51.png,-3.0
48,18,1670.6573690000002,nr93.png,2.0
48,19,2416.979603,nr50.png,0.0
48,20,4877.081244,nr19.png,1.0
48,21,5874.087576,nr29.png,-1.0
48,22,2047.8361350000002,nr52.png,1.0
48,23,1676.3011319999994,nr97.png,-1.0
48,24,8345.756158,nr56.png,-2.0
48,25,4440.053817,nr2.png,0.0
48,26,5812.681771000001,nr63.png,0.0
48,27,1643.630628,nr99.png,1.0
48,28,3215.697125,nr54.png,2.0
48,29,1659.9684469999993,nr65.png,3.0
48,30,1733.5545539999996,nr46.png,0.0
48,31,3095.0881000000004,nr112.png,2.0
48,32,1368.701091,nr60.png,-1.0
48,33,4238.379326,nr83.png,-1.0
48,34,2463.081836,nr11.png,3.0
48,35,1242.793799,nr80.png,3.0
48,36,6437.611597,nr18.png,1.0
48,37,2044.814237,nr53.png,1.0
48,38,4631.9879789999995,nr109.png,0.0
48,39,1028.767059,nr94.png,-2.0
48,40,1206.295557,nr57.png,-2.0
48,41,4068.072266000001,nr48.png,0.0
48,42,2730.928839,nr114.png,1.0
48,43,1863.3832559999998,nr14.png,3.0
48,44,5546.705971000001,nr28.png,3.0
48,45,1391.491079,nr92.png,3.0
48,46,2510.116622,nr107.png,0.0
48,47,3105.8649210000012,nr100.png,2.0
48,48,534.9266630000002,nr44.png,0.0
48,49,1283.495111,nr106.png,0.0
48,50,4163.180576999999,nr12.png,1.0
48,51,1342.86354,nr4.png,-1.0
48,52,1159.710206,nr15.png,2.0
48,53,5639.489792999999,nr8.png,2.0
48,54,4837.8363469999995,nr7.png,1.0
48,55,2904.2995,nr72.png,1.0
48,56,2162.495998000001,nr42.png,2.0
48,57,9101.633620999999,nr74.png,1.0
48,58,3990.626341,nr3.png,1.0
48,59,3100.7488660000013,nr87.png,2.0
48,60,1784.3378419999995,nr55.png,3.0
48,61,1574.136594,nr125.png,1.0
48,62,954.087358,nr76.png,2.0
48,63,867.0441790000001,nr121.png,1.0
48,64,1429.309718,nr9.png,1.0
48,65,6493.725872000001,nr30.png,1.0
48,66,2823.3931489999995,nr49.png,3.0
48,67,6745.4759749999985,nr88.png,2.0
48,68,5169.94456,nr45.png,2.0
48,69,1352.183305,nr41.png,2.0
48,70,2834.7721030000002,nr111.png,1.0
48,71,1509.094245,nr62.png,2.0
48,72,3482.329595,nr10.png,2.0
48,73,5910.618219,nr90.png,0.0
48,74,2451.235482,nr120.png,-1.0
48,75,1770.9712359999999,nr124.png,-1.0
48,76,1449.4223430000006,nr89.png,1.0
48,77,2133.096971,nr1.png,2.0
48,78,1919.4157280000002,nr91.png,2.0
48,79,1783.512113,nr84.png,1.0
48,80,2621.75587,nr39.png,2.0
