,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,29,25,2,7,96,75,nr9.png,1,0,0.0,0.0,1.0,1,2,0
1,29,25,2,12,194,213,nr56.png,2,0,0.0,0.0,0.0,1,2,0
2,29,25,2,7,160,441,nr9.png,3,1,1.0,0.0,0.0,1,2,0
3,29,25,2,0,320,653,nr81.png,4,0,0.0,0.0,0.0,-3,2,0
4,29,25,2,1,238,1023,nr54.png,5,0,0.0,0.0,0.0,-3,2,0
5,29,25,2,2,524,1299,nr55.png,6,0,0.0,0.0,0.0,3,2,0
6,29,25,2,3,208,1865,nr50.png,7,0,0.0,0.0,0.0,-1,2,0
7,29,25,2,4,182,2109,nr7.png,8,0,0.0,0.0,0.0,-1,2,0
8,29,25,2,9,214,2329,nr69.png,9,0,0.0,0.0,0.0,1,2,0
9,29,25,2,8,144,2575,nr106.png,10,0,0.0,0.0,0.0,-3,2,0
10,29,25,2,6,166,2761,nr99.png,11,0,0.0,0.0,0.0,-1,2,0
11,29,25,2,5,202,2979,nr85.png,12,0,0.0,0.0,0.0,0,2,0
12,29,25,2,10,164,3223,nr124.png,13,0,0.0,0.0,0.0,-2,2,0
13,29,25,2,15,324,3417,nr80.png,14,0,0.0,0.0,0.0,2,2,0
14,29,25,2,16,176,3783,nr27.png,15,0,0.0,0.0,0.0,-3,2,0
15,29,25,2,17,182,3997,nr4.png,16,0,0.0,0.0,0.0,2,2,0
16,29,25,2,18,186,4215,nr83.png,17,0,0.0,0.0,0.0,0,2,0
17,29,25,2,19,164,4441,nr92.png,18,0,0.0,0.0,0.0,1,2,0
18,29,25,2,24,190,4641,nr94.png,19,0,0.0,0.0,0.0,-3,2,0
19,29,25,2,22,214,4881,nr11.png,20,0,0.0,0.0,0.0,-3,2,0
20,29,25,2,21,376,5133,nr89.png,21,0,0.0,0.0,0.0,-1,2,0
21,29,25,2,20,74,5561,nr72.png,22,0,0.0,0.0,0.0,-3,2,0
22,29,25,2,12,182,5827,nr56.png,23,1,1.0,0.0,0.0,1,2,0
23,29,25,2,13,194,6047,nr44.png,24,0,0.0,0.0,0.0,0,2,0
24,29,25,2,14,84,6277,nr91.png,25,0,0.0,1.0,0.0,-2,2,0
25,29,25,4,7,348,76,nr63.png,1,0,0.0,0.0,1.0,-2,23,0
26,29,25,4,6,128,480,nr60.png,2,0,0.0,0.0,0.0,-1,23,0
27,29,25,4,0,394,650,nr79.png,3,0,0.0,0.0,0.0,0,23,0
28,29,25,4,5,230,1108,nr65.png,4,0,0.0,0.0,0.0,1,23,0
29,29,25,4,0,640,1378,nr79.png,5,1,1.0,0.0,0.0,0,23,0
30,29,25,4,1,294,2066,nr15.png,6,0,0.0,0.0,0.0,-3,23,0
31,29,25,4,0,390,2398,nr79.png,7,1,2.0,0.0,0.0,0,23,0
32,29,25,4,1,108,2840,nr15.png,8,1,1.0,0.0,0.0,-3,23,0
33,29,25,4,2,150,2976,nr51.png,9,0,0.0,0.0,0.0,2,23,0
34,29,25,4,3,194,3164,nr121.png,10,0,0.0,0.0,0.0,-3,23,0
35,29,25,4,4,254,3398,nr3.png,11,0,0.0,0.0,0.0,-3,23,0
36,29,25,4,9,220,3686,nr101.png,12,0,0.0,0.0,0.0,-2,23,0
37,29,25,4,7,262,3952,nr63.png,13,1,1.0,0.0,0.0,-2,23,0
38,29,25,4,6,154,4278,nr60.png,14,1,1.0,0.0,0.0,-1,23,0
39,29,25,4,5,432,4472,nr65.png,15,1,1.0,0.0,0.0,1,23,0
40,29,25,4,10,284,4940,nr54.png,16,0,0.0,0.0,0.0,-3,23,0
41,29,25,4,15,172,5258,nr2.png,17,0,0.0,0.0,0.0,-3,23,0
42,29,25,4,5,192,5480,nr65.png,18,1,2.0,0.0,0.0,1,23,0
43,29,25,4,10,926,5704,nr54.png,19,1,1.0,0.0,0.0,-3,23,0
44,29,25,4,5,288,6858,nr65.png,20,1,3.0,0.0,0.0,1,23,0
45,29,25,4,11,168,7186,nr27.png,21,0,0.0,0.0,0.0,-3,23,0
46,29,25,4,12,170,7388,nr57.png,22,0,0.0,0.0,0.0,-3,23,0
47,29,25,4,13,206,7600,nr46.png,23,0,0.0,0.0,0.0,-3,23,0
48,29,25,4,14,142,7842,nr72.png,24,0,0.0,0.0,0.0,-3,23,0
49,29,25,4,19,230,8020,nr106.png,25,0,0.0,0.0,0.0,-3,23,0
50,29,25,4,24,206,8280,nr102.png,26,0,0.0,0.0,0.0,-3,23,0
51,29,25,4,23,120,8518,nr53.png,27,0,0.0,0.0,0.0,0,23,0
52,29,25,4,18,184,8676,nr45.png,28,0,0.0,0.0,0.0,-3,23,0
53,29,25,4,16,168,8904,nr95.png,29,0,0.0,0.0,0.0,-3,23,0
54,29,25,4,21,242,9108,nr14.png,30,0,0.0,0.0,0.0,-2,23,0
55,29,25,4,20,196,9388,nr7.png,31,0,0.0,0.0,0.0,-1,23,0
56,29,25,4,15,230,9624,nr2.png,32,1,1.0,0.0,0.0,-3,23,0
57,29,25,4,16,240,9894,nr95.png,33,1,1.0,0.0,0.0,-3,23,0
58,29,25,4,22,140,10174,nr89.png,34,0,0.0,0.0,0.0,-1,23,0
59,29,25,4,23,1198,10354,nr53.png,35,1,1.0,0.0,0.0,0,23,0
60,29,25,4,10,803,11640,nr54.png,36,1,2.0,1.0,0.0,-3,23,0
61,29,25,8,12,102,76,nr45.png,1,0,0.0,0.0,1.0,-3,5,0
