subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
13,9,1,4,368,74,nr109.png,1,0,0.0,0.0,1.0,2,4,1
13,9,1,5,282,944,nr102.png,2,0,0.0,0.0,0.0,-2,4,1
13,9,1,1,182,1290,nr48.png,3,0,0.0,0.0,0.0,-2,4,1
13,9,1,4,254,1514,nr109.png,4,1,1.0,0.0,0.0,2,4,1
13,9,1,0,162,1822,nr84.png,5,0,0.0,0.0,0.0,-2,4,1
13,9,1,2,316,2046,nr81.png,6,0,0.0,0.0,0.0,-1,4,1
13,9,1,8,222,2422,nr12.png,7,0,0.0,0.0,0.0,1,4,1
13,9,1,7,226,2694,nr46.png,8,0,0.0,0.0,0.0,3,4,1
13,9,1,6,178,2964,nr11.png,9,0,0.0,0.0,0.0,2,4,1
13,9,1,7,114,3190,nr46.png,10,1,1.0,0.0,0.0,3,4,1
13,9,1,3,210,3706,nr121.png,11,0,0.0,0.0,0.0,1,4,1
13,9,1,4,172,3966,nr109.png,12,1,2.0,0.0,0.0,2,4,1
13,9,1,7,402,4182,nr46.png,13,1,2.0,0.0,0.0,3,4,1
13,9,1,4,92,4638,nr109.png,14,1,3.0,1.0,0.0,2,4,1
13,9,2,4,438,76,nr4.png,1,0,0.0,0.0,1.0,1,6,0
13,9,2,5,220,566,nr114.png,2,0,0.0,0.0,0.0,1,6,0
13,9,2,8,262,828,nr113.png,3,0,0.0,0.0,0.0,1,6,0
13,9,2,7,286,1156,nr100.png,4,0,0.0,0.0,0.0,2,6,0
13,9,2,6,208,1486,nr112.png,5,0,0.0,0.0,0.0,2,6,0
13,9,2,3,170,2252,nr51.png,6,0,0.0,0.0,0.0,1,6,0
13,9,2,6,598,2470,nr112.png,7,1,1.0,0.0,0.0,2,6,0
13,9,2,7,316,3126,nr100.png,8,1,1.0,0.0,0.0,2,6,0
13,9,2,4,174,3496,nr4.png,9,1,1.0,0.0,0.0,1,6,0
13,9,2,1,186,3712,nr11.png,10,0,0.0,0.0,0.0,2,6,0
13,9,2,2,244,3948,nr91.png,11,0,0.0,0.0,0.0,-2,6,0
13,9,2,3,362,4256,nr51.png,12,1,1.0,0.0,0.0,1,6,0
