subject,setsize,trial,item,dur,onset,stimulus,gaze_num,is_returning,returning_gaze_count,is_last,is_first,item_value,choice,is_last_to_choice
17,9,7,4,360.0,75.0,nr54.png,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0
17,9,7,1,164.0,489.0,nr63.png,2.0,0.0,0.0,0.0,0.0,2.0,1,1.0
17,9,7,0,264.0,705.0,nr52.png,3.0,0.0,0.0,0.0,0.0,-3.0,1,1.0
17,9,7,2,290.0,1037.0,nr95.png,4.0,0.0,0.0,0.0,0.0,3.0,1,1.0
17,9,7,5,256.0,1379.0,nr28.png,5.0,0.0,0.0,0.0,0.0,1.0,1,1.0
17,9,7,3,316.0,1725.0,nr114.png,6.0,0.0,0.0,0.0,0.0,-2.0,1,1.0
17,9,7,6,262.0,2171.0,nr10.png,7.0,0.0,0.0,0.0,0.0,2.0,1,1.0
17,9,7,7,222.0,2497.0,nr85.png,8.0,0.0,0.0,0.0,0.0,2.0,1,1.0
17,9,7,8,192.0,3009.0,nr124.png,9.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
17,9,7,6,436.0,3273.0,nr10.png,10.0,1.0,1.0,0.0,0.0,2.0,1,1.0
17,9,7,3,212.0,3771.0,nr114.png,11.0,1.0,1.0,0.0,0.0,-2.0,1,1.0
17,9,7,0,308.0,4029.0,nr52.png,12.0,1.0,1.0,0.0,0.0,-3.0,1,1.0
17,9,7,1,2834.0,4401.0,nr63.png,13.0,1.0,1.0,1.0,0.0,2.0,1,1.0
17,9,18,4,334.0,75.0,nr106.png,1.0,0.0,0.0,0.0,1.0,-1.0,6,1.0
17,9,18,3,138.0,463.0,nr56.png,2.0,0.0,0.0,0.0,0.0,-3.0,6,1.0
17,9,18,0,292.0,651.0,nr20.png,3.0,0.0,0.0,0.0,0.0,-1.0,6,1.0
17,9,18,1,224.0,993.0,nr100.png,4.0,0.0,0.0,0.0,0.0,2.0,6,1.0
17,9,18,2,304.0,1273.0,nr45.png,5.0,0.0,0.0,0.0,0.0,-2.0,6,1.0
17,9,18,1,44.0,1625.0,nr100.png,6.0,1.0,1.0,0.0,0.0,2.0,6,1.0
17,9,18,5,186.0,1969.0,nr102.png,7.0,0.0,0.0,0.0,0.0,2.0,6,1.0
17,9,18,6,148.0,2253.0,nr44.png,8.0,0.0,0.0,0.0,0.0,2.0,6,1.0
17,9,18,3,318.0,2449.0,nr56.png,9.0,1.0,1.0,0.0,0.0,-3.0,6,1.0
17,9,18,6,134.0,2811.0,nr44.png,10.0,1.0,1.0,0.0,0.0,2.0,6,1.0
