,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,26,16,3,6,206,443,nr53.png,1,0,0.0,0.0,1.0,-3,14,0
1,26,16,3,2,162,689,nr42.png,2,0,0.0,0.0,0.0,3,14,0
2,26,16,3,1,140,891,nr41.png,3,0,0.0,0.0,0.0,2,14,0
3,26,16,3,2,800,1071,nr42.png,4,1,1.0,0.0,0.0,3,14,0
4,26,16,3,1,220,1939,nr41.png,5,1,1.0,0.0,0.0,2,14,0
5,26,16,3,0,222,2189,nr28.png,6,0,0.0,0.0,0.0,-2,14,0
6,26,16,3,4,240,2461,nr85.png,7,0,0.0,0.0,0.0,0,14,0
7,26,16,3,8,142,2747,nr2.png,8,0,0.0,0.0,0.0,-3,14,0
8,26,16,3,9,150,2927,nr92.png,9,0,0.0,0.0,0.0,3,14,0
9,26,16,3,5,168,3119,nr90.png,10,0,0.0,0.0,0.0,-1,14,0
10,26,16,3,9,592,3345,nr92.png,11,1,1.0,0.0,0.0,3,14,0
11,26,16,3,10,192,4041,nr58.png,12,0,0.0,0.0,0.0,-2,14,0
12,26,16,3,11,156,4271,nr121.png,13,0,0.0,0.0,0.0,-2,14,0
13,26,16,3,14,356,4469,nr75.png,14,0,0.0,0.0,0.0,1,14,0
14,26,16,3,15,220,4881,nr1.png,15,0,0.0,0.0,0.0,-3,14,0
15,26,16,3,13,360,5185,nr109.png,16,0,0.0,0.0,0.0,-2,14,0
16,26,16,3,7,264,5657,nr31.png,17,0,0.0,0.0,0.0,-3,14,0
17,26,16,3,3,172,5959,nr120.png,18,0,0.0,1.0,0.0,-3,14,0
18,26,16,4,6,124,255,nr79.png,1,0,0.0,0.0,1.0,1,1,0
19,26,16,4,5,268,407,nr72.png,2,0,0.0,0.0,0.0,-3,1,0
20,26,16,4,6,722,753,nr79.png,3,1,1.0,0.0,0.0,1,1,0
21,26,16,4,2,338,1563,nr29.png,4,0,0.0,0.0,0.0,2,1,0
22,26,16,4,0,380,1969,nr27.png,5,0,0.0,0.0,0.0,-1,1,0
23,26,16,4,1,986,2419,nr125.png,6,0,0.0,0.0,0.0,2,1,0
24,26,16,4,4,282,3489,nr15.png,7,0,0.0,0.0,0.0,0,1,0
25,26,16,4,8,272,3819,nr51.png,8,0,0.0,0.0,0.0,-2,1,0
26,26,16,4,9,134,4131,nr75.png,9,0,0.0,0.0,0.0,1,1,0
27,26,16,4,8,350,4323,nr51.png,10,1,1.0,0.0,0.0,-2,1,0
28,26,16,4,15,344,4735,nr96.png,11,0,0.0,0.0,0.0,-3,1,0
29,26,16,4,14,200,5151,nr88.png,12,0,0.0,0.0,0.0,1,1,0
30,26,16,4,13,350,5391,nr111.png,13,0,0.0,0.0,0.0,0,1,0
31,26,16,4,3,105,5833,nr58.png,14,0,0.0,1.0,0.0,-2,1,0
32,26,16,8,5,152,389,nr30.png,1,0,0.0,0.0,1.0,2,3,1
33,26,16,8,10,224,583,nr79.png,2,0,0.0,0.0,0.0,1,3,1
34,26,16,8,6,46,849,nr89.png,3,0,0.0,0.0,0.0,1,3,1
35,26,16,8,1,350,935,nr87.png,4,0,0.0,0.0,0.0,-3,3,1
36,26,16,8,0,218,1353,nr58.png,5,0,0.0,0.0,0.0,-2,3,1
37,26,16,8,4,340,1611,nr14.png,6,0,0.0,0.0,0.0,0,3,1
38,26,16,8,0,708,2009,nr58.png,7,1,1.0,0.0,0.0,-2,3,1
39,26,16,8,3,756,2821,nr84.png,8,0,0.0,0.0,0.0,2,3,1
