,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,44,36,13,20,354,74,nr4.png,1,0,0.0,0.0,1.0,-2,35,1
1,44,36,13,2,196,1002,nr54.png,2,0,0.0,0.0,0.0,2,35,1
2,44,36,13,1,212,1234,nr21.png,3,0,0.0,0.0,0.0,1,35,1
3,44,36,13,4,270,1502,nr94.png,4,0,0.0,0.0,0.0,-3,35,1
4,44,36,13,10,234,1806,nr125.png,5,0,0.0,0.0,0.0,-1,35,1
5,44,36,13,9,184,2074,nr107.png,6,0,0.0,0.0,0.0,0,35,1
6,44,36,13,13,230,2624,nr97.png,7,0,0.0,0.0,0.0,-3,35,1
7,44,36,13,15,174,2896,nr81.png,8,0,0.0,0.0,0.0,-2,35,1
8,44,36,13,16,274,3164,nr114.png,9,0,0.0,0.0,0.0,0,35,1
9,44,36,13,29,348,3476,nr63.png,10,0,0.0,0.0,0.0,-2,35,1
10,44,36,13,23,146,3880,nr65.png,11,0,0.0,0.0,0.0,0,35,1
11,44,36,13,21,272,4066,nr52.png,12,0,0.0,0.0,0.0,-1,35,1
12,44,36,13,20,172,4394,nr4.png,13,1,1.0,0.0,0.0,-2,35,1
13,44,36,13,19,510,4602,nr20.png,14,0,0.0,0.0,0.0,0,35,1
14,44,36,13,24,90,5142,nr18.png,15,0,0.0,0.0,0.0,-2,35,1
15,44,36,13,31,336,5690,nr120.png,16,0,0.0,0.0,0.0,-1,35,1
16,44,36,13,32,214,6062,nr39.png,17,0,0.0,0.0,0.0,-1,35,1
17,44,36,13,33,252,6308,nr19.png,18,0,0.0,0.0,0.0,-3,35,1
18,44,36,13,32,172,6594,nr39.png,19,1,1.0,0.0,0.0,-1,35,1
19,44,36,13,34,232,6822,nr58.png,20,0,0.0,0.0,0.0,2,35,1
20,44,36,13,35,339,7084,nr30.png,21,0,0.0,1.0,0.0,3,35,1
21,44,36,14,20,368,75,nr8.png,1,0,0.0,0.0,1.0,-3,28,1
22,44,36,14,35,346,633,nr101.png,2,0,0.0,0.0,0.0,-3,28,1
23,44,36,14,32,192,1043,nr114.png,3,0,0.0,0.0,0.0,0,28,1
24,44,36,14,27,114,1265,nr121.png,4,0,0.0,0.0,0.0,-3,28,1
25,44,36,14,26,120,1409,nr53.png,5,0,0.0,0.0,0.0,1,28,1
26,44,36,14,30,256,1583,nr92.png,6,0,0.0,0.0,0.0,2,28,1
27,44,36,14,24,146,1875,nr58.png,7,0,0.0,0.0,0.0,2,28,1
28,44,36,14,18,166,2057,nr44.png,8,0,0.0,0.0,0.0,0,28,1
29,44,36,14,12,128,2251,nr31.png,9,0,0.0,0.0,0.0,-3,28,1
30,44,36,14,14,180,2431,nr69.png,10,0,0.0,0.0,0.0,-2,28,1
31,44,36,14,8,160,2643,nr124.png,11,0,0.0,0.0,0.0,-2,28,1
32,44,36,14,15,184,2851,nr42.png,12,0,0.0,0.0,0.0,3,28,1
33,44,36,14,3,122,3079,nr55.png,13,0,0.0,0.0,0.0,3,28,1
34,44,36,14,2,150,3235,nr18.png,14,0,0.0,0.0,0.0,-2,28,1
35,44,36,14,1,262,3425,nr12.png,15,0,0.0,0.0,0.0,-1,28,1
36,44,36,14,6,208,3735,nr7.png,16,0,0.0,0.0,0.0,-3,28,1
37,44,36,14,14,220,3993,nr69.png,17,1,1.0,0.0,0.0,-2,28,1
38,44,36,14,15,186,4291,nr42.png,18,1,1.0,0.0,0.0,3,28,1
39,44,36,14,22,182,4663,nr87.png,19,0,0.0,0.0,0.0,-2,28,1
40,44,36,14,27,154,4895,nr121.png,20,1,1.0,0.0,0.0,-3,28,1
41,44,36,14,28,315,5083,nr30.png,21,0,0.0,1.0,0.0,3,28,1
