subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
44,9,4,4,404,75,nr31.png,1,0,0.0,0.0,1.0,-3,5,0
44,9,4,5,116,521,nr107.png,2,0,0.0,0.0,0.0,0,5,0
44,9,4,7,366,853,nr84.png,3,0,0.0,0.0,0.0,1,5,0
44,9,4,8,384,1299,nr114.png,4,0,0.0,0.0,0.0,0,5,0
44,9,4,6,308,1763,nr87.png,5,0,0.0,0.0,0.0,-2,5,0
44,9,4,3,324,2131,nr113.png,6,0,0.0,0.0,0.0,-2,5,0
44,9,4,0,340,2513,nr9.png,7,0,0.0,0.0,0.0,0,5,0
44,9,4,1,316,2897,nr18.png,8,0,0.0,0.0,0.0,-2,5,0
44,9,4,2,446,3267,nr41.png,9,0,0.0,0.0,0.0,0,5,0
44,9,4,4,392,3791,nr31.png,10,1,1.0,0.0,0.0,-3,5,0
44,9,4,5,694,4251,nr107.png,11,1,1.0,0.0,0.0,0,5,0
44,9,4,8,576,5009,nr114.png,12,1,1.0,0.0,0.0,0,5,0
44,9,4,7,356,5645,nr84.png,13,1,1.0,0.0,0.0,1,5,0
44,9,4,6,536,6045,nr87.png,14,1,1.0,0.0,0.0,-2,5,0
44,9,4,3,426,6655,nr113.png,15,1,1.0,0.0,0.0,-2,5,0
44,9,4,0,476,7135,nr9.png,16,1,1.0,0.0,0.0,0,5,0
44,9,4,1,298,7657,nr18.png,17,1,1.0,0.0,0.0,-2,5,0
44,9,4,2,336,8005,nr41.png,18,1,1.0,1.0,0.0,0,5,0
44,9,17,4,436,76,nr12.png,1,0,0.0,0.0,1.0,-1,5,1
44,9,17,5,184,556,nr54.png,2,0,0.0,0.0,0.0,2,5,1
44,9,17,7,512,780,nr4.png,3,0,0.0,0.0,0.0,-2,5,1
44,9,17,1,296,1396,nr60.png,4,0,0.0,0.0,0.0,-2,5,1
44,9,17,2,288,1766,nr42.png,5,0,0.0,0.0,0.0,3,5,1
44,9,17,0,394,2136,nr46.png,6,0,0.0,0.0,0.0,2,5,1
44,9,17,3,352,2622,nr112.png,7,0,0.0,0.0,0.0,-1,5,1
44,9,17,6,258,3044,nr87.png,8,0,0.0,0.0,0.0,-2,5,1
44,9,17,8,440,3368,nr65.png,9,0,0.0,0.0,0.0,0,5,1
44,9,17,5,708,3878,nr54.png,10,1,1.0,1.0,0.0,2,5,1
44,9,19,4,1240,75,nr30.png,1,0,0.0,1.0,1.0,3,4,1
44,9,20,4,456,74,nr84.png,1,0,0.0,0.0,1.0,1,3,0
44,9,20,7,144,578,nr15.png,2,0,0.0,0.0,0.0,-2,3,0
44,9,20,1,194,776,nr83.png,3,0,0.0,0.0,0.0,1,3,0
44,9,20,0,184,1050,nr49.png,4,0,0.0,0.0,0.0,-1,3,0
44,9,20,3,246,1286,nr54.png,5,0,0.0,0.0,0.0,2,3,0
44,9,20,6,210,1582,nr97.png,6,0,0.0,0.0,0.0,-3,3,0
44,9,20,8,258,1874,nr79.png,7,0,0.0,0.0,0.0,-2,3,0
44,9,20,5,230,2178,nr91.png,8,0,0.0,0.0,0.0,-1,3,0
44,9,20,2,316,2454,nr98.png,9,0,0.0,0.0,0.0,-1,3,0
44,9,20,1,480,2824,nr83.png,10,1,1.0,0.0,0.0,1,3,0
44,9,20,4,404,3362,nr84.png,11,1,1.0,0.0,0.0,1,3,0
44,9,20,7,586,3840,nr15.png,12,1,1.0,0.0,0.0,-2,3,0
44,9,20,6,410,4494,nr97.png,13,1,1.0,0.0,0.0,-3,3,0
44,9,20,3,438,4966,nr54.png,14,1,1.0,0.0,0.0,2,3,0
44,9,20,0,199,5466,nr49.png,15,1,1.0,1.0,0.0,-1,3,0
44,9,22,4,418,76,nr11.png,1,0,0.0,0.0,1.0,0,2,0
44,9,22,7,36,542,nr28.png,2,0,0.0,0.0,0.0,-3,2,0
44,9,22,1,398,630,nr120.png,3,0,0.0,0.0,0.0,-1,2,0
44,9,22,2,196,1150,nr46.png,4,0,0.0,0.0,0.0,2,2,0
44,9,22,8,218,1414,nr81.png,5,0,0.0,0.0,0.0,-2,2,0
44,9,22,5,222,1676,nr109.png,6,0,0.0,0.0,0.0,-1,2,0
44,9,22,6,178,1978,nr29.png,7,0,0.0,0.0,0.0,-1,2,0
44,9,22,3,164,2194,nr56.png,8,0,0.0,0.0,0.0,-1,2,0
44,9,22,0,272,2400,nr2.png,9,0,0.0,0.0,0.0,-2,2,0
44,9,22,2,694,2746,nr46.png,10,1,1.0,0.0,0.0,2,2,0
44,9,22,4,456,3582,nr11.png,11,1,1.0,0.0,0.0,0,2,0
44,9,22,5,382,4102,nr109.png,12,1,1.0,0.0,0.0,-1,2,0
44,9,22,7,420,4610,nr28.png,13,1,1.0,0.0,0.0,-3,2,0
44,9,22,8,382,5108,nr81.png,14,1,1.0,0.0,0.0,-2,2,0
44,9,22,5,30,5546,nr109.png,15,1,2.0,0.0,0.0,-1,2,0
44,9,22,4,448,5620,nr11.png,16,1,2.0,0.0,0.0,0,2,0
44,9,22,1,582,6156,nr120.png,17,1,1.0,0.0,0.0,-1,2,0
44,9,22,0,342,6810,nr2.png,18,1,1.0,0.0,0.0,-2,2,0
44,9,22,6,372,7216,nr29.png,19,1,1.0,0.0,0.0,-1,2,0
44,9,22,8,264,7676,nr81.png,20,1,2.0,0.0,0.0,-2,2,0
44,9,22,5,212,8004,nr109.png,21,1,3.0,1.0,0.0,-1,2,0
44,9,25,4,476,75,nr69.png,1,0,0.0,0.0,1.0,-2,8,0
44,9,25,1,162,601,nr14.png,2,0,0.0,0.0,0.0,-3,8,0
44,9,25,8,230,821,nr53.png,3,0,0.0,0.0,0.0,1,8,0
44,9,25,2,228,1129,nr124.png,4,0,0.0,0.0,0.0,-2,8,0
44,9,25,0,204,1461,nr10.png,5,0,0.0,0.0,0.0,-1,8,0
44,9,25,3,138,1745,nr27.png,6,0,0.0,0.0,0.0,-2,8,0
44,9,25,6,214,1945,nr2.png,7,0,0.0,0.0,0.0,-2,8,0
44,9,25,7,176,2219,nr96.png,8,0,0.0,0.0,0.0,-1,8,0
44,9,25,4,278,2437,nr69.png,9,1,1.0,0.0,0.0,-2,8,0
44,9,25,5,312,2769,nr112.png,10,0,0.0,0.0,0.0,-1,8,0
44,9,25,3,326,3153,nr27.png,11,1,1.0,0.0,0.0,-2,8,0
44,9,25,0,362,3533,nr10.png,12,1,1.0,0.0,0.0,-1,8,0
44,9,25,1,280,3957,nr14.png,13,1,1.0,0.0,0.0,-3,8,0
44,9,25,2,354,4285,nr124.png,14,1,1.0,0.0,0.0,-2,8,0
44,9,25,8,328,4703,nr53.png,15,1,1.0,0.0,0.0,1,8,0
44,9,25,7,288,5083,nr96.png,16,1,1.0,0.0,0.0,-1,8,0
44,9,25,6,694,5423,nr2.png,17,1,1.0,0.0,0.0,-2,8,0
44,9,25,3,328,6179,nr27.png,18,1,2.0,0.0,0.0,-2,8,0
44,9,25,4,774,6577,nr69.png,19,1,2.0,0.0,0.0,-2,8,0
44,9,25,5,271,7447,nr112.png,20,1,1.0,1.0,0.0,-1,8,0
44,9,31,4,360,76,nr30.png,1,0,0.0,0.0,1.0,3,4,0
44,9,31,3,138,490,nr99.png,2,0,0.0,0.0,0.0,0,4,0
44,9,31,4,142,666,nr30.png,3,1,1.0,0.0,0.0,3,4,0
44,9,31,1,148,854,nr81.png,4,0,0.0,1.0,0.0,-2,4,0
44,9,32,4,378,76,nr58.png,1,0,0.0,0.0,1.0,2,4,0
44,9,32,3,160,506,nr114.png,2,0,0.0,0.0,0.0,0,4,0
44,9,32,1,308,720,nr7.png,3,0,0.0,0.0,0.0,-3,4,0
44,9,32,0,222,1108,nr18.png,4,0,0.0,0.0,0.0,-2,4,0
44,9,32,8,262,1406,nr48.png,5,0,0.0,0.0,0.0,0,4,0
44,9,32,5,210,1714,nr21.png,6,0,0.0,0.0,0.0,1,4,0
44,9,32,2,302,1966,nr98.png,7,0,0.0,0.0,0.0,-1,4,0
44,9,32,7,410,2366,nr63.png,8,0,0.0,0.0,0.0,-2,4,0
44,9,32,6,222,2846,nr100.png,9,0,0.0,0.0,0.0,0,4,0
44,9,32,3,320,3112,nr114.png,10,1,1.0,0.0,0.0,0,4,0
44,9,32,4,192,3506,nr58.png,11,1,1.0,0.0,0.0,2,4,0
44,9,32,1,120,3742,nr7.png,12,1,1.0,1.0,0.0,-3,4,0
44,9,35,4,424,75,nr90.png,1,0,0.0,0.0,1.0,0,2,1
44,9,35,5,86,539,nr50.png,2,0,0.0,0.0,0.0,1,2,1
44,9,35,1,140,673,nr109.png,3,0,0.0,0.0,0.0,-1,2,1
44,9,35,0,142,869,nr88.png,4,0,0.0,0.0,0.0,-2,2,1
44,9,35,3,118,1069,nr74.png,5,0,0.0,0.0,0.0,-3,2,1
44,9,35,6,110,1239,nr18.png,6,0,0.0,0.0,0.0,-2,2,1
44,9,35,7,150,1401,nr28.png,7,0,0.0,0.0,0.0,-3,2,1
44,9,35,8,122,1605,nr8.png,8,0,0.0,0.0,0.0,-3,2,1
44,9,35,5,166,1769,nr50.png,9,1,1.0,0.0,0.0,1,2,1
44,9,35,2,226,1981,nr76.png,10,0,0.0,0.0,0.0,3,2,1
44,9,35,4,104,2297,nr90.png,11,1,1.0,0.0,0.0,0,2,1
44,9,35,1,432,2443,nr109.png,12,1,1.0,0.0,0.0,-1,2,1
44,9,35,4,148,2931,nr90.png,13,1,2.0,0.0,0.0,0,2,1
44,9,35,3,118,3133,nr74.png,14,1,1.0,0.0,0.0,-3,2,1
44,9,35,0,280,3293,nr88.png,15,1,1.0,0.0,0.0,-2,2,1
44,9,35,1,208,3627,nr109.png,16,1,2.0,0.0,0.0,-1,2,1
44,9,35,2,812,3891,nr76.png,17,1,1.0,1.0,0.0,3,2,1
44,9,41,4,506,75,nr19.png,1,0,0.0,0.0,1.0,-3,3,0
44,9,41,6,382,673,nr27.png,2,0,0.0,0.0,0.0,-2,3,0
44,9,41,2,180,1243,nr29.png,3,0,0.0,0.0,0.0,-1,3,0
44,9,41,1,112,1467,nr12.png,4,0,0.0,0.0,0.0,-1,3,0
44,9,41,0,164,1635,nr98.png,5,0,0.0,0.0,0.0,-1,3,0
44,9,41,3,102,1847,nr58.png,6,0,0.0,0.0,0.0,2,3,0
