subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
45,16,2,5,144,406,nr124.png,1,0,0.0,0.0,1.0,1,7,0
45,16,2,0,182,592,nr65.png,2,0,0.0,0.0,0.0,1,7,0
45,16,2,8,184,814,nr83.png,3,0,0.0,0.0,0.0,1,7,0
45,16,2,13,50,1040,nr1.png,4,0,0.0,0.0,0.0,3,7,0
45,16,2,14,154,1126,nr53.png,5,0,0.0,0.0,0.0,3,7,0
45,16,2,11,128,1464,nr39.png,6,0,0.0,0.0,0.0,3,7,0
45,16,2,7,202,1632,nr109.png,7,0,0.0,0.0,0.0,3,7,0
45,16,2,3,152,1874,nr58.png,8,0,0.0,1.0,0.0,1,7,0
45,16,9,9,322,77,nr97.png,1,0,0.0,0.0,1.0,2,14,0
45,16,9,5,138,451,nr89.png,2,0,0.0,0.0,0.0,-2,14,0
45,16,9,0,220,635,nr80.png,3,0,0.0,0.0,0.0,2,14,0
45,16,9,1,276,903,nr48.png,4,0,0.0,0.0,0.0,1,14,0
45,16,9,3,242,1259,nr76.png,5,0,0.0,0.0,0.0,1,14,0
45,16,9,7,198,1539,nr49.png,6,0,0.0,0.0,0.0,3,14,0
45,16,9,15,188,2073,nr84.png,7,0,0.0,0.0,0.0,2,14,0
45,16,9,14,438,2309,nr1.png,8,0,0.0,0.0,0.0,3,14,0
45,16,9,13,202,2815,nr15.png,9,0,0.0,0.0,0.0,2,14,0
45,16,9,14,106,3059,nr1.png,10,1,1.0,0.0,0.0,3,14,0
45,16,9,0,372,3243,nr80.png,11,1,1.0,0.0,0.0,2,14,0
45,16,9,14,488,3713,nr1.png,12,1,2.0,0.0,0.0,3,14,0
45,16,9,9,180,4265,nr97.png,13,1,1.0,0.0,0.0,2,14,0
45,16,9,4,126,4497,nr58.png,14,0,0.0,0.0,0.0,1,14,0
45,16,9,5,92,4649,nr89.png,15,1,1.0,0.0,0.0,-2,14,0
45,16,9,13,226,5005,nr15.png,16,1,1.0,0.0,0.0,2,14,0
45,16,9,14,206,5265,nr1.png,17,1,3.0,0.0,0.0,3,14,0
45,16,9,10,126,5521,nr94.png,18,0,0.0,1.0,0.0,-2,14,0
45,16,14,9,94,76,nr28.png,1,0,0.0,0.0,1.0,2,5,1
45,16,14,5,517,220,nr113.png,2,0,0.0,1.0,0.0,3,5,1
45,16,15,9,166,76,nr98.png,1,0,0.0,0.0,1.0,2,13,1
45,16,15,5,60,282,nr107.png,2,0,0.0,0.0,0.0,-1,13,1
45,16,15,0,146,578,nr91.png,3,0,0.0,0.0,0.0,0,13,1
45,16,15,8,252,768,nr90.png,4,0,0.0,0.0,0.0,-1,13,1
45,16,15,11,84,1116,nr2.png,5,0,0.0,0.0,0.0,3,13,1
45,16,15,7,232,1234,nr4.png,6,0,0.0,0.0,0.0,0,13,1
45,16,15,10,302,1740,nr11.png,7,0,0.0,0.0,0.0,2,13,1
45,16,15,14,58,2080,nr20.png,8,0,0.0,0.0,0.0,3,13,1
45,16,15,13,190,2174,nr114.png,9,0,0.0,1.0,0.0,2,13,1
45,16,19,9,80,74,nr51.png,1,0,0.0,0.0,1.0,0,8,0
45,16,19,0,272,222,nr72.png,2,0,0.0,0.0,0.0,-3,8,0
45,16,19,2,142,542,nr18.png,3,0,0.0,0.0,0.0,2,8,0
45,16,19,9,172,730,nr51.png,4,1,1.0,0.0,0.0,0,8,0
45,16,19,12,298,1144,nr30.png,5,0,0.0,0.0,0.0,-1,8,0
45,16,19,13,158,1482,nr20.png,6,0,0.0,0.0,0.0,3,8,0
45,16,19,15,170,1690,nr92.png,7,0,0.0,0.0,0.0,-1,8,0
45,16,19,11,188,1902,nr57.png,8,0,0.0,0.0,0.0,-1,8,0
45,16,19,2,194,2400,nr18.png,9,1,1.0,0.0,0.0,2,8,0
45,16,19,6,282,2630,nr52.png,10,0,0.0,0.0,0.0,-2,8,0
45,16,19,10,236,2948,nr74.png,11,0,0.0,0.0,0.0,-3,8,0
45,16,19,11,274,3218,nr57.png,12,1,1.0,0.0,0.0,-1,8,0
45,16,19,15,292,3524,nr92.png,13,1,1.0,0.0,0.0,-1,8,0
45,16,19,13,278,3882,nr20.png,14,1,1.0,0.0,0.0,3,8,0
