subject,setsize,trial,item,dur,onset,stimulus,gaze_num,is_returning,returning_gaze_count,is_last,is_first,item_value,choice,is_last_to_choice
2,9,5,4,288.0,75.0,nr97.png,1.0,0.0,0.0,0.0,1.0,3.0,4,0.0
2,9,5,3,186.0,439.0,nr90.png,2.0,0.0,0.0,0.0,0.0,2.0,4,0.0
2,9,5,5,336.0,701.0,nr62.png,3.0,0.0,0.0,0.0,0.0,2.0,4,0.0
2,9,5,4,254.0,1105.0,nr97.png,4.0,1.0,1.0,0.0,0.0,3.0,4,0.0
2,9,5,7,128.0,1439.0,nr14.png,5.0,0.0,0.0,0.0,0.0,-2.0,4,0.0
2,9,5,6,90.0,1613.0,nr74.png,6.0,0.0,0.0,0.0,0.0,1.0,4,0.0
2,9,5,5,194.0,1787.0,nr62.png,7.0,1.0,1.0,0.0,0.0,2.0,4,0.0
2,9,5,2,216.0,2025.0,nr4.png,8.0,0.0,0.0,1.0,0.0,1.0,4,0.0
2,9,11,4,504.0,74.0,nr3.png,1.0,0.0,0.0,0.0,1.0,3.0,4,1.0
2,9,11,3,182.0,672.0,nr75.png,2.0,0.0,0.0,0.0,0.0,1.0,4,1.0
2,9,11,0,152.0,904.0,nr102.png,3.0,0.0,0.0,0.0,0.0,-1.0,4,1.0
2,9,11,1,178.0,1112.0,nr52.png,4.0,0.0,0.0,0.0,0.0,1.0,4,1.0
2,9,11,4,498.0,1336.0,nr3.png,5.0,1.0,1.0,0.0,0.0,3.0,4,1.0
2,9,11,3,348.0,2072.0,nr75.png,6.0,1.0,1.0,0.0,0.0,1.0,4,1.0
2,9,11,4,518.0,2484.0,nr3.png,7.0,1.0,2.0,1.0,0.0,3.0,4,1.0
2,9,14,4,468.0,75.0,nr2.png,1.0,0.0,0.0,0.0,1.0,-1.0,1,1.0
2,9,14,5,322.0,659.0,nr39.png,2.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
2,9,14,8,252.0,1051.0,nr20.png,3.0,0.0,0.0,0.0,0.0,2.0,1,1.0
2,9,14,7,244.0,1361.0,nr58.png,4.0,0.0,0.0,0.0,0.0,-2.0,1,1.0
2,9,14,3,412.0,1665.0,nr83.png,5.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
2,9,14,0,128.0,2141.0,nr65.png,6.0,0.0,0.0,0.0,0.0,-1.0,1,1.0
2,9,14,1,166.0,2329.0,nr21.png,7.0,0.0,0.0,0.0,0.0,2.0,1,1.0
2,9,14,2,222.0,2551.0,nr97.png,8.0,0.0,0.0,0.0,0.0,3.0,1,1.0
2,9,14,1,192.0,2833.0,nr21.png,9.0,1.0,1.0,1.0,0.0,2.0,1,1.0
2,9,15,4,422.0,76.0,nr99.png,1.0,0.0,0.0,0.0,1.0,1.0,4,1.0
2,9,15,3,212.0,574.0,nr41.png,2.0,0.0,0.0,0.0,0.0,-1.0,4,1.0
2,9,15,0,152.0,836.0,nr120.png,3.0,0.0,0.0,0.0,0.0,-2.0,4,1.0
2,9,15,1,362.0,1042.0,nr125.png,4.0,0.0,0.0,0.0,0.0,1.0,4,1.0
2,9,15,6,244.0,1568.0,nr72.png,5.0,0.0,0.0,0.0,0.0,1.0,4,1.0
2,9,15,7,236.0,1890.0,nr19.png,6.0,0.0,0.0,0.0,0.0,-2.0,4,1.0
2,9,15,2,262.0,2256.0,nr90.png,7.0,0.0,0.0,0.0,0.0,2.0,4,1.0
2,9,15,4,156.0,2594.0,nr99.png,8.0,1.0,1.0,1.0,0.0,1.0,4,1.0
2,9,21,4,350.0,76.0,nr4.png,1.0,0.0,0.0,0.0,1.0,1.0,2,0.0
2,9,21,3,120.0,482.0,nr81.png,2.0,0.0,0.0,0.0,0.0,1.0,2,0.0
2,9,21,0,280.0,652.0,nr72.png,3.0,0.0,0.0,0.0,0.0,1.0,2,0.0
2,9,21,1,204.0,1008.0,nr19.png,4.0,0.0,0.0,0.0,0.0,-2.0,2,0.0
