subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
29,9,14,4,342,74,nr20.png,1,0,0.0,0.0,1.0,-3,0,0
29,9,14,1,146,466,nr12.png,2,0,0.0,0.0,0.0,-3,0,0
29,9,14,0,248,656,nr92.png,3,0,0.0,0.0,0.0,1,0,0
29,9,14,3,324,948,nr27.png,4,0,0.0,0.0,0.0,-3,0,0
29,9,14,5,278,1340,nr14.png,5,0,0.0,0.0,0.0,-2,0,0
29,9,14,8,200,1670,nr1.png,6,0,0.0,0.0,0.0,0,0,0
29,9,14,7,172,1912,nr69.png,7,0,0.0,0.0,0.0,1,0,0
29,9,14,6,396,2128,nr52.png,8,0,0.0,0.0,0.0,-1,0,0
29,9,14,0,550,2604,nr92.png,9,1,1.0,0.0,0.0,1,0,0
29,9,14,1,200,3214,nr12.png,10,1,1.0,0.0,0.0,-3,0,0
29,9,14,2,196,3458,nr98.png,11,0,0.0,0.0,0.0,-1,0,0
29,9,14,4,244,3698,nr20.png,12,1,1.0,0.0,0.0,-3,0,0
29,9,14,3,152,3990,nr27.png,13,1,1.0,1.0,0.0,-3,0,0
29,9,16,4,64,75,nr48.png,1,0,0.0,0.0,1.0,-2,7,0
29,9,16,1,338,201,nr91.png,2,0,0.0,0.0,0.0,-2,7,0
29,9,16,3,244,611,nr7.png,3,0,0.0,0.0,0.0,-1,7,0
29,9,16,6,196,897,nr54.png,4,0,0.0,0.0,0.0,-3,7,0
29,9,16,4,336,1147,nr48.png,5,1,1.0,0.0,0.0,-2,7,0
29,9,16,7,172,1525,nr55.png,6,0,0.0,0.0,0.0,3,7,0
29,9,16,8,350,1743,nr74.png,7,0,0.0,0.0,0.0,-2,7,0
29,9,16,2,18,2157,nr84.png,8,0,0.0,1.0,0.0,0,7,0
29,9,19,4,378,76,nr1.png,1,0,0.0,0.0,1.0,0,3,1
29,9,19,1,176,512,nr14.png,2,0,0.0,0.0,0.0,-2,3,1
29,9,19,0,188,736,nr50.png,3,0,0.0,0.0,0.0,-1,3,1
29,9,19,3,216,966,nr93.png,4,0,0.0,0.0,0.0,2,3,1
29,9,19,6,252,1226,nr109.png,5,0,0.0,0.0,0.0,-2,3,1
29,9,19,7,152,1536,nr60.png,6,0,0.0,0.0,0.0,-1,3,1
29,9,19,8,188,1734,nr9.png,7,0,0.0,0.0,0.0,1,3,1
29,9,19,5,210,1970,nr11.png,8,0,0.0,0.0,0.0,-3,3,1
29,9,19,2,374,2228,nr72.png,9,0,0.0,0.0,0.0,-3,3,1
29,9,19,1,276,2650,nr14.png,10,1,1.0,0.0,0.0,-2,3,1
29,9,19,0,552,2966,nr50.png,11,1,1.0,0.0,0.0,-1,3,1
29,9,19,3,77,3696,nr93.png,12,1,1.0,1.0,0.0,2,3,1
29,9,22,1,430,75,nr90.png,1,0,0.0,0.0,1.0,-3,8,0
29,9,22,0,158,571,nr121.png,2,0,0.0,0.0,0.0,-3,8,0
