subject,setsize,trial,item,dur,onset,stimulus,gaze_num,is_returning,returning_gaze_count,is_last,is_first,item_value,choice,is_last_to_choice
29,16,6,1,162.0,428.0,nr101.png,1.0,0.0,0.0,0.0,1.0,-2.0,2,0.0
29,16,6,0,174.0,630.0,nr58.png,2.0,0.0,0.0,0.0,0.0,-1.0,2,0.0
29,16,6,4,208.0,842.0,nr81.png,3.0,0.0,0.0,0.0,0.0,-3.0,2,0.0
29,16,6,6,180.0,1110.0,nr99.png,4.0,0.0,0.0,0.0,0.0,-1.0,2,0.0
29,16,6,7,160.0,1330.0,nr80.png,5.0,0.0,0.0,0.0,0.0,2.0,2,0.0
29,16,6,11,212.0,1528.0,nr87.png,6.0,0.0,0.0,0.0,0.0,-1.0,2,0.0
29,16,6,9,164.0,1938.0,nr114.png,7.0,0.0,0.0,0.0,0.0,-3.0,2,0.0
29,16,6,2,262.0,2158.0,nr93.png,8.0,0.0,0.0,0.0,0.0,2.0,2,0.0
29,16,6,3,280.0,2460.0,nr85.png,9.0,0.0,0.0,0.0,0.0,0.0,2,0.0
29,16,6,1,276.0,2798.0,nr101.png,10.0,1.0,1.0,0.0,0.0,-2.0,2,0.0
29,16,6,12,200.0,3142.0,nr42.png,11.0,0.0,0.0,0.0,0.0,1.0,2,0.0
29,16,6,8,314.0,3382.0,nr124.png,12.0,0.0,0.0,0.0,0.0,-2.0,2,0.0
29,16,6,15,328.0,3762.0,nr91.png,13.0,0.0,0.0,0.0,0.0,-2.0,2,0.0
29,16,6,14,200.0,4144.0,nr107.png,14.0,0.0,0.0,0.0,0.0,-3.0,2,0.0
29,16,6,13,390.0,4386.0,nr79.png,15.0,0.0,0.0,0.0,0.0,0.0,2,0.0
29,16,6,9,212.0,4818.0,nr114.png,16.0,1.0,1.0,0.0,0.0,-3.0,2,0.0
29,16,6,5,228.0,5072.0,nr69.png,17.0,0.0,0.0,0.0,0.0,1.0,2,0.0
29,16,6,4,142.0,5346.0,nr81.png,18.0,1.0,1.0,0.0,0.0,-3.0,2,0.0
29,16,6,0,338.0,5680.0,nr58.png,19.0,1.0,1.0,0.0,0.0,-1.0,2,0.0
29,16,6,4,146.0,6078.0,nr81.png,20.0,1.0,2.0,0.0,0.0,-3.0,2,0.0
29,16,6,0,566.0,6270.0,nr58.png,21.0,1.0,2.0,0.0,0.0,-1.0,2,0.0
29,16,6,1,290.0,6892.0,nr101.png,22.0,1.0,2.0,0.0,0.0,-2.0,2,0.0
29,16,6,2,236.0,7226.0,nr93.png,23.0,1.0,1.0,0.0,0.0,2.0,2,0.0
29,16,6,3,192.0,7500.0,nr85.png,24.0,1.0,1.0,0.0,0.0,0.0,2,0.0
29,16,6,7,234.0,7732.0,nr80.png,25.0,1.0,1.0,0.0,0.0,2.0,2,0.0
29,16,6,11,248.0,8006.0,nr87.png,26.0,1.0,1.0,0.0,0.0,-1.0,2,0.0
29,16,6,7,426.0,8298.0,nr80.png,27.0,1.0,2.0,0.0,0.0,2.0,2,0.0
29,16,6,6,212.0,8772.0,nr99.png,28.0,1.0,1.0,0.0,0.0,-1.0,2,0.0
29,16,6,12,454.0,9052.0,nr42.png,29.0,1.0,1.0,0.0,0.0,1.0,2,0.0
