subject,trial,rt,stimulus,value
53,1,3251.5784160000003,nr1.png,2
53,2,2630.644997,nr112.png,-2
53,3,2440.214269,nr87.png,0
53,4,1546.5803199999998,nr50.png,-1
53,5,1500.63374,nr39.png,2
53,6,3806.983623,nr89.png,0
53,7,1178.002295,nr60.png,1
53,8,1268.207726,nr48.png,2
53,9,2481.7678130000004,nr121.png,-3
53,10,1947.6284380000002,nr31.png,-3
53,11,1463.867494,nr84.png,2
53,12,2177.6353,nr42.png,2
53,13,1451.5314509999998,nr49.png,2
53,14,1129.82006,nr52.png,3
53,15,1347.9464150000001,nr99.png,2
53,16,1776.751111,nr79.png,1
53,17,2257.6097769999997,nr107.png,0
53,18,1690.553114,nr3.png,-3
53,19,1372.6120850000002,nr53.png,2
53,20,1416.171592,nr57.png,-1
53,21,3403.8313789999997,nr9.png,1
53,22,1309.609211,nr74.png,1
53,23,1246.017348,nr62.png,2
53,24,1685.571411,nr97.png,-1
53,25,1200.330937,nr18.png,2
53,26,1735.336473,nr120.png,-3
53,27,1481.891321,nr101.png,-2
53,28,1331.8509170000002,nr114.png,-2
53,29,897.186488,nr102.png,-2
53,30,1293.974061,nr46.png,1
53,31,1169.698066,nr4.png,2
53,32,1401.230974,nr51.png,-1
53,33,1817.2800200000001,nr100.png,3
53,34,1168.285905,nr55.png,2
53,35,1007.643702,nr92.png,2
53,36,1289.894126,nr27.png,-1
53,37,1245.874271,nr95.png,2
53,38,1166.5038610000001,nr7.png,1
53,39,1491.390209,nr72.png,0
53,40,2217.5232509999996,nr45.png,1
53,41,1205.6748240000002,nr125.png,3
53,42,2139.501483,nr14.png,2
53,43,1897.050469,nr12.png,1
53,44,1451.835569,nr124.png,-3
53,45,1971.607275,nr63.png,1
53,46,3613.55149,nr2.png,2
53,47,4390.7844430000005,nr81.png,-2
53,48,1805.4556530000002,nr88.png,2
53,49,6234.560939,nr54.png,0
53,50,2996.41089,nr8.png,1
53,51,1227.428913,nr21.png,1
53,52,1522.457764,nr28.png,1
53,53,2085.2003090000003,nr98.png,-1
53,54,1754.266881,nr41.png,-2
53,55,1217.4279729999998,nr11.png,2
53,56,1517.989341,nr85.png,2
53,57,1654.796746,nr106.png,-1
53,58,1164.544735,nr109.png,2
53,59,958.3126820000001,nr15.png,2
53,60,1188.747491,nr30.png,2
53,61,1025.75222,nr83.png,1
53,62,906.76333,nr44.png,2
53,63,1617.073233,nr94.png,-3
53,64,2196.366491,nr90.png,-2
53,65,1175.599182,nr56.png,-2
53,66,3365.1018360000003,nr113.png,1
53,67,1203.321756,nr75.png,2
53,68,1373.185996,nr65.png,1
53,69,2199.734891,nr10.png,-1
53,70,1107.4134629999999,nr20.png,2
53,71,5079.016889,nr29.png,-1
53,72,1330.0592490000001,nr96.png,2
53,73,1448.898645,nr91.png,-2
53,74,2127.085882,nr76.png,1
53,75,2607.263489,nr111.png,-1
53,76,1627.2666519999998,nr69.png,2
53,77,1164.616915,nr58.png,1
53,78,2300.8549,nr80.png,3
53,79,1617.832245,nr19.png,-1
53,80,2096.271117,nr93.png,1
