subject,trial,rt,stimulus,rating
54,1,4389.664209000001,nr90.png,-1.0
54,2,3054.883105,nr69.png,-1.0
54,3,1603.1841969999994,nr125.png,0.0
54,4,1373.142047,nr31.png,-1.0
54,5,1525.2917109999999,nr106.png,0.0
54,6,671.5389769999998,nr107.png,0.0
54,7,1308.697177,nr75.png,1.0
54,8,1410.58871,nr9.png,2.0
54,9,1666.640361,nr97.png,-2.0
54,10,1462.875581,nr80.png,1.0
54,11,1969.1361530000001,nr121.png,-2.0
54,12,2855.7150680000004,nr114.png,1.0
54,13,4160.8083769999985,nr11.png,1.0
54,14,2505.013623,nr39.png,1.0
54,15,2567.4621540000007,nr88.png,3.0
54,16,2494.0762680000007,nr120.png,-2.0
54,17,1504.6738959999998,nr76.png,1.0
54,18,3438.808202,nr95.png,2.0
54,19,1482.0472300000001,nr1.png,1.0
54,20,1879.219763,nr50.png,-2.0
54,21,2181.161854,nr94.png,-3.0
54,22,2508.418594,nr113.png,0.0
54,23,1551.899505,nr53.png,3.0
54,24,2813.000227,nr99.png,-1.0
54,25,2323.284594,nr101.png,-1.0
54,26,1307.3045840000002,nr89.png,-2.0
54,27,1773.2957740000006,nr84.png,1.0
54,28,2062.462005,nr85.png,1.0
54,29,2228.8551899999998,nr10.png,-1.0
54,30,2433.178162,nr83.png,1.0
54,31,2025.586366,nr28.png,1.0
54,32,1279.175878,nr102.png,-2.0
54,33,1220.271865,nr46.png,2.0
54,34,1577.476568,nr29.png,1.0
54,35,1152.4820140000004,nr74.png,-3.0
54,36,1394.752739,nr93.png,3.0
54,37,1288.3048829999998,nr51.png,2.0
54,38,1045.923482,nr15.png,1.0
54,39,2984.994259,nr27.png,2.0
54,40,4310.140777000001,nr100.png,1.0
54,41,3732.352391,nr8.png,0.0
54,42,2048.578744,nr55.png,1.0
54,43,1960.6031940000007,nr45.png,0.0
54,44,2139.489293,nr92.png,-1.0
54,45,5398.207434,nr109.png,1.0
54,46,1526.523904,nr63.png,0.0
54,47,1510.0989439999996,nr7.png,-1.0
54,48,1878.923665,nr30.png,-2.0
54,49,1339.691589,nr58.png,2.0
54,50,2247.174795,nr19.png,-2.0
54,51,2568.975689000001,nr2.png,1.0
54,52,2573.129086,nr42.png,2.0
54,53,1424.6913980000006,nr21.png,2.0
54,54,1383.0480300000006,nr48.png,1.0
54,55,2154.287155,nr3.png,2.0
54,56,1683.51797,nr87.png,-2.0
54,57,1791.3192800000004,nr52.png,1.0
54,58,1374.860252,nr62.png,2.0
54,59,1094.124003,nr4.png,-2.0
54,60,1740.595347,nr57.png,0.0
54,61,2259.381555,nr112.png,1.0
54,62,1041.222158,nr91.png,-2.0
54,63,1298.899945,nr98.png,-1.0
54,64,1093.559395,nr56.png,-3.0
54,65,1187.104033,nr14.png,-3.0
54,66,1585.713108,nr54.png,1.0
54,67,2474.8122280000002,nr12.png,0.0
54,68,2691.4580910000004,nr96.png,1.0
54,69,1738.51945,nr81.png,0.0
54,70,1716.2219260000004,nr20.png,0.0
54,71,1414.086392,nr65.png,1.0
54,72,3058.2399560000013,nr72.png,1.0
54,73,1055.293088,nr41.png,2.0
54,74,1309.072513,nr49.png,3.0
54,75,2767.841533,nr79.png,1.0
54,76,962.950808,nr18.png,3.0
54,77,995.89761,nr60.png,-1.0
54,78,1177.315783,nr124.png,-3.0
54,79,2185.588573,nr111.png,2.0
54,80,2016.2366500000005,nr44.png,1.0
