,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,38,16,6,6,92,420,nr52.png,1,0,0.0,0.0,1.0,1,14,0
1,38,16,6,5,126,566,nr56.png,2,0,0.0,0.0,0.0,-3,14,0
2,38,16,6,0,1070,920,nr111.png,3,0,0.0,0.0,0.0,2,14,0
3,38,16,6,2,1376,2088,nr100.png,4,0,0.0,0.0,0.0,1,14,0
4,38,16,6,3,356,3746,nr102.png,5,0,0.0,0.0,0.0,-2,14,0
5,38,16,6,7,264,4174,nr76.png,6,0,0.0,0.0,0.0,1,14,0
6,38,16,6,6,356,4490,nr52.png,7,1,1.0,0.0,0.0,1,14,0
7,38,16,6,5,236,4916,nr56.png,8,1,1.0,0.0,0.0,-3,14,0
8,38,16,6,4,606,5204,nr28.png,9,0,0.0,0.0,0.0,1,14,0
9,38,16,6,5,242,5862,nr56.png,10,1,2.0,0.0,0.0,-3,14,0
10,38,16,6,8,188,6166,nr1.png,11,0,0.0,0.0,0.0,1,14,0
11,38,16,6,9,202,6586,nr12.png,12,0,0.0,0.0,0.0,0,14,0
12,38,16,6,10,386,6840,nr63.png,13,0,0.0,0.0,0.0,0,14,0
13,38,16,6,11,604,7288,nr9.png,14,0,0.0,0.0,0.0,2,14,0
14,38,16,6,15,214,7934,nr87.png,15,0,0.0,0.0,0.0,-2,14,0
15,38,16,6,14,330,8192,nr96.png,16,0,0.0,0.0,0.0,1,14,0
16,38,16,6,15,298,8586,nr87.png,17,1,1.0,0.0,0.0,-2,14,0
17,38,16,6,13,432,9106,nr85.png,18,0,0.0,0.0,0.0,1,14,0
18,38,16,6,12,260,9612,nr75.png,19,0,0.0,0.0,0.0,1,14,0
19,38,16,6,2,2758,10158,nr100.png,20,1,1.0,0.0,0.0,1,14,0
20,38,16,6,1,1044,13134,nr8.png,21,0,0.0,0.0,0.0,0,14,0
21,38,16,6,0,602,14252,nr111.png,22,1,1.0,0.0,0.0,2,14,0
22,38,16,6,3,376,15092,nr102.png,23,1,1.0,0.0,0.0,-2,14,0
23,38,16,6,7,678,15550,nr76.png,24,1,1.0,0.0,0.0,1,14,0
24,38,16,6,6,422,16276,nr52.png,25,1,2.0,0.0,0.0,1,14,0
25,38,16,6,5,196,16764,nr56.png,26,1,3.0,0.0,0.0,-3,14,0
26,38,16,6,9,74,17176,nr12.png,27,1,1.0,0.0,0.0,0,14,0
27,38,16,6,10,216,17286,nr63.png,28,1,1.0,0.0,0.0,0,14,0
28,38,16,6,9,232,17556,nr12.png,29,1,2.0,0.0,0.0,0,14,0
29,38,16,6,10,266,17838,nr63.png,30,1,2.0,0.0,0.0,0,14,0
30,38,16,6,13,206,18160,nr85.png,31,1,1.0,0.0,0.0,1,14,0
31,38,16,6,11,180,18426,nr9.png,32,1,1.0,0.0,0.0,2,14,0
32,38,16,6,15,426,18654,nr87.png,33,1,2.0,0.0,0.0,-2,14,0
33,38,16,6,14,416,19140,nr96.png,34,1,1.0,0.0,0.0,1,14,0
34,38,16,6,11,410,19614,nr9.png,35,1,2.0,0.0,0.0,2,14,0
35,38,16,6,14,506,20090,nr96.png,36,1,2.0,0.0,0.0,1,14,0
36,38,16,6,11,97,20860,nr9.png,37,1,3.0,1.0,0.0,2,14,0
37,38,16,10,5,270,380,nr48.png,1,0,0.0,0.0,1.0,1,9,0
38,38,16,10,1,284,724,nr1.png,2,0,0.0,0.0,0.0,1,9,0
39,38,16,10,0,564,1060,nr111.png,3,0,0.0,0.0,0.0,2,9,0
40,38,16,10,1,196,1684,nr1.png,4,1,1.0,0.0,0.0,1,9,0
41,38,16,10,2,394,1934,nr96.png,5,0,0.0,0.0,0.0,1,9,0
42,38,16,10,3,350,2382,nr113.png,6,0,0.0,0.0,0.0,0,9,0
43,38,16,10,7,356,2804,nr27.png,7,0,0.0,0.0,0.0,2,9,0
44,38,16,10,6,214,3222,nr45.png,8,0,0.0,0.0,0.0,0,9,0
45,38,16,10,5,216,3490,nr48.png,9,1,1.0,0.0,0.0,1,9,0
46,38,16,10,4,148,3762,nr4.png,10,0,0.0,0.0,0.0,-2,9,0
47,38,16,10,8,320,4140,nr51.png,11,0,0.0,0.0,0.0,2,9,0
48,38,16,10,9,100,4712,nr49.png,12,0,0.0,0.0,0.0,3,9,0
49,38,16,10,8,534,4868,nr51.png,13,1,1.0,0.0,0.0,2,9,0
50,38,16,10,9,494,5790,nr49.png,14,1,1.0,0.0,0.0,3,9,0
51,38,16,10,10,294,6334,nr65.png,15,0,0.0,0.0,0.0,1,9,0
52,38,16,10,11,298,6678,nr20.png,16,0,0.0,0.0,0.0,0,9,0
53,38,16,10,14,144,7156,nr98.png,17,0,0.0,0.0,0.0,-1,9,0
54,38,16,10,13,316,7380,nr89.png,18,0,0.0,0.0,0.0,-2,9,0
55,38,16,10,12,188,7748,nr28.png,19,0,0.0,1.0,0.0,1,9,0
56,38,16,24,5,352,441,nr46.png,1,0,0.0,0.0,1.0,2,5,0
57,38,16,24,10,202,869,nr74.png,2,0,0.0,0.0,0.0,-3,5,0
58,38,16,24,6,342,1101,nr113.png,3,0,0.0,0.0,0.0,0,5,0
59,38,16,24,1,178,1511,nr96.png,4,0,0.0,0.0,0.0,1,5,0
60,38,16,24,0,300,1803,nr15.png,5,0,0.0,0.0,0.0,1,5,0
61,38,16,24,1,314,2159,nr96.png,6,1,1.0,0.0,0.0,1,5,0
62,38,16,24,2,286,2529,nr11.png,7,0,0.0,0.0,0.0,1,5,0
63,38,16,24,3,676,2865,nr92.png,8,0,0.0,0.0,0.0,-1,5,0
64,38,16,24,2,510,3735,nr11.png,9,1,1.0,0.0,0.0,1,5,0
65,38,16,24,7,798,4349,nr72.png,10,0,0.0,0.0,0.0,1,5,0
66,38,16,24,6,420,5223,nr113.png,11,1,1.0,0.0,0.0,0,5,0
67,38,16,24,5,1028,5705,nr46.png,12,1,1.0,0.0,0.0,2,5,0
68,38,16,24,4,470,7037,nr109.png,13,0,0.0,0.0,0.0,1,5,0
69,38,16,24,6,656,7589,nr113.png,14,1,2.0,0.0,0.0,0,5,0
70,38,16,24,9,306,8359,nr42.png,15,0,0.0,0.0,0.0,2,5,0
71,38,16,24,8,780,9147,nr41.png,16,0,0.0,0.0,0.0,2,5,0
72,38,16,24,9,84,10229,nr42.png,17,1,1.0,0.0,0.0,2,5,0
73,38,16,24,10,536,10361,nr74.png,18,1,1.0,0.0,0.0,-3,5,0
74,38,16,24,11,602,10947,nr76.png,19,0,0.0,0.0,0.0,1,5,0
75,38,16,24,15,382,11597,nr21.png,20,0,0.0,0.0,0.0,2,5,0
76,38,16,24,14,314,12017,nr107.png,21,0,0.0,0.0,0.0,0,5,0
77,38,16,24,15,156,12373,nr21.png,22,1,1.0,0.0,0.0,2,5,0
78,38,16,24,14,220,12577,nr107.png,23,1,1.0,0.0,0.0,0,5,0
79,38,16,24,13,330,12851,nr63.png,24,0,0.0,0.0,0.0,0,5,0
80,38,16,24,12,176,13239,nr121.png,25,0,0.0,1.0,0.0,-2,5,0
81,38,16,25,10,278,74,nr101.png,1,0,0.0,0.0,1.0,-1,1,1
82,38,16,25,5,274,376,nr109.png,2,0,0.0,0.0,0.0,1,1,1
83,38,16,25,0,218,728,nr80.png,3,0,0.0,0.0,0.0,1,1,1
84,38,16,25,1,406,982,nr53.png,4,0,0.0,0.0,0.0,3,1,1
85,38,16,25,0,374,1452,nr80.png,5,1,1.0,0.0,0.0,1,1,1
86,38,16,25,1,248,1878,nr53.png,6,1,1.0,0.0,0.0,3,1,1
87,38,16,25,2,322,2180,nr63.png,7,0,0.0,0.0,0.0,0,1,1
88,38,16,25,3,1878,2752,nr49.png,8,0,0.0,0.0,0.0,3,1,1
89,38,16,25,7,364,4754,nr14.png,9,0,0.0,0.0,0.0,-3,1,1
90,38,16,25,6,462,5170,nr29.png,10,0,0.0,0.0,0.0,1,1,1
91,38,16,25,5,444,5690,nr109.png,11,1,1.0,0.0,0.0,1,1,1
92,38,16,25,4,394,6386,nr97.png,12,0,0.0,0.0,0.0,-2,1,1
93,38,16,25,8,540,6836,nr79.png,13,0,0.0,0.0,0.0,1,1,1
94,38,16,25,9,1152,7474,nr120.png,14,0,0.0,0.0,0.0,-2,1,1
95,38,16,25,10,306,8712,nr101.png,15,1,1.0,0.0,0.0,-1,1,1
96,38,16,25,11,402,9060,nr20.png,16,0,0.0,0.0,0.0,0,1,1
97,38,16,25,15,400,9708,nr106.png,17,0,0.0,0.0,0.0,0,1,1
98,38,16,25,14,268,10188,nr83.png,18,0,0.0,0.0,0.0,1,1,1
99,38,16,25,13,472,10514,nr51.png,19,0,0.0,0.0,0.0,2,1,1
100,38,16,25,12,376,11034,nr19.png,20,0,0.0,0.0,0.0,-2,1,1
101,38,16,25,3,2168,11676,nr49.png,21,1,1.0,0.0,0.0,3,1,1
102,38,16,25,2,328,14006,nr63.png,22,1,1.0,0.0,0.0,0,1,1
103,38,16,25,1,674,14390,nr53.png,23,1,2.0,0.0,0.0,3,1,1
104,38,16,25,5,378,15304,nr109.png,24,1,2.0,0.0,0.0,1,1,1
105,38,16,25,3,194,15872,nr49.png,25,1,2.0,0.0,0.0,3,1,1
106,38,16,25,1,634,16136,nr53.png,26,1,3.0,1.0,0.0,3,1,1
107,38,16,26,5,490,75,nr80.png,1,0,0.0,0.0,1.0,1,12,1
108,38,16,26,1,420,633,nr52.png,2,0,0.0,0.0,0.0,1,12,1
109,38,16,26,0,264,1113,nr76.png,3,0,0.0,0.0,0.0,1,12,1
110,38,16,26,2,310,1439,nr92.png,4,0,0.0,0.0,0.0,-1,12,1
111,38,16,26,3,262,1823,nr3.png,5,0,0.0,0.0,0.0,2,12,1
112,38,16,26,7,426,2141,nr100.png,6,0,0.0,0.0,0.0,1,12,1
113,38,16,26,6,310,2631,nr44.png,7,0,0.0,0.0,0.0,1,12,1
114,38,16,26,5,224,2997,nr80.png,8,1,1.0,0.0,0.0,1,12,1
115,38,16,26,4,332,3275,nr63.png,9,0,0.0,0.0,0.0,0,12,1
116,38,16,26,8,354,3665,nr2.png,10,0,0.0,0.0,0.0,1,12,1
117,38,16,26,9,256,4083,nr39.png,11,0,0.0,0.0,0.0,1,12,1
118,38,16,26,10,382,4389,nr10.png,12,0,0.0,0.0,0.0,-1,12,1
119,38,16,26,11,396,4825,nr113.png,13,0,0.0,0.0,0.0,0,12,1
120,38,16,26,14,222,5439,nr72.png,14,0,0.0,0.0,0.0,1,12,1
121,38,16,26,15,158,5717,nr15.png,15,0,0.0,0.0,0.0,1,12,1
122,38,16,26,13,1418,5947,nr54.png,16,0,0.0,0.0,0.0,1,12,1
123,38,16,26,12,1111,7439,nr9.png,17,0,0.0,1.0,0.0,2,12,1
124,38,16,28,5,172,393,nr28.png,1,0,0.0,0.0,1.0,1,6,1
125,38,16,28,1,422,611,nr54.png,2,0,0.0,0.0,0.0,1,6,1
126,38,16,28,0,406,1221,nr96.png,3,0,0.0,0.0,0.0,1,6,1
127,38,16,28,2,510,1831,nr63.png,4,0,0.0,0.0,0.0,0,6,1
128,38,16,28,3,288,2413,nr90.png,5,0,0.0,0.0,0.0,-1,6,1
129,38,16,28,7,564,2755,nr30.png,6,0,0.0,0.0,0.0,-2,6,1
130,38,16,28,6,454,3383,nr18.png,7,0,0.0,0.0,0.0,3,6,1
131,38,16,28,5,194,3895,nr28.png,8,1,1.0,0.0,0.0,1,6,1
132,38,16,28,4,422,4143,nr74.png,9,0,0.0,0.0,0.0,-3,6,1
133,38,16,28,8,270,4619,nr1.png,10,0,0.0,0.0,0.0,1,6,1
134,38,16,28,9,284,4953,nr8.png,11,0,0.0,0.0,0.0,0,6,1
135,38,16,28,10,330,5291,nr124.png,12,0,0.0,0.0,0.0,-3,6,1
136,38,16,28,11,464,5667,nr80.png,13,0,0.0,0.0,0.0,1,6,1
137,38,16,28,15,320,6199,nr57.png,14,0,0.0,0.0,0.0,0,6,1
138,38,16,28,14,236,6579,nr29.png,15,0,0.0,0.0,0.0,1,6,1
139,38,16,28,13,400,6867,nr114.png,16,0,0.0,0.0,0.0,1,6,1
140,38,16,28,12,348,7337,nr109.png,17,0,0.0,0.0,0.0,1,6,1
141,38,16,28,6,454,7901,nr18.png,18,1,1.0,1.0,0.0,3,6,1
142,38,16,33,10,304,76,nr84.png,1,0,0.0,0.0,1.0,1,14,0
143,38,16,33,5,238,418,nr81.png,2,0,0.0,0.0,0.0,0,14,0
144,38,16,33,1,266,904,nr21.png,3,0,0.0,0.0,0.0,2,14,0
145,38,16,33,0,766,1218,nr109.png,4,0,0.0,0.0,0.0,1,14,0
146,38,16,33,1,222,2270,nr21.png,5,1,1.0,0.0,0.0,2,14,0
147,38,16,33,2,490,2534,nr89.png,6,0,0.0,0.0,0.0,-2,14,0
148,38,16,33,3,890,3086,nr111.png,7,0,0.0,0.0,0.0,2,14,0
149,38,16,33,7,166,4058,nr85.png,8,0,0.0,0.0,0.0,1,14,0
150,38,16,33,11,490,4580,nr80.png,9,0,0.0,0.0,0.0,1,14,0
151,38,16,33,4,394,5328,nr63.png,10,0,0.0,0.0,0.0,0,14,0
152,38,16,33,8,418,5760,nr7.png,11,0,0.0,0.0,0.0,-1,14,0
153,38,16,33,9,218,6256,nr97.png,12,0,0.0,0.0,0.0,-2,14,0
154,38,16,33,10,618,6514,nr84.png,13,1,1.0,0.0,0.0,1,14,0
155,38,16,33,11,194,7214,nr80.png,14,1,1.0,0.0,0.0,1,14,0
156,38,16,33,15,330,7700,nr113.png,15,0,0.0,0.0,0.0,0,14,0
157,38,16,33,14,626,8092,nr93.png,16,0,0.0,0.0,0.0,3,14,0
158,38,16,33,13,318,8774,nr62.png,17,0,0.0,0.0,0.0,2,14,0
159,38,16,33,12,248,9144,nr30.png,18,0,0.0,0.0,0.0,-2,14,0
160,38,16,33,13,242,9432,nr62.png,19,1,1.0,0.0,0.0,2,14,0
161,38,16,33,14,310,9714,nr93.png,20,1,1.0,0.0,0.0,3,14,0
162,38,16,33,2,128,10432,nr89.png,21,1,1.0,0.0,0.0,-2,14,0
163,38,16,33,3,238,10598,nr111.png,22,1,1.0,0.0,0.0,2,14,0
