subject,trial,rt,stimulus,value
32,1,7657.369882999999,nr114.png,2
32,2,4975.9374339999995,nr27.png,-2
32,3,3636.300701,nr69.png,-2
32,4,1927.407452,nr120.png,-3
32,5,6779.060229,nr50.png,0
32,6,3136.7336210000003,nr89.png,-3
32,7,2148.744694,nr10.png,2
32,8,2117.188881,nr2.png,2
32,9,1829.6151009999999,nr53.png,2
32,10,5546.6778429999995,nr58.png,1
32,11,1913.9906330000001,nr98.png,-1
32,12,4809.059199,nr62.png,0
32,13,3843.970901,nr29.png,-1
32,14,2272.6646,nr80.png,2
32,15,4511.987815,nr106.png,-2
32,16,1729.8523969999999,nr85.png,-2
32,17,1579.384045,nr3.png,-3
32,18,1025.69608,nr90.png,-3
32,19,3949.4897189999997,nr44.png,1
32,20,3458.0019869999996,nr96.png,-3
32,21,1775.07076,nr95.png,1
32,22,2639.2571940000003,nr12.png,-1
32,23,3372.467084,nr54.png,1
32,24,2704.366441,nr15.png,-1
32,25,11316.46984,nr87.png,-1
32,26,2384.418487,nr20.png,0
32,27,2564.398514,nr112.png,-2
32,28,1700.986813,nr18.png,2
32,29,4407.564849,nr92.png,-2
32,30,1407.9815680000002,nr102.png,-3
32,31,2418.2138050000003,nr111.png,2
32,32,2518.5257189999998,nr99.png,0
32,33,3567.559998,nr100.png,-2
32,34,1886.015269,nr94.png,-1
32,35,3624.4140989999996,nr7.png,-1
32,36,2411.031093,nr125.png,-3
32,37,3184.5443689999997,nr30.png,0
32,38,3070.1685839999996,nr74.png,0
32,39,1620.657531,nr31.png,0
32,40,4481.8765650000005,nr11.png,0
32,41,3179.9764980000004,nr14.png,0
32,42,1955.526213,nr55.png,1
32,43,7136.423728,nr60.png,-2
32,44,1367.2204,nr65.png,-2
32,45,1224.805411,nr97.png,-2
32,46,4621.287261,nr9.png,3
32,47,5812.388782999999,nr79.png,-2
32,48,1270.544754,nr72.png,-3
32,49,2356.649398,nr45.png,-2
32,50,2133.475576,nr8.png,-1
32,51,1883.458493,nr76.png,-1
32,52,1469.9681480000002,nr46.png,0
32,53,1007.1904109999998,nr101.png,-3
32,54,1343.3583330000001,nr42.png,-2
32,55,4239.479764999999,nr41.png,0
32,56,995.017334,nr93.png,3
32,57,2692.225444,nr88.png,1
32,58,1650.149316,nr21.png,-2
32,59,2264.817191,nr52.png,0
32,60,2206.345616,nr75.png,-2
32,61,1431.819254,nr19.png,-3
32,62,2783.272012,nr83.png,1
32,63,1500.907704,nr84.png,0
32,64,2259.2375159999997,nr39.png,0
32,65,2304.421554,nr107.png,-1
32,66,3205.040281,nr4.png,-1
32,67,2372.991271,nr28.png,-1
32,68,2016.185643,nr63.png,-2
32,69,3156.170893,nr124.png,-3
32,70,949.8968150000001,nr56.png,-3
32,71,3760.9991889999997,nr109.png,-1
32,72,2288.955466,nr49.png,-1
32,73,1639.547839,nr91.png,-3
32,74,854.6615609999999,nr121.png,-3
32,75,7595.762809,nr57.png,-3
32,76,5014.902443000001,nr51.png,0
32,77,2959.360735,nr113.png,-1
32,78,1520.8945059999999,nr1.png,-1
32,79,2050.168629,nr81.png,-1
32,80,3434.510445,nr48.png,-2
