subject,trial,rt,stimulus,rating
46,1,3969.882293,nr15.png,1.0
46,2,2891.375886000001,nr80.png,-1.0
46,3,2285.476942,nr30.png,2.0
46,4,3134.801792,nr96.png,2.0
46,5,2445.593468,nr10.png,-2.0
46,6,3519.2946569999995,nr99.png,0.0
46,7,3913.3543310000014,nr2.png,3.0
46,8,2611.568069,nr51.png,2.0
46,9,1450.635435,nr65.png,3.0
46,10,993.7370800000001,nr3.png,3.0
46,11,1717.945642,nr97.png,3.0
46,12,883.34377,nr57.png,3.0
46,13,2517.02149,nr18.png,1.0
46,14,2684.42909,nr75.png,0.0
46,15,1586.0967859999994,nr62.png,1.0
46,16,1501.058309,nr95.png,3.0
46,17,2335.962693,nr12.png,1.0
46,18,3836.719774,nr41.png,-1.0
46,19,1524.947421,nr72.png,-3.0
46,20,2084.707414,nr121.png,-3.0
46,21,8352.343871000001,nr81.png,1.0
46,22,2599.5968860000007,nr125.png,-2.0
46,23,2120.2465899999997,nr45.png,0.0
46,24,1873.648322,nr55.png,1.0
46,25,1796.8498370000002,nr9.png,-2.0
46,26,2913.8079380000013,nr44.png,1.0
46,27,2203.645152,nr53.png,1.0
46,28,2688.6658569999995,nr11.png,-3.0
46,29,1459.5760469999998,nr98.png,3.0
46,30,5055.738802000002,nr85.png,-1.0
46,31,5281.5439700000015,nr114.png,1.0
46,32,1221.085603,nr74.png,3.0
46,33,3750.645123,nr92.png,1.0
46,34,3472.6812469999995,nr54.png,-1.0
46,35,1797.7881690000006,nr42.png,1.0
46,36,1469.3536199999999,nr107.png,2.0
46,37,2395.892387000001,nr21.png,1.0
46,38,2525.511062,nr94.png,-3.0
46,39,1813.1922,nr109.png,-3.0
46,40,4777.527592,nr112.png,1.0
46,41,2268.254954,nr27.png,0.0
46,42,1902.001966,nr69.png,-3.0
46,43,3285.470526,nr84.png,-3.0
46,44,1153.380751,nr124.png,-3.0
46,45,3538.3034840000005,nr60.png,3.0
46,46,1246.9264440000004,nr120.png,-3.0
46,47,2007.685334,nr28.png,1.0
46,48,2054.870084,nr19.png,-3.0
46,49,3099.086498,nr20.png,-3.0
46,50,1827.290266,nr29.png,-3.0
46,51,3522.727506,nr83.png,0.0
46,52,5194.04883,nr89.png,0.0
46,53,3988.61331,nr31.png,1.0
46,54,2467.700232,nr50.png,-3.0
46,55,1052.493299,nr79.png,-3.0
46,56,1785.61713,nr52.png,-3.0
46,57,3073.729419,nr1.png,1.0
46,58,2407.985793,nr93.png,1.0
46,59,6343.8979279999985,nr113.png,0.0
46,60,3146.677377,nr76.png,-1.0
46,61,1099.8243320000001,nr63.png,3.0
46,62,2896.673527,nr48.png,2.0
46,63,4173.885776000001,nr58.png,0.0
46,64,8768.16064,nr87.png,1.0
46,65,2383.531757,nr91.png,0.0
46,66,4452.407838,nr39.png,-2.0
46,67,2571.9903790000008,nr90.png,-2.0
46,68,2207.0096710000007,nr46.png,1.0
46,69,2351.2249309999997,nr49.png,2.0
46,70,2971.5231700000004,nr14.png,1.0
46,71,4182.664065,nr101.png,-1.0
46,72,6407.852341,nr100.png,-3.0
46,73,4472.285063,nr102.png,-1.0
46,74,2393.43861,nr56.png,-1.0
46,75,7977.241696999998,nr88.png,2.0
46,76,1306.356657,nr7.png,1.0
46,77,2584.700036,nr8.png,-1.0
46,78,7748.3135699999975,nr111.png,-2.0
46,79,3912.285756,nr4.png,0.0
46,80,2244.439305000001,nr106.png,-3.0
