,subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
0,48,16,3,9,210,461,nr14.png,1,0,0.0,0.0,1.0,0,6,0
1,48,16,3,15,342,721,nr101.png,2,0,0.0,0.0,0.0,1,6,0
2,48,16,3,14,216,1117,nr49.png,3,0,0.0,0.0,0.0,1,6,0
3,48,16,3,13,150,1383,nr88.png,4,0,0.0,0.0,0.0,3,6,0
4,48,16,3,4,318,1587,nr52.png,5,0,0.0,0.0,0.0,1,6,0
5,48,16,3,0,150,1971,nr48.png,6,0,0.0,0.0,0.0,2,6,0
6,48,16,3,1,522,2165,nr113.png,7,0,0.0,0.0,0.0,1,6,0
7,48,16,3,3,482,2755,nr4.png,8,0,0.0,0.0,0.0,-1,6,0
8,48,16,3,7,180,3333,nr41.png,9,0,0.0,0.0,0.0,0,6,0
9,48,16,3,12,282,3579,nr74.png,10,0,0.0,0.0,0.0,-1,6,0
10,48,16,3,9,250,3911,nr14.png,11,1,1.0,0.0,0.0,0,6,0
11,48,16,3,10,232,4213,nr121.png,12,0,0.0,0.0,0.0,1,6,0
12,48,16,3,11,232,4489,nr11.png,13,0,0.0,0.0,0.0,2,6,0
13,48,16,3,13,258,4781,nr88.png,14,1,1.0,0.0,0.0,3,6,0
14,48,16,3,14,172,5099,nr49.png,15,1,1.0,0.0,0.0,1,6,0
15,48,16,3,15,164,5297,nr101.png,16,1,1.0,0.0,0.0,1,6,0
16,48,16,3,1,554,5529,nr113.png,17,1,1.0,0.0,0.0,1,6,0
17,48,16,3,0,464,6139,nr48.png,18,1,1.0,0.0,0.0,2,6,0
18,48,16,3,4,360,6653,nr52.png,19,1,1.0,0.0,0.0,1,6,0
19,48,16,3,2,312,7097,nr55.png,20,0,0.0,0.0,0.0,1,6,0
20,48,16,3,3,330,7457,nr4.png,21,1,1.0,0.0,0.0,-1,6,0
21,48,16,3,6,480,7833,nr92.png,22,0,0.0,0.0,0.0,2,6,0
22,48,16,3,7,232,8371,nr41.png,23,1,1.0,0.0,0.0,0,6,0
23,48,16,3,9,206,8811,nr14.png,24,1,2.0,0.0,0.0,0,6,0
24,48,16,3,10,256,9061,nr121.png,25,1,1.0,0.0,0.0,1,6,0
25,48,16,3,14,248,9351,nr49.png,26,1,2.0,0.0,0.0,1,6,0
26,48,16,3,15,175,9659,nr101.png,27,1,2.0,1.0,0.0,1,6,0
27,48,16,8,9,166,411,nr49.png,1,0,0.0,0.0,1.0,1,1,0
28,48,16,8,5,266,621,nr39.png,2,0,0.0,0.0,0.0,2,1,0
29,48,16,8,1,208,937,nr42.png,3,0,0.0,0.0,0.0,2,1,0
30,48,16,8,0,188,1191,nr12.png,4,0,0.0,0.0,0.0,2,1,0
31,48,16,8,1,224,1433,nr42.png,5,1,1.0,0.0,0.0,2,1,0
32,48,16,8,11,408,1723,nr10.png,6,0,0.0,0.0,0.0,2,1,0
33,48,16,8,9,218,2219,nr49.png,7,1,1.0,0.0,0.0,1,1,0
34,48,16,8,12,212,2493,nr8.png,8,0,0.0,0.0,0.0,2,1,0
35,48,16,8,15,296,2771,nr31.png,9,0,0.0,0.0,0.0,1,1,0
36,48,16,8,14,254,3109,nr96.png,10,0,0.0,0.0,0.0,1,1,0
37,48,16,8,13,160,3405,nr4.png,11,0,0.0,0.0,0.0,-1,1,0
38,48,16,8,3,302,3635,nr76.png,12,0,0.0,0.0,0.0,2,1,0
39,48,16,8,2,338,3979,nr114.png,13,0,0.0,0.0,0.0,1,1,0
40,48,16,8,5,184,4615,nr39.png,14,1,1.0,0.0,0.0,2,1,0
41,48,16,8,4,246,4845,nr87.png,15,0,0.0,0.0,0.0,3,1,0
42,48,16,8,0,392,5139,nr12.png,16,1,1.0,0.0,0.0,2,1,0
43,48,16,8,7,168,5613,nr83.png,17,0,0.0,0.0,0.0,1,1,0
44,48,16,8,6,228,5815,nr1.png,18,0,0.0,0.0,0.0,1,1,0
45,48,16,8,9,178,6089,nr49.png,19,1,2.0,0.0,0.0,1,1,0
46,48,16,8,8,166,6327,nr125.png,20,0,0.0,0.0,0.0,0,1,0
47,48,16,8,11,324,6573,nr10.png,21,1,1.0,0.0,0.0,2,1,0
48,48,16,8,14,178,7225,nr96.png,22,1,1.0,0.0,0.0,1,1,0
49,48,16,8,2,350,7463,nr114.png,23,1,1.0,0.0,0.0,1,1,0
50,48,16,8,1,308,7881,nr42.png,24,1,2.0,0.0,0.0,2,1,0
51,48,16,8,3,276,8253,nr76.png,25,1,1.0,0.0,0.0,2,1,0
52,48,16,8,0,338,8595,nr12.png,26,1,2.0,0.0,0.0,2,1,0
53,48,16,8,1,166,9011,nr42.png,27,1,3.0,0.0,0.0,2,1,0
54,48,16,8,5,138,9451,nr39.png,28,1,2.0,0.0,0.0,2,1,0
55,48,16,8,1,674,9631,nr42.png,29,1,4.0,0.0,0.0,2,1,0
56,48,16,8,0,174,10377,nr12.png,30,1,3.0,0.0,0.0,2,1,0
57,48,16,8,12,414,10617,nr8.png,31,1,1.0,0.0,0.0,2,1,0
58,48,16,8,8,180,11101,nr125.png,32,1,1.0,0.0,0.0,0,1,0
59,48,16,8,15,350,11347,nr31.png,33,1,1.0,0.0,0.0,1,1,0
60,48,16,8,14,186,11773,nr96.png,34,1,2.0,0.0,0.0,1,1,0
61,48,16,8,13,139,11999,nr4.png,35,1,1.0,1.0,0.0,-1,1,0
62,48,16,10,9,498,76,nr99.png,1,0,0.0,0.0,1.0,2,3,0
63,48,16,10,1,296,660,nr76.png,2,0,0.0,0.0,0.0,2,3,0
64,48,16,10,0,234,1028,nr48.png,3,0,0.0,0.0,0.0,2,3,0
