subject,setsize,trial,item,dur,onset,stimulus,fixnum,is_refixation,refixnum,is_last,is_first,value,choice,is_last_to_choice
1,36,3,15,212,283,nr31.png,1,0,0.0,0.0,1.0,2,3,1
1,36,3,9,26,521,nr85.png,2,0,0.0,0.0,0.0,2,3,1
1,36,3,2,300,583,nr45.png,3,0,0.0,0.0,0.0,1,3,1
1,36,3,8,186,925,nr21.png,4,0,0.0,0.0,0.0,2,3,1
1,36,3,29,226,1437,nr92.png,5,0,0.0,0.0,0.0,3,3,1
1,36,3,11,392,1723,nr99.png,6,0,0.0,0.0,0.0,2,3,1
1,36,3,25,282,2201,nr84.png,7,0,0.0,0.0,0.0,2,3,1
1,36,3,11,854,2743,nr99.png,8,1,1.0,0.0,0.0,2,3,1
1,36,3,5,370,3669,nr52.png,9,0,0.0,0.0,0.0,3,3,1
1,36,3,4,888,4079,nr53.png,10,0,0.0,0.0,0.0,3,3,1
1,36,3,2,266,5025,nr45.png,11,1,1.0,0.0,0.0,1,3,1
1,36,3,3,609,5327,nr97.png,12,0,0.0,1.0,0.0,3,3,1
1,36,12,14,260,290,nr1.png,1,0,0.0,0.0,1.0,1,29,0
1,36,12,9,320,600,nr85.png,2,0,0.0,0.0,0.0,2,29,0
1,36,12,3,320,952,nr9.png,3,0,0.0,0.0,0.0,3,29,0
1,36,12,4,292,1338,nr106.png,4,0,0.0,0.0,0.0,1,29,0
1,36,12,23,212,1926,nr56.png,5,0,0.0,0.0,0.0,2,29,0
1,36,12,29,226,2170,nr53.png,6,0,0.0,0.0,0.0,3,29,0
1,36,12,34,244,2702,nr88.png,7,0,0.0,0.0,0.0,2,29,0
1,36,12,27,260,2988,nr39.png,8,0,0.0,0.0,0.0,3,29,0
1,36,12,25,166,3494,nr49.png,9,0,0.0,0.0,0.0,3,29,0
1,36,12,31,472,3682,nr48.png,10,0,0.0,0.0,0.0,1,29,0
1,36,12,18,193,5306,nr98.png,11,0,0.0,1.0,0.0,2,29,0
1,36,16,15,322,254,nr63.png,1,0,0.0,0.0,1.0,2,20,1
1,36,16,17,514,654,nr8.png,2,0,0.0,0.0,0.0,1,20,1
1,36,16,5,132,1392,nr89.png,3,0,0.0,0.0,0.0,3,20,1
1,36,16,35,362,1600,nr81.png,4,0,0.0,0.0,0.0,2,20,1
1,36,16,22,202,2020,nr97.png,5,0,0.0,0.0,0.0,3,20,1
1,36,16,4,290,2280,nr90.png,6,0,0.0,0.0,0.0,3,20,1
1,36,16,10,168,2604,nr1.png,7,0,0.0,0.0,0.0,1,20,1
1,36,16,22,46,2836,nr97.png,8,1,1.0,0.0,0.0,3,20,1
1,36,16,9,436,3350,nr55.png,9,0,0.0,0.0,0.0,3,20,1
1,36,16,27,272,3972,nr2.png,10,0,0.0,0.0,0.0,1,20,1
1,36,16,20,296,4288,nr18.png,11,0,0.0,0.0,0.0,3,20,1
1,36,16,21,148,4622,nr57.png,12,0,0.0,0.0,0.0,3,20,1
1,36,16,19,342,4810,nr111.png,13,0,0.0,0.0,0.0,2,20,1
1,36,16,20,178,5214,nr18.png,14,1,1.0,1.0,0.0,3,20,1
1,36,20,14,380,431,nr14.png,1,0,0.0,0.0,1.0,1,27,0
1,36,20,5,220,1127,nr80.png,2,0,0.0,0.0,0.0,2,27,0
1,36,20,11,192,1379,nr28.png,3,0,0.0,0.0,0.0,2,27,0
1,36,20,35,116,1921,nr102.png,4,0,0.0,0.0,0.0,3,27,0
1,36,20,22,210,2089,nr12.png,5,0,0.0,0.0,0.0,2,27,0
1,36,20,3,316,2359,nr44.png,6,0,0.0,0.0,0.0,1,27,0
1,36,20,9,140,2737,nr56.png,7,0,0.0,0.0,0.0,2,27,0
1,36,20,27,208,2947,nr39.png,8,0,0.0,0.0,0.0,3,27,0
1,36,20,2,228,3579,nr111.png,9,0,0.0,0.0,0.0,2,27,0
1,36,20,1,156,3849,nr72.png,10,0,0.0,0.0,0.0,1,27,0
1,36,20,18,348,4093,nr49.png,11,0,0.0,1.0,0.0,3,27,0
1,36,27,14,266,221,nr2.png,1,0,0.0,0.0,1.0,1,16,0
1,36,27,13,176,539,nr69.png,2,0,0.0,0.0,0.0,2,16,0
1,36,27,12,208,753,nr52.png,3,0,0.0,0.0,0.0,3,16,0
1,36,27,18,198,995,nr102.png,4,0,0.0,0.0,0.0,3,16,0
1,36,27,30,212,1237,nr62.png,5,0,0.0,0.0,0.0,3,16,0
1,36,27,34,168,1679,nr94.png,6,0,0.0,0.0,0.0,-1,16,0
1,36,27,35,144,2081,nr106.png,7,0,0.0,0.0,0.0,1,16,0
1,36,27,11,318,2941,nr20.png,8,0,0.0,0.0,0.0,2,16,0
1,36,27,23,140,3533,nr27.png,9,0,0.0,0.0,0.0,3,16,0
1,36,27,5,202,3731,nr45.png,10,0,0.0,0.0,0.0,1,16,0
1,36,27,3,152,3983,nr90.png,11,0,0.0,0.0,0.0,3,16,0
1,36,27,2,228,4181,nr100.png,12,0,0.0,0.0,0.0,1,16,0
1,36,27,1,228,4445,nr49.png,13,0,0.0,0.0,0.0,3,16,0
1,36,27,0,170,4709,nr81.png,14,0,0.0,0.0,0.0,2,16,0
1,36,27,11,276,4953,nr20.png,15,1,1.0,0.0,0.0,2,16,0
1,36,27,10,196,5255,nr80.png,16,0,0.0,0.0,0.0,2,16,0
1,36,27,9,206,5491,nr30.png,17,0,0.0,0.0,0.0,3,16,0
1,36,27,17,220,5757,nr41.png,18,0,0.0,0.0,0.0,2,16,0
1,36,27,16,370,6013,nr42.png,19,0,0.0,0.0,0.0,3,16,0
1,36,27,15,370,6605,nr95.png,20,0,0.0,0.0,0.0,2,16,0
1,36,27,14,264,7047,nr2.png,21,1,1.0,0.0,0.0,1,16,0
1,36,27,15,137,7351,nr95.png,22,1,1.0,1.0,0.0,2,16,0
1,36,29,15,296,75,nr46.png,1,0,0.0,0.0,1.0,2,32,0
1,36,29,14,296,399,nr44.png,2,0,0.0,0.0,0.0,1,32,0
1,36,29,7,136,771,nr94.png,3,0,0.0,0.0,0.0,-1,32,0
1,36,29,6,534,933,nr11.png,4,0,0.0,0.0,0.0,2,32,0
1,36,29,30,408,1825,nr29.png,5,0,0.0,0.0,0.0,2,32,0
1,36,29,13,250,2757,nr54.png,6,0,0.0,0.0,0.0,1,32,0
1,36,29,7,182,3047,nr94.png,7,1,1.0,0.0,0.0,-1,32,0
1,36,29,1,94,3259,nr65.png,8,0,0.0,0.0,0.0,2,32,0
1,36,29,25,302,3411,nr85.png,9,0,0.0,0.0,0.0,2,32,0
1,36,29,8,194,3781,nr114.png,10,0,0.0,0.0,0.0,0,32,0
1,36,29,20,188,4201,nr3.png,11,0,0.0,0.0,0.0,-1,32,0
1,36,29,32,148,4613,nr27.png,12,0,0.0,0.0,0.0,3,32,0
