subject,trial,rt,stimulus,rating
8,1,1331.692125,nr60.png,2.0
8,2,2075.0560760000008,nr102.png,-1.0
8,3,1738.1458329999996,nr62.png,2.0
8,4,1395.6838409999998,nr65.png,-1.0
8,5,1215.030976,nr98.png,1.0
8,6,1268.873572,nr87.png,-2.0
8,7,997.116337,nr3.png,3.0
8,8,1093.485982,nr27.png,2.0
8,9,1378.9192019999994,nr31.png,-3.0
8,10,1243.2641820000001,nr21.png,2.0
8,11,2432.57798,nr1.png,2.0
8,12,1423.615495,nr114.png,1.0
8,13,1606.406165,nr99.png,1.0
8,14,1931.047447,nr4.png,1.0
8,15,1412.586744,nr100.png,-2.0
8,16,2385.294442000001,nr29.png,-2.0
8,17,2867.546875,nr50.png,-2.0
8,18,1671.8988999999995,nr54.png,-2.0
8,19,3318.965064,nr63.png,-1.0
8,20,1909.081373,nr44.png,2.0
8,21,1007.5814439999999,nr113.png,-2.0
8,22,1172.753508,nr83.png,-1.0
8,23,2724.9892210000007,nr49.png,1.0
8,24,1179.5368050000004,nr51.png,-2.0
8,25,1628.33631,nr81.png,1.0
8,26,1349.673234,nr106.png,1.0
8,27,1362.090725,nr80.png,1.0
8,28,2219.2789980000002,nr84.png,1.0
8,29,2032.733375,nr8.png,-2.0
8,30,1439.701965,nr112.png,1.0
8,31,1090.055678,nr20.png,2.0
8,32,851.8626879999997,nr91.png,3.0
8,33,2149.351858,nr10.png,1.0
8,34,1186.2982869999996,nr95.png,-2.0
8,35,1268.738836,nr97.png,3.0
8,36,1261.839411,nr109.png,-2.0
8,37,1023.3567390000001,nr79.png,3.0
8,38,2157.372155,nr69.png,1.0
8,39,2413.097135,nr41.png,-1.0
8,40,1596.269877,nr101.png,1.0
8,41,1240.923953,nr52.png,1.0
8,42,1520.2231730000005,nr124.png,-2.0
8,43,2061.224503,nr28.png,1.0
8,44,2016.5404,nr15.png,1.0
8,45,1354.804415,nr19.png,-2.0
8,46,1195.787202,nr12.png,1.0
8,47,1155.107314,nr42.png,2.0
8,48,1831.215739,nr56.png,0.0
8,49,1910.30073,nr74.png,1.0
8,50,2663.224172,nr111.png,1.0
8,51,1775.25202,nr57.png,-2.0
8,52,1007.7893220000001,nr120.png,-2.0
8,53,1654.0133890000006,nr7.png,-2.0
8,54,1460.6434069999998,nr18.png,-2.0
8,55,1370.523249,nr30.png,-3.0
8,56,1392.761361,nr14.png,-2.0
8,57,1817.571513,nr53.png,1.0
8,58,1176.49178,nr11.png,1.0
8,59,894.4712199999999,nr85.png,2.0
8,60,1031.4020590000002,nr107.png,2.0
8,61,902.6098929999999,nr89.png,3.0
8,62,907.281369,nr76.png,-2.0
8,63,1583.004193,nr88.png,1.0
8,64,1378.245845,nr93.png,1.0
8,65,3097.222008,nr48.png,1.0
8,66,1080.164801,nr58.png,-2.0
8,67,1108.2992,nr39.png,-1.0
8,68,5411.626912999999,nr46.png,-2.0
8,69,2442.680584,nr96.png,3.0
8,70,2474.291162,nr72.png,1.0
8,71,3511.445469,nr45.png,1.0
8,72,861.2521559999999,nr94.png,-2.0
8,73,1100.753685,nr2.png,-1.0
8,74,1712.0100109999994,nr90.png,2.0
8,75,3698.004245,nr125.png,1.0
8,76,746.7031479999997,nr92.png,2.0
8,77,1366.551436,nr121.png,-2.0
8,78,2480.817819000001,nr55.png,1.0
8,79,1063.830675,nr75.png,1.0
8,80,1016.68091,nr9.png,1.0
