,Unnamed: 0,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,0,-383.74988681358315,15.889840206875995,5.836555379763504,-10.34309297175426,log
1,1,-383.74988681358315,15.889840206875995,5.836555379763504,-15.902125292660456,log
2,2,-383.74988681358315,15.889840206875995,5.836555379763504,-15.97589373328026,log
3,3,-383.74988681358315,15.889840206875995,5.836555379763504,-9.77221233083758,log
4,4,-383.74988681358315,15.889840206875995,5.836555379763504,-9.347275472430741,log
5,5,-383.74988681358315,15.889840206875995,5.836555379763504,-10.28953410919335,log
6,6,-383.74988681358315,15.889840206875995,5.836555379763504,-7.934908792571032,log
7,7,-383.74988681358315,15.889840206875995,5.836555379763504,-12.725068733043864,log
8,8,-383.74988681358315,15.889840206875995,5.836555379763504,-8.963179641990743,log
9,9,-383.74988681358315,15.889840206875995,5.836555379763504,-13.166579037300787,log
10,10,-383.74988681358315,15.889840206875995,5.836555379763504,-9.344946400841732,log
11,11,-383.74988681358315,15.889840206875995,5.836555379763504,-7.8850036142007935,log
12,12,-383.74988681358315,15.889840206875995,5.836555379763504,-14.199628224283007,log
13,13,-383.74988681358315,15.889840206875995,5.836555379763504,-13.134593449192225,log
14,14,-383.74988681358315,15.889840206875995,5.836555379763504,-16.051831999944227,log
15,15,-383.74988681358315,15.889840206875995,5.836555379763504,-15.071993416807883,log
16,16,-383.74988681358315,15.889840206875995,5.836555379763504,-7.774008772479202,log
17,17,-383.74988681358315,15.889840206875995,5.836555379763504,-9.701926801406225,log
18,18,-383.74988681358315,15.889840206875995,5.836555379763504,-8.4844266215768,log
19,19,-383.74988681358315,15.889840206875995,5.836555379763504,-8.698581672906798,log
20,20,-383.74988681358315,15.889840206875995,5.836555379763504,-9.841491997616183,log
21,21,-383.74988681358315,15.889840206875995,5.836555379763504,-10.368540908540119,log
22,22,-383.74988681358315,15.889840206875995,5.836555379763504,-7.672327811462389,log
23,23,-383.74988681358315,15.889840206875995,5.836555379763504,-9.432689107167848,log
24,24,-383.74988681358315,15.889840206875995,5.836555379763504,-9.759211438404149,log
25,25,-383.74988681358315,15.889840206875995,5.836555379763504,-12.783343018114588,log
26,26,-383.74988681358315,15.889840206875995,5.836555379763504,-7.9179756581736305,log
27,27,-383.74988681358315,15.889840206875995,5.836555379763504,-9.052924260245604,log
28,28,-383.74988681358315,15.889840206875995,5.836555379763504,-11.463480981504778,log
29,29,-383.74988681358315,15.889840206875995,5.836555379763504,-8.670661253193519,log
30,30,-383.74988681358315,15.889840206875995,5.836555379763504,-8.882558101197894,log
31,31,-383.74988681358315,15.889840206875995,5.836555379763504,-8.94978494121051,log
32,32,-383.74988681358315,15.889840206875995,5.836555379763504,-8.054098070977282,log
33,33,-383.74988681358315,15.889840206875995,5.836555379763504,-16.051957766408407,log
34,34,-383.74988681358315,15.889840206875995,5.836555379763504,-8.496158605036781,log
35,35,-383.74988681358315,15.889840206875995,5.836555379763504,-11.585871805627427,log
