b,p_error,v,s,gamma,zeta
1.0,0.05,1.4116855103587409e-05,0.01611783189532941,1.0,0.0
1.0,0.05,1.2190333688962687e-05,0.01611783189532941,1.0,0.0
1.0,0.05,1.2190333688962687e-05,0.01611783189532941,1.0,0.0
1.0,0.05,7.425305295755692e-06,0.01611783189532941,1.0,0.0
1.0,0.05,7.425305295755692e-06,0.01611783189532941,1.0,0.0
1.0,0.05,7.425305295755692e-06,0.01611783189532941,1.0,0.0
1.0,0.05,7.770040919206358e-06,0.01611783189532941,1.0,0.0
1.0,0.05,1.2321559568410796e-05,0.01611783189532941,1.0,0.0
1.0,0.05,1.2321559568410796e-05,0.02027732403987564,1.0,0.0
1.0,0.05,3.5732513072993887e-06,0.02027732403987564,1.0,0.0
1.0,0.05,4.699564080499829e-06,0.02084084341517953,1.0,0.0
1.0,0.05,1.634180841392601e-06,0.02084084341517953,1.0,0.0
1.0,0.05,1.634180841392601e-06,0.02084084341517953,1.0,0.0
1.0,0.05,1.634180841392601e-06,0.01545712337209938,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.015374298636410069,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.015747273502149887,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.015747273502149887,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.015747273502149887,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.015747273502149887,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.014696383507836057,1.0,0.0
1.0,0.05,5.885330794250757e-06,0.014696383507836057,1.0,0.0
1.0,0.05,1.553547888428177e-05,0.014696383507836057,1.0,0.0
1.0,0.05,1.553547888428177e-05,0.014696383507836057,1.0,0.0
1.0,0.05,1.8932232055225707e-05,0.014696383507836057,1.0,0.0
1.0,0.05,1.0375122901757817e-06,0.0164418583765013,1.0,0.0
1.0,0.05,4.5454850646788246e-07,0.0164418583765013,1.0,0.0
1.0,0.05,4.0096632006646383e-07,0.0164418583765013,1.0,0.0
