,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,-508.518090350807,14.927584634786639,6.703796561212045,-8.517920572079143,log
1,-508.518090350807,14.927584634786639,6.703796561212045,-9.820873339138805,log
2,-508.518090350807,14.927584634786639,6.703796561212045,-7.605401182386778,log
3,-508.518090350807,14.927584634786639,6.703796561212045,-6.87122388423644,log
4,-508.518090350807,14.927584634786639,6.703796561212045,-8.867992865667803,log
5,-508.518090350807,14.927584634786639,6.703796561212045,-10.245815199268081,log
6,-508.518090350807,14.927584634786639,6.703796561212045,-10.470426872615265,log
7,-508.518090350807,14.927584634786639,6.703796561212045,-10.373350861600693,log
8,-508.518090350807,14.927584634786639,6.703796561212045,-14.986015575547036,log
9,-508.518090350807,14.927584634786639,6.703796561212045,-14.766061741468897,log
10,-508.518090350807,14.927584634786639,6.703796561212045,-10.091816069534971,log
11,-508.518090350807,14.927584634786639,6.703796561212045,-10.726211359692599,log
12,-508.518090350807,14.927584634786639,6.703796561212045,-9.666337091198622,log
13,-508.518090350807,14.927584634786639,6.703796561212045,-8.469642658476603,log
14,-508.518090350807,14.927584634786639,6.703796561212045,-9.013735418124158,log
15,-508.518090350807,14.927584634786639,6.703796561212045,-11.077452076130804,log
16,-508.518090350807,14.927584634786639,6.703796561212045,-7.516362876449537,log
17,-508.518090350807,14.927584634786639,6.703796561212045,-8.830669499893736,log
18,-508.518090350807,14.927584634786639,6.703796561212045,-11.52703181055878,log
19,-508.518090350807,14.927584634786639,6.703796561212045,-14.80594211514351,log
20,-508.518090350807,14.927584634786639,6.703796561212045,-8.620705218820241,log
21,-508.518090350807,14.927584634786639,6.703796561212045,-8.096815524183434,log
22,-508.518090350807,14.927584634786639,6.703796561212045,-10.611580551743439,log
23,-508.518090350807,14.927584634786639,6.703796561212045,-11.390628765325758,log
24,-508.518090350807,14.927584634786639,6.703796561212045,-8.130737197743407,log
25,-508.518090350807,14.927584634786639,6.703796561212045,-8.903155489970148,log
26,-508.518090350807,14.927584634786639,6.703796561212045,-11.439249705726871,log
27,-508.518090350807,14.927584634786639,6.703796561212045,-9.969126165330449,log
28,-508.518090350807,14.927584634786639,6.703796561212045,-9.91164690955841,log
29,-508.518090350807,14.927584634786639,6.703796561212045,-14.149223700092147,log
30,-508.518090350807,14.927584634786639,6.703796561212045,-10.592107833724373,log
31,-508.518090350807,14.927584634786639,6.703796561212045,-12.271516979198875,log
32,-508.518090350807,14.927584634786639,6.703796561212045,-8.70143153996099,log
33,-508.518090350807,14.927584634786639,6.703796561212045,-14.213510333495206,log
34,-508.518090350807,14.927584634786639,6.703796561212045,-9.29241259507955,log
35,-508.518090350807,14.927584634786639,6.703796561212045,-13.956515073445182,log
36,-508.518090350807,14.927584634786639,6.703796561212045,-9.38889112319013,log
37,-508.518090350807,14.927584634786639,6.703796561212045,-6.759438149252226,log
38,-508.518090350807,14.927584634786639,6.703796561212045,-11.606116866856585,log
39,-508.518090350807,14.927584634786639,6.703796561212045,-9.549099456612042,log
40,-508.518090350807,14.927584634786639,6.703796561212045,-9.747131502999306,log
41,-508.518090350807,14.927584634786639,6.703796561212045,-13.954558561626591,log
42,-508.518090350807,14.927584634786639,6.703796561212045,-9.430879657844,log
43,-508.518090350807,14.927584634786639,6.703796561212045,-9.405860540410748,log
44,-508.518090350807,14.927584634786639,6.703796561212045,-14.224238561930939,log
45,-508.518090350807,14.927584634786639,6.703796561212045,-10.095403590449324,log
46,-508.518090350807,14.927584634786639,6.703796561212045,-10.119242932755284,log
47,-508.518090350807,14.927584634786639,6.703796561212045,-11.25453009848914,log
48,-508.518090350807,14.927584634786639,6.703796561212045,-8.482052655779915,log
